seqnames,start,end,peak,cell_type,peak_access,gene,gene_score,gene_cell_type_rank,gene_name,common_name,og,pfam,gene_list,min_gene_score_in_selected_cell_types
NC_064044.1,4853428,4853678,peak83989,muscle_tentacle_retractor,7.5526656226595,Nvec_vc1.1_XM_001622630.3,3.13343949034977,2,"","","","","",3.13343949034977
NC_064044.1,4909752,4910002,peak84013,muscle_tentacle_retractor,9.22895247497787,Nvec_vc1.1_XM_032374277.2,1.27375263600755,1,Oit3/Gp2/Umod,"","",EGF,"",1.27375263600755
NC_064044.1,5554710,5554960,peak84249,muscle_tentacle_retractor,9.15357969633009,Nvec_vc1.1_XM_001626241.3,2.22199694172256,4,"","","",LIM/LIM/LIM,"",1.86576359676915
NC_064044.1,5556962,5557212,peak84254,muscle_tentacle_retractor,12.8560631851297,Nvec_vc1.1_XM_001626241.3,2.22199694172256,4,"","","",LIM/LIM/LIM,"",1.86576359676915
NC_064044.1,5556962,5557212,peak84254,muscle_tentacle_retractor,12.8560631851297,Nvec_vc1.1_XM_001626241.3,2.22199694172256,4,"","","",LIM/LIM/LIM,"",1.86576359676915
NC_064044.1,5738737,5738987,peak84342,muscle_tentacle_retractor,3.58176448559951,Nvec_vc1.1_XM_001622352.3,1.46956647974455,11,Tbxas1,"","",p450,"",1.46956647974455
NC_064044.1,5912252,5912502,peak84389,muscle_tentacle_retractor,15.4534367127392,Nvec_vc1.1_XM_048734283.1,2.26573488968473,1,Ak2,"","",ADK/ADK_lid,"",2.26573488968473
NC_064044.1,5913533,5913783,peak84390,muscle_tentacle_retractor,8.42841458432628,Nvec_vc1.1_XM_048734283.1,2.26573488968473,1,Ak2,"","",ADK/ADK_lid,"",2.26573488968473
NC_064044.1,5913533,5913783,peak84390,muscle_tentacle_retractor,8.42841458432628,Nvec_vc1.1_XM_048734283.1,2.26573488968473,1,Ak2,"","",ADK/ADK_lid,"",2.26573488968473
NC_064044.1,6575209,6575459,peak84651,muscle_tentacle_retractor,7.67122285013958,Nvec_vc1.1_XM_048734614.1,1.63439943845212,5,"","","",PDZ,"",1.63439943845212
NC_064044.1,6938995,6939245,peak84838,muscle_tentacle_retractor,14.6734271804998,Nvec_vc1.1_XM_048734442.1,3.29038097171661,2,"","","",Tctex-1,"",3.29038097171661
NC_064044.1,6941524,6941774,peak84840,muscle_tentacle_retractor,32.7644600667257,Nvec_vc1.1_XM_048734442.1,3.29038097171661,2,"","","",Tctex-1,"",3.29038097171661
NC_064044.1,7098040,7098290,peak84903,muscle_tentacle_retractor,9.43539354531218,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7098040,7098290,peak84903,muscle_tentacle_retractor,9.43539354531218,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7098403,7098653,peak84904,muscle_tentacle_retractor,10.1896404983999,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7098403,7098653,peak84904,muscle_tentacle_retractor,10.1896404983999,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7098403,7098653,peak84904,muscle_tentacle_retractor,10.1896404983999,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7098403,7098653,peak84904,muscle_tentacle_retractor,10.1896404983999,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7098403,7098653,peak84904,muscle_tentacle_retractor,10.1896404983999,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7098403,7098653,peak84904,muscle_tentacle_retractor,10.1896404983999,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7098403,7098653,peak84904,muscle_tentacle_retractor,10.1896404983999,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7098403,7098653,peak84904,muscle_tentacle_retractor,10.1896404983999,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7098828,7099078,peak84905,muscle_tentacle_retractor,14.125008510928,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7101743,7101993,peak84909,muscle_tentacle_retractor,19.8569057670048,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7102100,7102350,peak84910,muscle_tentacle_retractor,28.1596650098727,Nvec_vc1.1_XM_048734383.1,1.56570817695086,1,"","","",HSNSD/Sulfotransfer_1,"",1.30691469791122
NC_064044.1,7189388,7189638,peak84941,muscle_tentacle_retractor,7.31115952883503,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7190486,7190735,peak84944,muscle_tentacle_retractor,44.4211036971471,Nvec_vc1.1_XM_032363163.2,2.07714062938319,4,Bmp5/Bmp8a/Bmp7/Bmp6/Bmp8b,"","",TGFb_propeptide/TGF_beta,"",2.07714062938319
NC_064044.1,7472644,7472894,peak85071,muscle_tentacle_retractor,24.195589637094,Nvec_vc1.1_XM_048734284.1,2.72065612639418,1,Kcnma1/Kcnu1,"","",Ion_trans_2/BK_channel_a,"",1.79564930558245
NC_064044.1,7472644,7472894,peak85071,muscle_tentacle_retractor,24.195589637094,Nvec_vc1.1_XM_048734284.1,2.72065612639418,1,Kcnma1/Kcnu1,"","",Ion_trans_2/BK_channel_a,"",1.79564930558245
NC_064044.1,7474917,7475167,peak85074,muscle_tentacle_retractor,12.3175937904269,Nvec_vc1.1_XM_048734284.1,2.72065612639418,1,Kcnma1/Kcnu1,"","",Ion_trans_2/BK_channel_a,"",1.79564930558245
NC_064044.1,7475184,7475434,peak85075,muscle_tentacle_retractor,9.31559372233948,Nvec_vc1.1_XM_048734284.1,2.72065612639418,1,Kcnma1/Kcnu1,"","",Ion_trans_2/BK_channel_a,"",1.79564930558245
NC_064044.1,7475595,7475845,peak85076,muscle_tentacle_retractor,19.5003489480493,Nvec_vc1.1_XM_048734284.1,2.72065612639418,1,Kcnma1/Kcnu1,"","",Ion_trans_2/BK_channel_a,"",1.79564930558245
NC_064044.1,7477520,7477770,peak85079,muscle_tentacle_retractor,23.7557618982774,Nvec_vc1.1_XM_048734284.1,2.72065612639418,1,Kcnma1/Kcnu1,"","",Ion_trans_2/BK_channel_a,"",1.79564930558245
NC_064044.1,7875659,7875909,peak85267,muscle_tentacle_retractor,11.0524188057466,Nvec_vc1.1_XM_032363089.2,1.42433399297343,2,"","","",PH/PDZ,"",1.32823885039971
NC_064044.1,7875659,7875909,peak85267,muscle_tentacle_retractor,11.0524188057466,Nvec_vc1.1_XM_032363089.2,1.42433399297343,2,"","","",PH/PDZ,"",1.32823885039971
NC_064044.1,7881333,7881583,peak85272,muscle_tentacle_retractor,8.78052018792129,Nvec_vc1.1_XM_032363089.2,1.42433399297343,2,"","","",PH/PDZ,"",1.32823885039971
NC_064044.1,7881333,7881583,peak85272,muscle_tentacle_retractor,8.78052018792129,Nvec_vc1.1_XM_032363089.2,1.42433399297343,2,"","","",PH/PDZ,"",1.32823885039971
NC_064044.1,7882047,7882297,peak85273,muscle_tentacle_retractor,22.0749557431742,Nvec_vc1.1_XM_032363089.2,1.42433399297343,2,"","","",PH/PDZ,"",1.32823885039971
NC_064044.1,7883098,7883348,peak85275,muscle_tentacle_retractor,6.92000578743106,Nvec_vc1.1_XM_032363089.2,1.42433399297343,2,"","","",PH/PDZ,"",1.32823885039971
NC_064044.1,8322062,8322312,peak85503,muscle_tentacle_retractor,8.33925410226731,Nvec_vc1.1_XM_032363060.2,1.70526388119491,6,"","","",Ras,"",1.70526388119491
NC_064034.1,19320376,19320626,peak8555,muscle_tentacle_retractor,40.4008902430721,Nvec_vc1.1_XM_048731922.1,3.54939120771327,1,"","","","","",2.21995621705983
NC_064034.1,19320376,19320626,peak8555,muscle_tentacle_retractor,40.4008902430721,Nvec_vc1.1_XM_048731922.1,3.54939120771327,1,"","","","","",2.21995621705983
NC_064034.1,19320376,19320626,peak8555,muscle_tentacle_retractor,40.4008902430721,Nvec_vc1.1_XM_048730275.1,1.91311954573356,3,"","","","","",1.7571564953303
NC_064034.1,19320376,19320626,peak8555,muscle_tentacle_retractor,40.4008902430721,Nvec_vc1.1_XM_048730275.1,1.91311954573356,3,"","","","","",1.7571564953303
NC_064034.1,19320551,19320800,peak8556,muscle_tentacle_retractor,27.4586794444066,Nvec_vc1.1_XM_048731922.1,3.54939120771327,1,"","","","","",2.21995621705983
NC_064034.1,19320551,19320800,peak8556,muscle_tentacle_retractor,27.4586794444066,Nvec_vc1.1_XM_048731922.1,3.54939120771327,1,"","","","","",2.21995621705983
NC_064034.1,19320551,19320800,peak8556,muscle_tentacle_retractor,27.4586794444066,Nvec_vc1.1_XM_048730275.1,1.91311954573356,3,"","","","","",1.7571564953303
NC_064034.1,19320551,19320800,peak8556,muscle_tentacle_retractor,27.4586794444066,Nvec_vc1.1_XM_048730275.1,1.91311954573356,3,"","","","","",1.7571564953303
NC_064044.1,8435799,8436049,peak85566,muscle_tentacle_retractor,15.5703598420372,Nvec_vc1.1_XM_032363168.2,1.2607681780973,3,"","","",zf-met/zf-met/zf-met/zf-met,"",1.2607681780973
NC_064044.1,8435799,8436049,peak85566,muscle_tentacle_retractor,15.5703598420372,Nvec_vc1.1_XM_032363168.2,1.2607681780973,3,"","","",zf-met/zf-met/zf-met/zf-met,"",1.2607681780973
NC_064034.1,19320895,19321145,peak8557,muscle_tentacle_retractor,18.8913154490366,Nvec_vc1.1_XM_048731922.1,3.54939120771327,1,"","","","","",2.21995621705983
NC_064034.1,19321193,19321443,peak8558,muscle_tentacle_retractor,18.9422278205216,Nvec_vc1.1_XM_048731922.1,3.54939120771327,1,"","","","","",2.21995621705983
NC_064034.1,19322636,19322886,peak8562,muscle_tentacle_retractor,20.4729948253558,Nvec_vc1.1_XM_048731922.1,3.54939120771327,1,"","","","","",2.21995621705983
NC_064034.1,19326778,19327028,peak8569,muscle_tentacle_retractor,33.3722509702458,Nvec_vc1.1_XM_048731922.1,3.54939120771327,1,"","","","","",2.21995621705983
NC_064034.1,19326778,19327028,peak8569,muscle_tentacle_retractor,33.3722509702458,Nvec_vc1.1_XM_048731921.1,3.73422751134748,1,"","","","","",2.22896561395884
NC_064034.1,19327407,19327657,peak8570,muscle_tentacle_retractor,62.8907877714986,Nvec_vc1.1_XM_048731921.1,3.73422751134748,1,"","","","","",2.22896561395884
NC_064034.1,19328111,19328361,peak8572,muscle_tentacle_retractor,12.8584036903384,Nvec_vc1.1_XM_048731921.1,3.73422751134748,1,"","","","","",2.22896561395884
NC_064034.1,19395880,19396130,peak8607,muscle_tentacle_retractor,37.2889204738885,Nvec_vc1.1_XM_032381712.2,1.66161066765442,6,"","","","","",1.66161066765442
NC_064034.1,19396343,19396593,peak8608,muscle_tentacle_retractor,14.4111374004221,Nvec_vc1.1_XM_032381712.2,1.66161066765442,6,"","","","","",1.66161066765442
NC_064034.1,19396343,19396593,peak8608,muscle_tentacle_retractor,14.4111374004221,Nvec_vc1.1_XM_032381712.2,1.66161066765442,6,"","","","","",1.66161066765442
NC_064034.1,19397268,19397518,peak8609,muscle_tentacle_retractor,29.044988765575,Nvec_vc1.1_XM_032381712.2,1.66161066765442,6,"","","","","",1.66161066765442
NC_064044.1,9877376,9877625,peak86208,muscle_tentacle_retractor,17.1754187376592,Nvec_vc1.1_XM_048734267.1,2.21545453909577,2,Sorbs1/Sorbs3/Sorbs2,"","",PDZ/SH3_9/SH3_1/SH3_9,"",1.97977951046015
NC_064044.1,9878018,9878268,peak86209,muscle_tentacle_retractor,6.05381459794376,Nvec_vc1.1_XM_048734267.1,2.21545453909577,2,Sorbs1/Sorbs3/Sorbs2,"","",PDZ/SH3_9/SH3_1/SH3_9,"",1.97977951046015
NC_064044.1,9881697,9881947,peak86212,muscle_tentacle_retractor,8.28009464151971,Nvec_vc1.1_XM_048734267.1,2.21545453909577,2,Sorbs1/Sorbs3/Sorbs2,"","",PDZ/SH3_9/SH3_1/SH3_9,"",1.97977951046015
NC_064044.1,9882505,9882755,peak86214,muscle_tentacle_retractor,10.6857084496493,Nvec_vc1.1_XM_048734267.1,2.21545453909577,2,Sorbs1/Sorbs3/Sorbs2,"","",PDZ/SH3_9/SH3_1/SH3_9,"",1.97977951046015
NC_064044.1,9882505,9882755,peak86214,muscle_tentacle_retractor,10.6857084496493,Nvec_vc1.1_XM_048734267.1,2.21545453909577,2,Sorbs1/Sorbs3/Sorbs2,"","",PDZ/SH3_9/SH3_1/SH3_9,"",1.97977951046015
NC_064044.1,9882720,9882969,peak86215,muscle_tentacle_retractor,4.01996663716212,Nvec_vc1.1_XM_048734267.1,2.21545453909577,2,Sorbs1/Sorbs3/Sorbs2,"","",PDZ/SH3_9/SH3_1/SH3_9,"",1.97977951046015
NC_064044.1,11008311,11008561,peak86635,muscle_tentacle_retractor,22.6654949955743,Nvec_vc1.1_XM_048733987.1,1.55776523006711,3,"","","",EGF/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/EGF,"",1.55776523006711
NC_064044.1,11400690,11400940,peak86769,muscle_tentacle_retractor,33.5015064342616,Nvec_v1g216943,5.138833336015,1,"","","","","",4.11138163120303
NC_064044.1,11448887,11449137,peak86795,muscle_tentacle_retractor,6.03177129434194,Nvec_vc1.1_XM_048734428.1,1.35271902166349,8,"","","",PLAT/Lipoxygenase,"",1.35271902166349
NC_064044.1,11448887,11449137,peak86795,muscle_tentacle_retractor,6.03177129434194,Nvec_vc1.1_XM_048734428.1,1.35271902166349,8,"","","",PLAT/Lipoxygenase,"",1.35271902166349
NC_064044.1,11449039,11449288,peak86796,muscle_tentacle_retractor,6.30418907877715,Nvec_vc1.1_XM_048734428.1,1.35271902166349,8,"","","",PLAT/Lipoxygenase,"",1.35271902166349
NC_064044.1,11449039,11449288,peak86796,muscle_tentacle_retractor,6.30418907877715,Nvec_vc1.1_XM_048734428.1,1.35271902166349,8,"","","",PLAT/Lipoxygenase,"",1.35271902166349
NC_064044.1,12162499,12162749,peak87177,muscle_tentacle_retractor,8.84939061755294,Nvec_vc1.1_XM_001634866.3,2.47613528474082,1,"","","",Zona_pellucida,"",1.46547213697543
NC_064044.1,12163692,12163942,peak87180,muscle_tentacle_retractor,29.0063151085994,Nvec_vc1.1_XM_001634866.3,2.47613528474082,1,"","","",Zona_pellucida,"",1.46547213697543
NC_064044.1,12163885,12164134,peak87181,muscle_tentacle_retractor,16.6872999931913,Nvec_vc1.1_XM_001634866.3,2.47613528474082,1,"","","",Zona_pellucida,"",1.46547213697543
NC_064044.1,12173597,12173847,peak87194,muscle_tentacle_retractor,14.549303806087,Nvec_vc1.1_XM_001634866.3,2.47613528474082,1,"","","",Zona_pellucida,"",1.46547213697543
NC_064044.1,12174079,12174329,peak87195,muscle_tentacle_retractor,27.9591986110166,Nvec_vc1.1_XM_001634826.3,2.56592512728608,2,"","","",Zona_pellucida,"",2.56592512728608
NC_064044.1,12174079,12174329,peak87195,muscle_tentacle_retractor,27.9591986110166,Nvec_vc1.1_XM_001634866.3,2.47613528474082,1,"","","",Zona_pellucida,"",1.46547213697543
NC_064044.1,12175544,12175794,peak87198,muscle_tentacle_retractor,18.7876523456118,Nvec_vc1.1_XM_001634826.3,2.56592512728608,2,"","","",Zona_pellucida,"",2.56592512728608
NC_064044.1,12175544,12175794,peak87198,muscle_tentacle_retractor,18.7876523456118,Nvec_vc1.1_XM_001634826.3,2.56592512728608,2,"","","",Zona_pellucida,"",2.56592512728608
NC_064044.1,12177038,12177288,peak87202,muscle_tentacle_retractor,24.2461871042419,Nvec_vc1.1_XM_001634826.3,2.56592512728608,2,"","","",Zona_pellucida,"",2.56592512728608
NC_064044.1,12177930,12178180,peak87203,muscle_tentacle_retractor,20.5764026009396,Nvec_vc1.1_XM_001634826.3,2.56592512728608,2,"","","",Zona_pellucida,"",2.56592512728608
NC_064044.1,12178551,12178801,peak87204,muscle_tentacle_retractor,6.65960543337646,Nvec_vc1.1_XM_001634826.3,2.56592512728608,2,"","","",Zona_pellucida,"",2.56592512728608
NC_064044.1,12178551,12178801,peak87204,muscle_tentacle_retractor,6.65960543337646,Nvec_vc1.1_XM_048734638.1,1.27336956308144,7,Atp6v1h,"","",V-ATPase_H_N/V-ATPase_H_C,"",1.27336956308144
NC_064034.1,19894760,19895010,peak8819,muscle_tentacle_retractor,9.8479522707156,Nvec_vc1.1_XM_032376404.2,2.16848494673086,2,Camk1/Camk1g/Camk1d/Pnck,"","",Pkinase,"",2.16848494673086
NC_064034.1,19895943,19896193,peak8822,muscle_tentacle_retractor,40.2957121944577,Nvec_vc1.1_XM_032376404.2,2.16848494673086,2,Camk1/Camk1g/Camk1d/Pnck,"","",Pkinase,"",2.16848494673086
NC_064034.1,19895943,19896193,peak8822,muscle_tentacle_retractor,40.2957121944577,Nvec_vc1.1_XM_032376404.2,2.16848494673086,2,Camk1/Camk1g/Camk1d/Pnck,"","",Pkinase,"",2.16848494673086
NC_064034.1,19897731,19897981,peak8827,muscle_tentacle_retractor,14.2256842786137,Nvec_vc1.1_XM_032376404.2,2.16848494673086,2,Camk1/Camk1g/Camk1d/Pnck,"","",Pkinase,"",2.16848494673086
NC_064034.1,19897731,19897981,peak8827,muscle_tentacle_retractor,14.2256842786137,Nvec_vc1.1_XM_032376404.2,2.16848494673086,2,Camk1/Camk1g/Camk1d/Pnck,"","",Pkinase,"",2.16848494673086
NC_064034.1,19900251,19900501,peak8833,muscle_tentacle_retractor,20.6986876148975,Nvec_vc1.1_XM_032376404.2,2.16848494673086,2,Camk1/Camk1g/Camk1d/Pnck,"","",Pkinase,"",2.16848494673086
NC_064034.1,19900251,19900501,peak8833,muscle_tentacle_retractor,20.6986876148975,Nvec_vc1.1_XM_032376404.2,2.16848494673086,2,Camk1/Camk1g/Camk1d/Pnck,"","",Pkinase,"",2.16848494673086
NC_064034.1,19904056,19904306,peak8838,muscle_tentacle_retractor,4.71590522230544,Nvec_vc1.1_XM_032376404.2,2.16848494673086,2,Camk1/Camk1g/Camk1d/Pnck,"","",Pkinase,"",2.16848494673086
NC_064034.1,19904523,19904773,peak8839,muscle_tentacle_retractor,5.37130625723429,Nvec_vc1.1_XM_032376404.2,2.16848494673086,2,Camk1/Camk1g/Camk1d/Pnck,"","",Pkinase,"",2.16848494673086
NC_064044.1,15953653,15953903,peak88635,muscle_tentacle_retractor,6.71514774971063,Nvec_vc1.1_XM_048734722.1,2.29793434524323,1,Snrnp48,"","",PWI,"",2.24518713074443
NC_064044.1,15955834,15956083,peak88640,muscle_tentacle_retractor,8.09345850071492,Nvec_vc1.1_XM_048734722.1,2.29793434524323,1,Snrnp48,"","",PWI,"",2.24518713074443
NC_064044.1,15955834,15956083,peak88640,muscle_tentacle_retractor,8.09345850071492,Nvec_vc1.1_XM_048734722.1,2.29793434524323,1,Snrnp48,"","",PWI,"",2.24518713074443
NC_064044.1,15955834,15956083,peak88640,muscle_tentacle_retractor,8.09345850071492,Nvec_vc1.1_XM_048734722.1,2.29793434524323,1,Snrnp48,"","",PWI,"",2.24518713074443
NC_064044.1,15957170,15957420,peak88642,muscle_tentacle_retractor,38.4525515762239,Nvec_vc1.1_XM_048734722.1,2.29793434524323,1,Snrnp48,"","",PWI,"",2.24518713074443
NC_064044.1,15957170,15957420,peak88642,muscle_tentacle_retractor,38.4525515762239,Nvec_vc1.1_XM_048734722.1,2.29793434524323,1,Snrnp48,"","",PWI,"",2.24518713074443
NC_064044.1,15963498,15963748,peak88652,muscle_tentacle_retractor,17.3456628310751,Nvec_vc1.1_XM_048734722.1,2.29793434524323,1,Snrnp48,"","",PWI,"",2.24518713074443
NC_064044.1,15963498,15963748,peak88652,muscle_tentacle_retractor,17.3456628310751,Nvec_vc1.1_XM_048734722.1,2.29793434524323,1,Snrnp48,"","",PWI,"",2.24518713074443
NC_064044.1,15964081,15964331,peak88653,muscle_tentacle_retractor,21.3361391026078,Nvec_vc1.1_XM_048734722.1,2.29793434524323,1,Snrnp48,"","",PWI,"",2.24518713074443
NC_064045.1,2120865,2121115,peak89092,muscle_tentacle_retractor,8.19961530605297,Nvec_vc1.1_XM_032378489.2,1.46253083278538,7,"","","","","",1.3493966507634
NC_064045.1,2123259,2123509,peak89093,muscle_tentacle_retractor,3.59391809082862,Nvec_vc1.1_XM_001629987.3,1.74346842329773,3,"",NvSoxE1,HMGbox_Sox.HG1.42:SOX8/SOX9/SOX10,Sox_N/HMG_box,tfs,1.74346842329773
NC_064045.1,2123259,2123509,peak89093,muscle_tentacle_retractor,3.59391809082862,Nvec_vc1.1_XM_032378489.2,1.46253083278538,7,"","","","","",1.3493966507634
NC_064045.1,2124695,2124945,peak89096,muscle_tentacle_retractor,30.5433206236808,Nvec_vc1.1_XM_001629987.3,1.74346842329773,3,"",NvSoxE1,HMGbox_Sox.HG1.42:SOX8/SOX9/SOX10,Sox_N/HMG_box,tfs,1.74346842329773
NC_064045.1,2124695,2124945,peak89096,muscle_tentacle_retractor,30.5433206236808,Nvec_vc1.1_XM_001629987.3,1.74346842329773,3,"",NvSoxE1,HMGbox_Sox.HG1.42:SOX8/SOX9/SOX10,Sox_N/HMG_box,tfs,1.74346842329773
NC_064045.1,2124695,2124945,peak89096,muscle_tentacle_retractor,30.5433206236808,Nvec_vc1.1_XM_032378489.2,1.46253083278538,7,"","","","","",1.3493966507634
NC_064045.1,2124695,2124945,peak89096,muscle_tentacle_retractor,30.5433206236808,Nvec_vc1.1_XM_032378489.2,1.46253083278538,7,"","","","","",1.3493966507634
NC_064045.1,2128570,2128820,peak89107,muscle_tentacle_retractor,3.48153979709948,Nvec_vc1.1_XM_001629987.3,1.74346842329773,3,"",NvSoxE1,HMGbox_Sox.HG1.42:SOX8/SOX9/SOX10,Sox_N/HMG_box,tfs,1.74346842329773
NC_064045.1,2128893,2129143,peak89108,muscle_tentacle_retractor,3.92623578675019,Nvec_vc1.1_XM_001629987.3,1.74346842329773,3,"",NvSoxE1,HMGbox_Sox.HG1.42:SOX8/SOX9/SOX10,Sox_N/HMG_box,tfs,1.74346842329773
NC_064045.1,2215159,2215409,peak89153,muscle_tentacle_retractor,8.62972356505753,Nvec_vc1.1_XM_032378480.2,1.33251509484714,3,Anks3,"","",Ank/Ank_2/SAM_1,"",1.33251509484714
NC_064045.1,2221770,2222020,peak89164,muscle_tentacle_retractor,18.9532494723225,Nvec_vc1.1_XM_001630019.3,3.63938527262226,2,"","","",Actin,"",3.63938527262226
NC_064045.1,2221770,2222020,peak89164,muscle_tentacle_retractor,18.9532494723225,Nvec_vc1.1_XM_001630019.3,3.63938527262226,2,"","","",Actin,"",3.63938527262226
NC_064045.1,2221770,2222020,peak89164,muscle_tentacle_retractor,18.9532494723225,Nvec_vc1.1_XM_048719477.1,3.31697147586859,2,"","","","","",3.31697147586859
NC_064045.1,2221770,2222020,peak89164,muscle_tentacle_retractor,18.9532494723225,Nvec_vc1.1_XM_048719477.1,3.31697147586859,2,"","","","","",3.31697147586859
NC_064045.1,2222720,2222970,peak89165,muscle_tentacle_retractor,41.5349203377136,Nvec_vc1.1_XM_048719477.1,3.31697147586859,2,"","","","","",3.31697147586859
NC_064045.1,2222720,2222970,peak89165,muscle_tentacle_retractor,41.5349203377136,Nvec_vc1.1_XM_001630019.3,3.63938527262226,2,"","","",Actin,"",3.63938527262226
NC_064045.1,3402342,3402592,peak89551,muscle_tentacle_retractor,5.99242527405188,Nvec_vc1.1_XM_032377525.2,3.02442408136657,4,"","","","","",3.02442408136657
NC_064045.1,3406159,3406409,peak89557,muscle_tentacle_retractor,9.41174167631238,Nvec_vc1.1_XM_032377525.2,3.02442408136657,4,"","","","","",3.02442408136657
NC_064045.1,3418016,3418266,peak89577,muscle_tentacle_retractor,13.5445717301015,Nvec_vc1.1_XM_001636908.3,6.87922202499432,1,Myh1//Myh4/Myh7/Myh8/Myh7b/Myh13/Myh2/Myh6/Myh15,MyHC-st,"",Myosin_N/Myosin_head/Myosin_tail_1,"",6.15288372831964
