gene	cell_type	rank	mcfp	umi	total_umi	max_chromvar	gene_name	common_name	og	pfam
Nvec_vc1.1_XM_032363920.2	ectoderm.embryonic	5768	1.37929677217823	264	864	27.2565646015348	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain
Nvec_vc1.1_XM_032363985.2	ectoderm.embryonic	4609	1.50565780138718	368	797	19.7356410849495	""	""	bZIP.HG2.6:like:DBP/HLF/TEF	bZIP_2
Nvec_vc1.1_XM_032363992.2	cnidocyte	5	13.0479926040342	4750	6513	47.6805647353318	Pou4f3/Pou4f1/Pou4f2	Pou4	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	Pou/Homeodomain
Nvec_vc1.1_XM_032364001.2	ectoderm.epidermis	426	2.40761888000416	94	4938	21.3280800789889	Smad9/Smad1/Smad5	""	SMAD_MH1.HG1.6:SMAD1/SMAD5/SMAD9	MH1/MH2
Nvec_vc1.1_XM_032364121.2	mesendoderm.embryonic	1445	1.26640482717257	144	148	32.9040787297506	""	""	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain
Nvec_vc1.1_XM_032364139.2	ectoderm.embryonic	10736	1.06050286260685	37	97	13.5802416256365	Sohlh2	""	HLH.HG1.8:CCDC169-SOHLH2/SOHLH2	HLH
Nvec_vc1.1_XM_032364195.2	ectoderm.embryonic.aboral	9790	1.0178818306811	19	30	15.4416240031385	Rreb1	""	zf-C2H2.HG3.22:like:HINFP/HIVEP2/HIVEP3/RREB1/YY1/YY2/ZFP42/ZFPM1/ZNF148/ZNF281/ZNF407/ZNF469/ZNF516/ZNF740/ZNF831	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032364225.2	mesendoderm.embryonic	1377	1.27585291067747	153	325	12.6257736458268	""	""	HMGbox_Sox.HG1.64:like:HMG20B	HMG_box
Nvec_vc1.1_XM_032364329.2	ectoderm.epidermis	96	5.72791696601593	288	3061	17.175597776483	Hsf1/Hsf2/Hsf4/Hsf3	""	HSF.HG1.5:HSF1/HSF2/HSF4	HSF_DNA-bind/Vert_HS_TF
Nvec_vc1.1_XM_032364331.2	cnidocyte	121	2.41394211968114	582	694	29.0591136528511	""	""	TEA.HG1.0:TEAD1/TEAD2/TEAD3/TEAD4	TEA
Nvec_vc1.1_XM_032364348.2	neuronal	397	1.8173734316082	44	121	19.858956306154	""	""	HLH.HG1.34:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5/ATOH1/ATOH7/ATOH8/BHLHA9/BHLHA15/BHLHE22/BHLHE23/FERD3L/FIGLA/HAND1/HAND2/ID1/ID2/ID3/ID4/LYL1/MESP1/MESP2/MSC/MSGN1/MYF5/MYF6/MYOD1/MYOG/NEUROD1/NEUROD2/NEUROD4/NEUROD6/NEUROG1/NEUROG2/NEUROG3/NHLH1/NHLH2/OLIG1/OLIG2/OLIG3/PTF1A/SCX/TAL1/TAL2/TCF3/TCF4/TCF12/TCF15/TCF21/TCF23/TCF24/TWIST1/TWIST2	HLH
Nvec_vc1.1_XM_032364359.2	ectoderm.embryonic	7851	1.20383742768286	287	994	12.4857563230559	Tox3/Tox/Tox2/Tox4	""	HMGbox_Sox.HG1.40:TOX/TOX2/TOX3/TOX4	HMG_box
Nvec_vc1.1_XM_032364561.2	mesendoderm.embryonic	199	1.90393003582914	506	526	24.0671245184579	Hnf1a/Hnf1b	""	Homeodomains.HG2.0:HNF1A/HNF1B	HNF-1_N/Homeodomain
Nvec_vc1.1_XM_032364605.2	neuronal	4266	1.02155109178882	1	15	34.1251412162076	""	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain
Nvec_vc1.1_XM_032364704.2	ectoderm.embryonic	10021	1.0867468497524	59	121	17.5425323342059	""	""	zf-C2H2.HG4.1:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	zf-C2H2
Nvec_vc1.1_XM_032364773.2	gland.mucous	5	16.6059480973783	2438	3998	26.7226500283278	""	NOTO	Homeodomains.HG1.59:like:NOTO	Homeodomain
Nvec_vc1.1_XM_032364784.2	ectoderm.epidermis	735	1.86702563501729	66	539	13.4542126043009	Hhex	Hhex	Homeodomains.HG1.28:HHEX	Homeodomain
Nvec_vc1.1_XM_032364887.2	cnidocyte	1397	1.15761504774677	51	125	36.7384822175416	Foxl2	FoxL2	Forkhead.HG1.20:FOXL2	Forkhead
Nvec_vc1.1_XM_032364903.2	ectoderm.embryonic	6697	1.2963911950643	339	1289	12.9606440916953	""	""	zf-C2H2.HG1.57:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2
Nvec_vc1.1_XM_032365096.2	ectoderm.embryonic	8404	1.16822187708173	144	508	12.1512752735635	Rfx6	Rfx4/6/8	RFX.HG1.7:RFX6	RFX_DNA_binding
Nvec_vc1.1_XM_032365192.2	gland.mucous	1514	1.14439164130059	19	140	51.9142765263593	Ahr/Ahrr	""	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	HLH/PAS
Nvec_vc1.1_XM_032365212.2	ectoderm.epidermis	4930	1.05585712883933	2	20	21.047626700236	""	""	Homeodomains.HG2.3:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/DUX4/DUXA/DUXB/ESX1/GSC/GSC2/HESX1/HOMEZ/ISL1/ISL2/ISX/LEUTX/LHX1/LHX2/LHX3/LHX4/LHX5/LHX6/LHX8/LHX9/LMX1A/LMX1B/MIXL1/NOBOX/OTP/OTX1/OTX2/PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF1/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/TPRX1/UNCX/VSX1/VSX2/ZFHX2/ZFHX3/ZFHX4	Homeodomain
Nvec_vc1.1_XM_032365977.2	ectoderm.epidermis	643	1.98006806244872	59	864	16.028616203043	""	""	zf-C2H2.HG1.33:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2
Nvec_vc1.1_XM_032366098.2	NPC	10	3.41426381734842	1151	5003	40.8400633875439	""	Ptx1	HLH.HG1.29:MYC/MYCL/MYCN	HLH
Nvec_vc1.1_XM_032366210.2	ectoderm.embryonic	3334	1.70347598031948	473	636	25.232013518706	Msx2/Msx1/Msx3	""	Homeodomains.HG1.48:MSX1/MSX2	Homeodomain
Nvec_vc1.1_XM_032366211.2	neuronal	117	2.91935603892192	335	4609	23.9982149158973	Hmx1/Hmx3	""	Homeodomains.HG1.34:HMX1/HMX2/HMX3	Homeodomain
Nvec_vc1.1_XM_032366225.2	mesendoderm.embryonic	262	1.7349013592362	394	416	15.6667187459294	Klf15	""	zf-C2H2.HG2.5:KLF15	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032366602.2	ectoderm.embryonic	5482	1.40738421433798	371	1116	18.9851341560738	Elf3/Ehf/Elf5	""	Ets.HG1.11:EHF/ELF3/ELF5	SAM_PNT/Ets
Nvec_vc1.1_XM_032366609.2	gland.mucous	152	2.29584331619535	169	225	23.1168804587265	Noto	""	Homeodomains.HG1.49:like:NOTO	Homeodomain
Nvec_vc1.1_XM_032366627.2	ectoderm.epidermis	475	2.26298471847411	263	6077	7.79797313918981	Egr3/Egr1	""	zf-C2H2.HG1.44:EGR1/EGR2/EGR3/EGR4	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032366646.2	ectoderm.epidermis	2883	1.16880221379487	16	800	21.3080064807014	Arid5b/Arid5a	""	ARID_BRIGHT.HG1.5:ARID5A/ARID5B	ARID
Nvec_vc1.1_XM_032366733.2	neuronal	20	9.5267723489565	2911	41909	22.9491851505914	""	Anthox1/Ax1	Homeodomains.HG1.68:AC004080.3/AC012531.3/CDX1/CDX2/CDX4/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13	Homeodomain
Nvec_vc1.1_XM_032366739.2	ectoderm.embryonic	7563	1.22597468582022	190	583	58.1301384878605	""	""	HMGbox_Sox.HG1.65:HMG20B	HMG_box
Nvec_vc1.1_XM_032366790.2	ectoderm.epidermis	6690	1.02335999547817	1	20	25.8077213024724	Thap2	""	THAP_finger.HG1.0:AC073612.1/THAP1/THAP2/THAP3/THAP4/THAP5/THAP6/THAP7/THAP8/THAP9/THAP10	THAP
Nvec_vc1.1_XM_032366797.2	ectoderm.embryonic	2169	1.97981902550632	771	1996	9.47990539033722	Terf2/Terf1	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding
Nvec_vc1.1_XM_032366836.2	ectoderm.embryonic	14172	1.00863941377765	5	12	24.5201164462462	""	""	Homeodomains.HG1.54:like:NOTO	Homeodomain
Nvec_vc1.1_XM_032366964.2	neuronal	701	1.53305118841157	31	96	32.5743778044738	""	""	zf-C2H2.HG1.35:FEZF1/FEZF2/GFI1/GFI1B	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6
Nvec_vc1.1_XM_032367023.2	neuronal	2120	1.14171041358073	13	19	32.9132489767908	""	""	Homeodomains.HG1.47:like:MSX1/MSX2	Homeodomain
Nvec_vc1.1_XM_032367127.2	ectoderm.embryonic	5657	1.38961932702078	834	3442	15.2020614906018	""	""	bZIP.HG2.10:DBP/HLF/TEF	bZIP_2
Nvec_vc1.1_XM_032367197.2	ectoderm.embryonic	7132	1.26317207235342	325	978	11.1231686279473	Zfp277	""	zf-C2H2.HG18.0:ZNF277	zf-C2H2_2/zf-C2H2_2
Nvec_vc1.1_XM_032367288.2	neuronal	83	3.61655296662675	309	1164	34.313518491965	Gata3/Gata1/Gata2	GATA	GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1	GATA/GATA
Nvec_vc1.1_XM_032367573.2	ectoderm.embryonic.aboral	250	2.19189779043373	2814	4788		Samd11/Samd7	""	SAND.HG1.1:like:GMEB1/GMEB2	SAND/SAM_1
Nvec_vc1.1_XM_032367750.2	ectoderm.embryonic	825	2.66305399782754	3424	7975	16.5077042300072	0610010K14Rik	""	Myb.HG1.10:RCOR1/RCOR2/RCOR3	Myb_DNA-binding
Nvec_vc1.1_XM_032367802.2	ectoderm.epidermis	128	4.67561525840778	410	11581	16.4132368017945	Klf1/Klf4/Klf2	""	zf-C2H2.HG2.9:like:KLF3/KLF5/KLF6/KLF7/KLF8/KLF12	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032368799.2	mesendoderm.embryonic	6393	1.03981253069862	21	52	14.4664923120126	Zfp592	""	zf-C2H2.HG1.130:ZBTB45	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032369367.2	cnidocyte	1913	1.09786537951054	36	65	45.9909736003348	Ascl3/Ascl5/Ascl4	""	HLH.HG1.69:ASCL3/ASCL4/ASCL5	HLH
Nvec_vc1.1_XM_032369373.2	ectoderm.embryonic	135	4.47755840289735	4612	10518		Dmrtc2	""	Doublesex_DM.HG1.9:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA
Nvec_vc1.1_XM_032369437.2	ectoderm.embryonic	2556	1.86712217415099	2617	7947	5.11896416911339	Klf7	""	zf-C2H2.HG2.20:KLF6/KLF7	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032369810.2	ectoderm.embryonic	8854	1.14297024226317	207	812	12.8447432003137	""	""	ARID_BRIGHT.HG1.7:like:ARID1A/ARID1B/ARID3A/ARID3B/ARID3C	ARID/BAF250_C
Nvec_vc1.1_XM_032370011.2	ectoderm.embryonic	12529	1.02140100410843	15	48	33.564794058254	""	""	Homeodomains.HG1.37:NKX6-1/NKX6-2/NKX6-3	Homeodomain
Nvec_vc1.1_XM_032370013.2	ectoderm.embryonic	8188	1.18265193427272	118	186	13.0613300454848	""	""	Homeodomains.HG1.37:NKX6-1/NKX6-2/NKX6-3	Homeodomain
Nvec_vc1.1_XM_032370269.2	ectoderm.embryonic	2954	1.77456921899837	861	2338	27.5930044543676	""	""	bZIP.HG3.3:like:MAF/MAFA/MAFB/NRL	bZIP_Maf
Nvec_vc1.1_XM_032370541.2	ectoderm.embryonic	4759	1.4873964962562	568	2048	19.1426255402648	Smad4	""	SMAD_MH1.HG1.1:SMAD4	MH1/MH2
Nvec_vc1.1_XM_032370623.2	ectoderm.embryonic	2073	2.01696620882054	1150	3434	0	E2f8/E2f7	""	E2F_TDP.HG1.0:E2F7/E2F8	E2F_TDP/E2F_TDP
Nvec_vc1.1_XM_032370984.2	neuronal	8	15.1739872490984	863	1942	53.1215969832102	""	AshA	HLH.HG1.58:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5	HLH
Nvec_vc1.1_XM_032371032.2	gland.mucous	450	1.59765353061282	79	248	19.9310325347094	Rhox7a/Rhox7b	""	Homeodomains.HG2.70:ARX	Homeodomain/OAR
Nvec_vc1.1_XM_032371091.2	ectoderm.embryonic	8623	1.15676443544514	396	1511	13.4414551264268	Zfp239//Gm21060/Zfp942/Zfp994	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032371093.2	ectoderm.embryonic	9082	1.13055477627822	188	650	8.68388580180225	Zfp7/Zfp944/Zfp942/Zfp994/Zfp820	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032371094.2	ectoderm.pharyngeal	536	1.14199590787464	2	153	14.0830365849371	Zfp239//Zfp942/Zfp994/Zfp758/Zfp946/Zfp947/Gm21060	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032371461.2	ectoderm.embryonic	4858	1.47733525644705	372	1097		Nr6a1	""	zf-C4_Nuclear_receptors.HG1.4:AR/NR3C1/NR3C2/NR5A1/NR5A2/NR6A1/PGR	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032371469.2	cnidocyte	901	1.25402871234243	235	2228	13.2958059585383	Satb2/Satb1	""	Homeodomains.HG3.4:SATB1/SATB2/ZHX1/ZHX2/ZHX3	CSTF1_dimer/CUT
Nvec_vc1.1_XM_032371744.2	ectoderm.embryonic	5920	1.36525532812207	297	627	18.172721021266	""	""	Doublesex_DM.HG1.12:DMRTA1/DMRTA2/DMRTB1	DM/DMA
Nvec_vc1.1_XM_032371845.2	neuronal	2004	1.15634621872774	19	728	11.3200525966723	""	""	zf-C2H2.HG1.212:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032371859.2	mesendoderm.embryonic	8160	1.0175779123967	9	14	13.9178414314346	""	""	Homeodomains.HG1.56:like:EN1/EN2	Homeodomain
Nvec_vc1.1_XM_032371996.2	ectoderm.embryonic	2408	1.90800249506137	1566	3752	17.1497579754442	/Lef1/Tcf7l1/Tcf7	""	HMGbox_Sox.HG1.53:LEF1/TCF7/TCF7L1/TCF7L2	HMG_box
Nvec_vc1.1_XM_032372025.2	ectoderm.embryonic	4209	1.56026357045876	447	997	22.1893765683226	""	""	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	HLH/PAS/PAS_11
Nvec_vc1.1_XM_032372078.2	cnidocyte	178	2.12668571509775	303	490		""	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032372114.2	ectoderm.epidermis	253	3.10611482638189	1113	44527	14.824360062083	Atf4/Atf5	""	bZIP.HG1.8:ATF4/ATF5	bZIP_1
Nvec_vc1.1_XM_032372258.2	ectoderm.embryonic	6873	1.28122424161893	254	769	0	""	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2_11/zf-C2H2
Nvec_vc1.1_XM_032372264.2	NPC	17	3.12173299135105	4867	25817	35.9833318536657	/Sox4/Sox11	NvSoxC	HMGbox_Sox.HG1.11:SOX4/SOX11/SOX12	HMG_box
Nvec_vc1.1_XM_032372559.2	ectoderm.epidermis	1712	1.34646960685279	15	481		Camta1/Camta2	""	CG-1.HG1.1:CAMTA1/CAMTA2	CG-1/TIG
Nvec_vc1.1_XM_032372575.2	ectoderm.embryonic	5899	1.36766660127661	310	917	8.87999086789332	""	""	Myb.HG2.2:NA	MADF_DNA_bdg
Nvec_vc1.1_XM_032372717.2	neuronal	33	5.83693167794852	292	406		Gcm1/Gcm2	""	GCM.HG1.0:GCM1/GCM2	GCM
