cell_type	gene	pfam	og	gene_name	common_name	n_hits
muscle_tentacle_retractor	Nvec_vc1.1_XM_032383948.2	Homeodomain	Homeodomains.HG1.57:GBX1/GBX2	Gbx1/Gbx2	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_001633393.3	pKID/bZIP_1	bZIP.HG1.18:ATF1/CREB1/CREM	Crem/Creb1/Atf1	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032387218.2	zf-C2H2_6/zf-C2H2_6/zf-met/zf-C2H2/zf-C2H2	zf-C2H2.HG57.1:like:ZBTB48	E4f1	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_001631673.3	LIM/LIM/Homeodomain	Homeodomains.HG2.20:LHX1/LHX3/LHX4/LHX5/LMX1A/LMX1B	Lhx5/Lhx1	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032374864.2	Homeodomain	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	""	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_001633901.3	T-box	T-box.HG1.11:TBX2/TBX3	Tbx3/Tbx2	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032366085.2	Homeodomain	Homeodomains.HG1.44:EMX1/EMX2	Emx1/Emx2	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032384447.2	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	""	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032387080.2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-met/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG1.192:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	Zfp251/Zfp7/Gm49527/Zfp612/Zfp128/Zfp78/Zim1	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_048727600.1	MADF_DNA_bdg	Myb.HG2.3:NA	""	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_001627907.3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG1.8:ZNF18/ZNF513/ZNF784/ZSCAN4/ZSCAN5A/ZSCAN5B	""	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032382208.2	zf-C2H2/zf-C2H2_4/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2	zf-C2H2.HG94.0:NA	""	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_048722594.1	ARID/RFX_DNA_binding	ARID_BRIGHT.HG1.3:ARID2	Arid2	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032383663.2	Homeodomain	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	""	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032366646.2	ARID	ARID_BRIGHT.HG1.5:ARID5A/ARID5B	Arid5b/Arid5a	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032364561.2	HNF-1_N/Homeodomain	Homeodomains.HG2.0:HNF1A/HNF1B	Hnf1a/Hnf1b	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032366979.2	Homeodomain	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Hlx	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_048723770.1	HMG_box	HMGbox_Sox.HG1.49:SMARCE1	Smarce1	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032365192.2	HLH/PAS	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	Ahr/Ahrr	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032386356.2	HLH	HLH.HG1.25:SREBF1/SREBF2	Srebf2/Srebf1	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_048722339.1	HLH/PAS	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	Ahr/Ahrr	""	2
muscle_tentacle_retractor	Nvec_vc1.1_XM_032377792.2	SRF-TF/HJURP_C	MADS-box_SRF.HG1.2:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D	Mef2c/Mef2b/Mef2a/Mef2d	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001639101.3	PAX/Homeodomain	Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9	Pax5/Pax8/Pax2	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001625588.3	Runt	Runt_Runx.HG1.0:RUNX1/RUNX2/RUNX3	Runx3/Runx2/Runx1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001625118.3	HSF_DNA-bind	HSF.HG1.0:like:HSF1/HSF2/HSF4/HSF5/HSFX1/HSFX2/HSFX3/HSFX4/HSFY1/HSFY2	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032385647.2	RFX_DNA_binding	RFX.HG1.2:RFX1/RFX2/RFX3	Rfx1/Rfx3/Rfx2	RFX1/2/3	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001638266.3	bZIP_2	bZIP.HG1.0:CREBL2	Crebl2	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032380334.2	RFX_DNA_binding	RFX.HG1.6:like:RFX6	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001638761.3	zf-C2H2/zf-C2H2_6/ELM2	zf-C2H2.HG16.2:like:TRERF1/ZNF541	Zfp541/Mideas	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032384134.2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG3.3:ZNF641	Zfp637/Zfp944/Zfp942	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032384420.2	zf-C2H2/zf-C2H2/zf-C2H2_4	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	Sp7/Sp8/Sp9	Sp6-9	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001637374.3	Ets	Ets.HG1.2:ELK1/ELK3/ELK4	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032366964.2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6	zf-C2H2.HG1.35:FEZF1/FEZF2/GFI1/GFI1B	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032382255.2	zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6	zf-C2H2.HG1.11:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032382579.2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048721581.1	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG1.29:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	Zfp236/Zfp574/Zfp526	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048728976.1	zf_ZIC/zf-C2H2/zf-C2H2	zf-C2H2.HG4.5:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	""	Zic-C	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001636862.3	Homeodomain	Homeodomains.HG2.33:like:PAX1/PAX9	Rhox3f/Rhox3h/Rhox3g/Rhox3a2/Rhox4a/Rhox3a/Rhox4a2/Rhox3c/Rhox3e/Rhox4c	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032377390.2	Homeodomain	Homeodomains.HG1.42:VAX1/VAX2	Vax2/Vax1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032374029.2	Jun/bZIP_1	bZIP.HG1.6:JUN/JUNB/JUND	Jund/Junb/Jun	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032373617.2	Homeodomain	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Nkx2-2/Nkx2-9	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032382395.2	Homeobox_KN	Homeodomains.HG3.34:TGIF1	Tgif1/Tgif2	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032382402.2	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG1.24:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032364348.2	HLH	HLH.HG1.34:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5/ATOH1/ATOH7/ATOH8/BHLHA9/BHLHA15/BHLHE22/BHLHE23/FERD3L/FIGLA/HAND1/HAND2/ID1/ID2/ID3/ID4/LYL1/MESP1/MESP2/MSC/MSGN1/MYF5/MYF6/MYOD1/MYOG/NEUROD1/NEUROD2/NEUROD4/NEUROD6/NEUROG1/NEUROG2/NEUROG3/NHLH1/NHLH2/OLIG1/OLIG2/OLIG3/PTF1A/SCX/TAL1/TAL2/TCF3/TCF4/TCF12/TCF15/TCF21/TCF23/TCF24/TWIST1/TWIST2	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001629694.3	bZIP_1	bZIP.HG1.16:XBP1	Xbp1	XBP1	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032378402.2	E2F_TDP/DP	E2F_TDP.HG1.1:TFDP1/TFDP2/TFDP3	Tfdp2/Tfdp1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032378442.2	Myb_DNA-bind_4	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Msantd2	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032373099.2	Pou/Homeodomain	Homeodomains.HG4.10:POU3F1/POU3F2/POU3F3/POU3F4	Pou3f2/Pou3f1/Pou3f4/Pou3f3	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001634938.2	HLH	HLH.HG1.93:like:SCX/TCF15	""	Nem64	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001626384.3	SIX1_SD/Homeodomain	Homeodomains.HG3.31:SIX1/SIX2	Six1/	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001634198.3	Homeodomain	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001634199.3	Homeodomain	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032373496.2	Homeodomain	Homeodomains.HG1.64:MEOX1/MEOX2	Meox2/Meox1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032379723.2	Homeodomain/OAR	Homeodomains.HG2.66:ALX1/ALX3/ALX4	Alx3/Alx4/Alx1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032384965.2	Homeodomain	Homeodomains.HG1.39:BARHL1/BARHL2	""	BarH-Like3	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032363920.2	Homeodomain	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048722751.1	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	Zfp239//Gm6020/Zfp51/Zfp553	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032364195.2	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG3.22:like:HINFP/HIVEP2/HIVEP3/RREB1/YY1/YY2/ZFP42/ZFPM1/ZNF148/ZNF281/ZNF407/ZNF469/ZNF516/ZNF740/ZNF831	Rreb1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048729481.1	zf_ZIC/zf-C2H2/zf-C2H2	zf-C2H2.HG4.3:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032366210.2	Homeodomain	Homeodomains.HG1.48:MSX1/MSX2	Msx2/Msx1/Msx3	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032384492.2	HLH	HLH.HG1.93:like:SCX/TCF15	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001628278.3	HLH	HLH.HG1.75:like:ATOH8	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032385185.2	HLH	HLH.HG1.93:like:SCX/TCF15	""	Nem7	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048724372.1	HLH	HLH.HG1.79:MESP1/MESP2/MSGN1	Msgn1/Mesp2/Mesp1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001633995.3	Homeobox_KN	Homeodomains.HG3.22:IRX1/IRX2/IRX3/IRX4/IRX5/IRX6/MKX	Irx6	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001634550.3	HLH	HLH.HG1.53:HES5/HES7	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032379152.2	Forkhead	Forkhead.HG1.13:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032381908.2	HLH	HLH.HG1.66:like:HAND1/HAND2	""	Hand2	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001622271.3	IRF	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	""	IRF1-2c	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032361976.2	IRF	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032385577.2	Homeodomain/TRAM_LAG1_CLN8	Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	Cers6/Cers5	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032375602.2	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG25.1:INSM1/INSM2	Insm1/Insm2	Insm1	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032379677.2	zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG1.35:FEZF1/FEZF2/GFI1/GFI1B	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032386947.2	Forkhead	Forkhead.HG1.13:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	""	FoxQ2a	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032386243.2	CP2	Grainyhead_LSF.HG1.1:GRHL1/GRHL2/GRHL3	Grhl1/Grhl3/Grhl2	Grainyhead	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032385496.2	HLH	HLH.HG1.91:like:FERD3L/PTF1A	Ptf1a	PTF1a	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001627423.3	HMG_box	HMGbox_Sox.HG1.10:BBX	Cic	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032378152.2	HMG_box	HMGbox_Sox.HG1.1:SOX30	Sox30	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032380374.2	HMG_box	HMGbox_Sox.HG1.34:SRY	""	NvSoxA	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001631375.3	Homeodomain/OAR	Homeodomains.HG2.70:ARX	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001641552.3	Homeodomain	Homeodomains.HG1.47:like:MSX1/MSX2	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001641660.3	Homeodomain	Homeodomains.HG2.64:PITX1/PITX2/PITX3	Pitx3/Pitx2/Pitx1	""	1
