gene	gene_name	common_name	og	pfam	tf_family	archetype_name	archetype_family	source	rank	gene_score_correlation	gene_expression_correlation	class	assigned	any_assigned	CisBP_assignment
Nvec_vc1.1_XM_032364225.2	""	""	HMGbox_Sox.HG1.64:like:HMG20B	HMG_box	HMGbox_Sox	ARCH21_Mael_Tox3/Tox/Tox2/Tox4	HMGbox_Sox	CisBP_I	1497	-0.0798254082149744	0.221087783402645	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032364281.2	""	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding	Myb	ARCH1391_MYB113	Myb	Homer_known	107	0.401368550314636	0.399135843056363	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032364329.2	Hsf1/Hsf2/Hsf4/Hsf3	""	HSF.HG1.5:HSF1/HSF2/HSF4	HSF_DNA-bind/Vert_HS_TF	HSF	ARCH737_Hsf1/Hsf2/Hsf4/Hsf3	HSF	CisBP_I	1	0.490518957541128	0.145621040939866	B1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032364331.2	""	""	TEA.HG1.0:TEAD1/TEAD2/TEAD3/TEAD4	TEA	TEA	ARCH623_M06455_2.00__M07545...	TEA	CisBP_I	612	-0.0130562838010906	-0.223110953752363	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032364348.2	""	""	HLH.HG1.34:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5/ATOH1/ATOH7/ATOH8/BHLHA9/BHLHA15/BHLHE22/BHLHE23/FERD3L/FIGLA/HAND1/HAND2/ID1/ID2/ID3/ID4/LYL1/MESP1/MESP2/MSC/MSGN1/MYF5/MYF6/MYOD1/MYOG/NEUROD1/NEUROD2/NEUROD4/NEUROD6/NEUROG1/NEUROG2/NEUROG3/NHLH1/NHLH2/OLIG1/OLIG2/OLIG3/PTF1A/SCX/TAL1/TAL2/TCF3/TCF4/TCF12/TCF15/TCF21/TCF23/TCF24/TWIST1/TWIST2	HLH	HLH	ARCH477_Ptf1a	HLH	CisBP_I	2	0.547569749615262	0.491180993233252	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032364359.2	Tox3/Tox/Tox2/Tox4	""	HMGbox_Sox.HG1.40:TOX/TOX2/TOX3/TOX4	HMG_box	HMGbox_Sox	ARCH21_Mael_Tox3/Tox/Tox2/Tox4	HMGbox_Sox	CisBP_I	656	0.0284408791224195	-0.0739194966121089	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032364373.2	Irf7/Irf4/Irf8/Irf5/Irf9/Irf6/Irf3	""	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	IRF	IRF	ARCH591_ISRE__IRF3__IRF8	IRF	Homer_known	67	0.104077844616503	0.513909853964799	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032364561.2	Hnf1a/Hnf1b	""	Homeodomains.HG2.0:HNF1A/HNF1B	HNF-1_N/Homeodomain	Homeodomains	ARCH1503_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	103	0.181599038474693	0.408802175704775	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032364605.2	""	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	Homeodomains	ARCH1336_Alx3/Alx4/Alx1_Bar...	Homeodomains	CisBP_I	8	0.388906012924415	0.374864536943757	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032364704.2	""	""	zf-C2H2.HG4.1:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	zf-C2H2	zf-C2H2	ARCH386_PB0102.1_Zic2_1	zf-C2H2	Homer_denovo	8	0.592123317708967	0.296400185126197	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032364773.2	""	NOTO	Homeodomains.HG1.59:like:NOTO	Homeodomain	Homeodomains	ARCH281_	Homeodomains	CisBP_D	507	0.0449868612653304	0.0826106750807411	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032364784.2	Hhex	Hhex	Homeodomains.HG1.28:HHEX	Homeodomain	Homeodomains	ARCH768_Meis3/Meis2/Meis1_P...	Homeodomains	CisBP_I	24	0.512860369197252	0.259019765610285	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032364814.2	""	""	zf-C2H2.HG1.35:FEZF1/FEZF2/GFI1/GFI1B	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH530_Snai2	zf-C2H2	CisBP_N	8	0.568899592475063	0.13129117662449	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032364851.2	""	""	zf-C2H2.HG1.32:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH861_Scrt2/Scrt1	zf-C2H2	CisBP_I	4	0.415978467675717	-0.263660046286022	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032364887.2	Foxl2	FoxL2	Forkhead.HG1.20:FOXL2	Forkhead	Forkhead	ARCH1102_Foxa3/Foxa1/Foxa2_...	Forkhead	CisBP_I	9	0.548455634939162	0.447725483824787	A1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032364903.2	""	""	zf-C2H2.HG1.57:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2	zf-C2H2	ARCH1345_Gfi1b/Gfi1	zf-C2H2	CisBP_I	1169	-0.0658402293032609	0.458394455019384	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032365096.2	Rfx6	Rfx4/6/8	RFX.HG1.7:RFX6	RFX_DNA_binding	RFX	ARCH1359_Rfx1/Rfx3/Rfx2_Rfx6	RFX	CisBP_I	122	0.317318298440449	0.346178022838672	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032365104.2	""	""	Forkhead.HG1.34:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	Forkhead	Forkhead	ARCH1018_Foxc2/Foxc1_Foxd2/...	Forkhead	CisBP_I	447	7.97322868436141e-05	0.486691688936056	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032365192.2	Ahr/Ahrr	""	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	HLH/PAS	HLH	ARCH867_ZEB1__PL0011.1_hlh-...	HLH	Homer_known	85	0.101445026247493	0.560332045522216	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032365212.2	""	""	Homeodomains.HG2.3:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/DUX4/DUXA/DUXB/ESX1/GSC/GSC2/HESX1/HOMEZ/ISL1/ISL2/ISX/LEUTX/LHX1/LHX2/LHX3/LHX4/LHX5/LHX6/LHX8/LHX9/LMX1A/LMX1B/MIXL1/NOBOX/OTP/OTX1/OTX2/PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF1/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/TPRX1/UNCX/VSX1/VSX2/ZFHX2/ZFHX3/ZFHX4	Homeodomain	Homeodomains	ARCH322_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP_I	138	0.200768655568356	0.0819375691623881	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032365977.2	""	""	zf-C2H2.HG1.33:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2	zf-C2H2	ARCH909_Egr3/Egr1	zf-C2H2	CisBP_I	1	0.432612144749414	0.0482508934823091	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032366030.2	""	""	HLH.HG1.5:like:CCDC169-SOHLH2/SOHLH1/SOHLH2	HLH	HLH	ARCH144_BHLHE23	HLH	Homer_denovo	497	0.184843466642288	0.525787729315135	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032366085.2	Emx1/Emx2	""	Homeodomains.HG1.44:EMX1/EMX2	Homeodomain	Homeodomains	ARCH17_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	135	0.208018885535339	0.427914632265648	C1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032366210.2	Msx2/Msx1/Msx3	""	Homeodomains.HG1.48:MSX1/MSX2	Homeodomain	Homeodomains	ARCH1028_Alx3/Alx4/Alx1_Bar...	Homeodomains	CisBP_I	71	0.154303064681707	0.156172781737841	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032366211.2	Hmx1/Hmx3	""	Homeodomains.HG1.34:HMX1/HMX2/HMX3	Homeodomain	Homeodomains	ARCH1316_Hoxa1/Hoxb1/Hoxd1	Homeodomains	CisBP_I	9	0.431814796419366	0.570404050078689	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032366225.2	Klf15	""	zf-C2H2.HG2.5:KLF15	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH4_Klf1/Klf4/Klf2_Klf11_...	zf-C2H2	CisBP_I	573	0.188070086926917	0.220229544741591	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032366242.2	""	""	bZIP.HG2.12:like:DBP/HLF/TEF	bZIP_2	bZIP	ARCH620_Atf4/Atf5	bZIP	CisBP_N	854	0.0360252408105235	0.421145789218977	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032366602.2	Elf3/Ehf/Elf5	""	Ets.HG1.11:EHF/ELF3/ELF5	SAM_PNT/Ets	Ets	ARCH584_Elf3/Ehf/Elf5_Erg/F...	Ets	CisBP_I	223	0.318969103255868	0.195069169427218	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032366609.2	Noto	""	Homeodomains.HG1.49:like:NOTO	Homeodomain	Homeodomains	ARCH52_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	31	0.322531395176919	0.309179555146656	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032366627.2	Egr3/Egr1	""	zf-C2H2.HG1.44:EGR1/EGR2/EGR3/EGR4	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH530_Snai2	zf-C2H2	CisBP_N	35	0.464344479245915	-0.0553861227174456	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032366646.2	Arid5b/Arid5a	""	ARID_BRIGHT.HG1.5:ARID5A/ARID5B	ARID	ARID_BRIGHT	ARCH1088_Arid5b/Arid5a	ARID_BRIGHT	CisBP_I	59	0.314315444776826	0.310901849934774	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032366665.2	""	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	Homeodomains	ARCH1051_Irx6	Homeodomains	CisBP_I	21	0.477350472211621	0	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032366733.2	""	Anthox1/Ax1	Homeodomains.HG1.68:AC004080.3/AC012531.3/CDX1/CDX2/CDX4/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13	Homeodomain	Homeodomains	ARCH1028_Alx3/Alx4/Alx1_Bar...	Homeodomains	CisBP_I	2	0.47341068170293	0.371020879244742	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032366836.2	""	""	Homeodomains.HG1.54:like:NOTO	Homeodomain	Homeodomains	ARCH1552_Pbx4/Pbx2/Pbx1	Homeodomains	CisBP_I	1301	-0.143348590998651	0.442221508064253	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032366964.2	""	""	zf-C2H2.HG1.35:FEZF1/FEZF2/GFI1/GFI1B	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6	zf-C2H2	ARCH353_M06062_2.00__M06468...	zf-C2H2	CisBP_I	1	0.404783744624115	-0.0318375687619503	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032366979.2	Hlx	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	Homeodomains	ARCH1546_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	14	0.487645116734623	0.116682655747416	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032367023.2	""	""	Homeodomains.HG1.47:like:MSX1/MSX2	Homeodomain	Homeodomains	ARCH1437_	Homeodomains	CisBP_D	2	0.46601339483461	0.397472207852944	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032367075.2	Pdx1	""	Homeodomains.HG1.66:like:GSX1/GSX2	Homeodomain	Homeodomains	ARCH273_HOXD3	Homeodomains	Homer_denovo	57	0.581577097654952	0	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032367288.2	Gata3/Gata1/Gata2	GATA	GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1	GATA/GATA	GATA	ARCH1463_Gata3/Gata1/Gata2	GATA	CisBP_I	24	0.791144533162005	0.443735054048649	A1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032367750.2	0610010K14Rik	""	Myb.HG1.10:RCOR1/RCOR2/RCOR3	Myb_DNA-binding	Myb	ARCH1489_0610010K14Rik	Myb	CisBP_N	1691	-0.167707851890361	-0.157222832881779	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032367802.2	Klf1/Klf4/Klf2	""	zf-C2H2.HG2.9:like:KLF3/KLF5/KLF6/KLF7/KLF8/KLF12	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1345_Gfi1b/Gfi1	zf-C2H2	CisBP_I	2	0.484118115875766	0.179082213269183	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032369373.2	Dmrtc2	""	Doublesex_DM.HG1.9:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA	Doublesex_DM	ARCH1070_Dmrtc2_Irx6	Doublesex_DM	CisBP_I	589	0.106601894930666	0.0828476152254509	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032369437.2	Klf7	""	zf-C2H2.HG2.20:KLF6/KLF7	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH407_Klf1/Klf4/Klf2_Klf5...	zf-C2H2	CisBP_I	585	0.0537906202783435	0.0234808569334037	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032370011.2	""	""	Homeodomains.HG1.37:NKX6-1/NKX6-2/NKX6-3	Homeodomain	Homeodomains	ARCH121_Nfya_Pbx4/Pbx2/Pbx1	Homeodomains	CisBP_I	57	0.406866192803327	0.285181840701657	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032370013.2	""	""	Homeodomains.HG1.37:NKX6-1/NKX6-2/NKX6-3	Homeodomain	Homeodomains	ARCH1338_Barx2/Barx1_Dlx4/D...	Homeodomains	CisBP_I	120	0.234437743094046	0.0774476731088047	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032370541.2	Smad4	""	SMAD_MH1.HG1.1:SMAD4	MH1/MH2	SMAD_MH1	ARCH662_Smad4	SMAD_MH1	CisBP_I	45	0.185244729855642	0.157031699918398	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032370623.2	E2f8/E2f7	""	E2F_TDP.HG1.0:E2F7/E2F8	E2F_TDP/E2F_TDP	E2F_TDP	ARCH1220_/E2f4_E2f6_E2f8/E2f7	E2F_TDP	CisBP_I	10	0.290817523746357	0.0466351234289153	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032370984.2	""	AshA	HLH.HG1.58:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5	HLH	HLH	ARCH867_ZEB1__PL0011.1_hlh-...	HLH	Homer_known	4	0.785122082945093	0.477197726944802	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032371093.2	Zfp7/Zfp944/Zfp942/Zfp994/Zfp820	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH529_Rslcan18/Gm28557/Zf...	zf-C2H2	CisBP_N	136	0.028927273052996	-0.157821774334947	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032371094.2	Zfp239//Zfp942/Zfp994/Zfp758/Zfp946/Zfp947/Gm21060	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2	zf-C2H2	ARCH923_Zfp239//Zfp942/Zfp9...	zf-C2H2	CisBP_N	1080	-0.0593141755108509	-0.0653488756726691	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032371461.2	Nr6a1	""	zf-C4_Nuclear_receptors.HG1.4:AR/NR3C1/NR3C2/NR5A1/NR5A2/NR6A1/PGR	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH562_Hnf4g/Hnf4a_Nr2c1/N...	zf-C4_Nuclear_receptors	CisBP_I	23	0.0877443997913752	-0.243322414866379	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032371744.2	""	""	Doublesex_DM.HG1.12:DMRTA1/DMRTA2/DMRTB1	DM/DMA	Doublesex_DM	ARCH1073_Dmrt2_Dmrtc2_Six1/...	Doublesex_DM	CisBP_I	159	0.312019636607923	-0.0713820747839171	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032371859.2	""	""	Homeodomains.HG1.56:like:EN1/EN2	Homeodomain	Homeodomains	ARCH233_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP_I	40	0.116496779791703	-0.0151132159527253	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032371996.2	/Lef1/Tcf7l1/Tcf7	""	HMGbox_Sox.HG1.53:LEF1/TCF7/TCF7L1/TCF7L2	HMG_box	HMGbox_Sox	ARCH1158_/Lef1/Tcf7l1/Tcf7	HMGbox_Sox	CisBP_I	1	0.281694036747597	0.0391929610153496	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032372025.2	""	""	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	HLH/PAS/PAS_11	HLH	ARCH1068_bHLH122	HLH	Homer_known	581	0.0115009039754941	0.519837975244236	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032372072.2	""	""	HMGbox_Sox.HG1.52:like:LEF1/TCF7/TCF7L1/TCF7L2	HMG_box/zf-C2H2/zf-C2H2	HMGbox_Sox	ARCH1164_/Sox4/Sox11_Sox13/...	HMGbox_Sox	CisBP_I	15	0.683921479468289	0	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032372078.2	""	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1705_Nr2c1/Nr2c2_Nr2f1/...	zf-C4_Nuclear_receptors	CisBP_I	1357	-0.276880884588409	-0.265326336504503	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032372114.2	Atf4/Atf5	""	bZIP.HG1.8:ATF4/ATF5	bZIP_1	bZIP	ARCH1605_Atf4/Atf5	bZIP	CisBP_N	123	0.213315881743263	0.0200237717217023	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032372264.2	/Sox4/Sox11	NvSoxC	HMGbox_Sox.HG1.11:SOX4/SOX11/SOX12	HMG_box	HMGbox_Sox	ARCH1170_/Sox4/Sox11_Sox13/...	HMGbox_Sox	CisBP_I	37	0.353168872477033	0.386310257104352	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032372883.2	Rcor1/Rcor2/Rcor3	""	Myb.HG1.10:RCOR1/RCOR2/RCOR3	ELM2/Myb_DNA-binding	Myb	ARCH153_Msantd2_Rcor1/Rcor2...	Myb	CisBP_N	791	-0.0273177248438574	0.0191450144717826	D1	TRUE	TRUE	assigned
