gene	gene_module	membership_score	gene	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_032367123.2	blue	0.693	Nvec_vc1.1_XM_032367123.2					
Nvec_vc1.1_XM_048730557.1	blue	0.693	Nvec_vc1.1_XM_048730557.1	Nopchap1			DUF4598/Tctex-1	
Nvec_vc1.1_XM_001635641.3	blue	0.692	Nvec_vc1.1_XM_001635641.3	Ybey			UPF0054	
Nvec_vc1.1_XM_032364167.2	blue	0.69	Nvec_vc1.1_XM_032364167.2	Rps5			Ribosomal_S7	
Nvec_vc1.1_XM_001632420.3	blue	0.69	Nvec_vc1.1_XM_001632420.3	Psmb4			Proteasome	
Nvec_vc1.1_XM_032374944.2	blue	0.689	Nvec_vc1.1_XM_032374944.2				RRM_1	
Nvec_vc1.1_XM_032369602.2	blue	0.689	Nvec_vc1.1_XM_032369602.2	Gtf3c6			TFIIIC_sub6	
Nvec_vc1.1_XM_032362543.2	blue	0.688	Nvec_vc1.1_XM_032362543.2	Arpc4			ARPC4	
Nvec_vc1.1_XM_001622175.3	blue	0.687	Nvec_vc1.1_XM_001622175.3	Rpl19			Ribosomal_L19e	
Nvec_v1g238779	blue	0.687	Nvec_v1g238779					
Nvec_vc1.1_XM_001637772.3	blue	0.687	Nvec_vc1.1_XM_001637772.3	Mrpl54			Ribosomal_L37	
Nvec_vc1.1_XM_001641865.3	blue	0.687	Nvec_vc1.1_XM_001641865.3				HlyIII	
Nvec_vc1.1_XM_001625577.3	blue	0.687	Nvec_vc1.1_XM_001625577.3	Timm13			zf-Tim10_DDP	
Nvec_vc1.1_XM_001641997.3	blue	0.687	Nvec_vc1.1_XM_001641997.3	Rpl12			Ribosomal_L11_N/Ribosomal_L11	
Nvec_vc1.1_XM_001625124.3	blue	0.685	Nvec_vc1.1_XM_001625124.3				Ras	
Nvec_vc1.1_XM_001640395.3	blue	0.683	Nvec_vc1.1_XM_001640395.3	Rpl18			Ribosomal_L18	
Nvec_vc1.1_XM_032381153.2	blue	0.683	Nvec_vc1.1_XM_032381153.2	Rplp1rt/Rplp1			Ribosomal_60s	
Nvec_vc1.1_XM_032364606.2	blue	0.683	Nvec_vc1.1_XM_032364606.2	Crcp			RNA_pol_Rpb4	
Nvec_vc1.1_XM_032376231.2	blue	0.682	Nvec_vc1.1_XM_032376231.2	D8Ertd738e			DUF2462	
Nvec_vc1.1_XM_001633417.3	blue	0.682	Nvec_vc1.1_XM_001633417.3	3110009E18Rik			DUF2340	
Nvec_vc1.1_XM_032374949.2	blue	0.682	Nvec_vc1.1_XM_032374949.2				RRM_1	
Nvec_vc1.1_XM_001628243.3	blue	0.682	Nvec_vc1.1_XM_001628243.3				ESSS	
Nvec_vc1.1_XM_001636439.3	blue	0.681	Nvec_vc1.1_XM_001636439.3	Commd8			COMM_domain	
Nvec_vc1.1_XM_048732273.1	blue	0.68	Nvec_vc1.1_XM_048732273.1					
Nvec_vc1.1_XM_001628989.3	blue	0.68	Nvec_vc1.1_XM_001628989.3	Mrps24			MRP-S24	
Nvec_vc1.1_XM_001641809.2	blue	0.679	Nvec_vc1.1_XM_001641809.2	Rps3			KH_2/Ribosomal_S3_C	
Nvec_vc1.1_XM_001625731.3	blue	0.679	Nvec_vc1.1_XM_001625731.3	Fbxo36			F-box-like	
Nvec_vc1.1_XM_001640543.3	blue	0.679	Nvec_vc1.1_XM_001640543.3	S100g			EF-hand_7/EF-hand_7	
Nvec_vc1.1_XM_001623710.2	blue	0.677	Nvec_vc1.1_XM_001623710.2	Cox5a			COX5A	
Nvec_v1g89657	blue	0.674	Nvec_v1g89657	Zfp706			4F5/zf-met	
Nvec_NVE8579	blue	0.674	Nvec_NVE8579					
Nvec_vc1.1_XM_032375407.2	blue	0.673	Nvec_vc1.1_XM_032375407.2	Bmyc		HLH.HG1.29:MYC/MYCL/MYCN	Myc_N/HLH	tfs
Nvec_vc1.1_XM_001626345.3	blue	0.673	Nvec_vc1.1_XM_001626345.3	Rps17			Ribosomal_S17e	
Nvec_vc1.1_XM_032379596.2	blue	0.672	Nvec_vc1.1_XM_032379596.2	Mix23			Cid2	
Nvec_vc1.1_XM_001624904.3	blue	0.672	Nvec_vc1.1_XM_001624904.3	Psmb2			Proteasome	
Nvec_vc1.1_XM_001639537.3	blue	0.67	Nvec_vc1.1_XM_001639537.3	Eif3i			WD40/WD40/WD40	
Nvec_vc1.1_XM_048728987.1	blue	0.67	Nvec_vc1.1_XM_048728987.1					
Nvec_vc1.1_XM_001625649.3	blue	0.67	Nvec_vc1.1_XM_001625649.3	Ube2l3			UQ_con	
Nvec_vc1.1_XM_001639516.3	blue	0.669	Nvec_vc1.1_XM_001639516.3	Rplp2/Rplp2-ps1			Ribosomal_60s	
Nvec_vc1.1_XM_001626387.2	blue	0.668	Nvec_vc1.1_XM_001626387.2	Atp5f1b			ATP-synt_ab_N/ATP-synt_ab	
Nvec_vc1.1_XM_001623751.3	blue	0.668	Nvec_vc1.1_XM_001623751.3	Hint1			HIT	
Nvec_vc1.1_XM_001630721.3	blue	0.667	Nvec_vc1.1_XM_001630721.3	Mpc1			MPC	
Nvec_NVE4291	blue	0.667	Nvec_NVE4291					
Nvec_vc1.1_XM_032365997.2	blue	0.667	Nvec_vc1.1_XM_032365997.2				ELO	
Nvec_vc1.1_XM_001634134.3	blue	0.666	Nvec_vc1.1_XM_001634134.3	Txndc17			DUF953	
Nvec_vc1.1_XM_001628665.3	blue	0.666	Nvec_vc1.1_XM_001628665.3	Sf3b6			RRM_1	
Nvec_vc1.1_XM_001639689.3	blue	0.666	Nvec_vc1.1_XM_001639689.3				UQ_con	
Nvec_NVE9471	blue	0.664	Nvec_NVE9471					
Nvec_vc1.1_XM_048721809.1	blue	0.663	Nvec_vc1.1_XM_048721809.1	Cstb			Cystatin	
Nvec_vc1.1_XM_001635583.2	blue	0.663	Nvec_vc1.1_XM_001635583.2	Ptges3/Ptges3l			CS	
Nvec_vc1.1_XM_001636307.3	blue	0.662	Nvec_vc1.1_XM_001636307.3	Dctn3			Dynactin_p22	
Nvec_vc1.1_XM_001640576.3	blue	0.659	Nvec_vc1.1_XM_001640576.3	Pcbd1			Pterin_4a	
Nvec_vc1.1_XM_001628926.3	blue	0.658	Nvec_vc1.1_XM_001628926.3	Grcc10			P_C10	
Nvec_vc1.1_XM_032384626.2	blue	0.657	Nvec_vc1.1_XM_032384626.2	Ublcp1			ubiquitin/NIF	
Nvec_v1g83142	blue	0.657	Nvec_v1g83142	Sdhaf1			Complex1_LYR	
Nvec_vc1.1_XM_001633638.3	blue	0.655	Nvec_vc1.1_XM_001633638.3	Eny2			EnY2	
Nvec_vc1.1_XM_032372466.2	blue	0.654	Nvec_vc1.1_XM_032372466.2	Dhrs4/Dhrs2			adh_short_C2	
Nvec_vc1.1_XM_001640919.3	blue	0.653	Nvec_vc1.1_XM_001640919.3	Hspe1/Hspe1-rs1			Cpn10	
Nvec_vc1.1_XM_001625318.3	blue	0.653	Nvec_vc1.1_XM_001625318.3	Mrpl49			Img2	
Nvec_vc1.1_XM_032372941.2	blue	0.651	Nvec_vc1.1_XM_032372941.2				COX6A	
Nvec_vc1.1_XM_001631232.3	blue	0.651	Nvec_vc1.1_XM_001631232.3	Rpl14			Ribosomal_L14e	
Nvec_vc1.1_XM_001624703.3	blue	0.65	Nvec_vc1.1_XM_001624703.3	Mrps7			Ribosomal_S7	
Nvec_NVE20644	blue	0.648	Nvec_NVE20644				COX7a	
Nvec_vc1.1_XM_001634706.3	blue	0.648	Nvec_vc1.1_XM_001634706.3	Mrpl35			Ribosomal_L35p	
Nvec_vc1.1_XM_048720591.1	blue	0.648	Nvec_vc1.1_XM_048720591.1	Nedd8			ubiquitin	
Nvec_vc1.1_XM_001638481.3	blue	0.647	Nvec_vc1.1_XM_001638481.3	Ciao2b			FeS_assembly_P	
Nvec_vc1.1_XM_001637805.3	blue	0.647	Nvec_vc1.1_XM_001637805.3	Tmbim6			Bax1-I	
Nvec_vc1.1_XM_001629948.3	blue	0.645	Nvec_vc1.1_XM_001629948.3	Rraga/Rragb			Gtr1_RagA	
Nvec_vc1.1_XM_048730838.1	blue	0.643	Nvec_vc1.1_XM_048730838.1					
Nvec_v1g103779	blue	0.642	Nvec_v1g103779	Nop10			Nop10p	
Nvec_vc1.1_XM_001626390.3	blue	0.642	Nvec_vc1.1_XM_001626390.3	Gm45808/Dhdh			GFO_IDH_MocA	
Nvec_vc1.1_XM_032372613.2	blue	0.641	Nvec_vc1.1_XM_032372613.2					
Nvec_vc1.1_XM_032370877.2	blue	0.64	Nvec_vc1.1_XM_032370877.2	Mrps36			S36_mt	
Nvec_vc1.1_XM_032377200.2	blue	0.639	Nvec_vc1.1_XM_032377200.2				Cytokin_check_N	
Nvec_v1g236959	blue	0.639	Nvec_v1g236959	Uqcrq			UcrQ	
Nvec_vc1.1_XM_001632696.3	blue	0.639	Nvec_vc1.1_XM_001632696.3	Lamtor4				
Nvec_vc1.1_XM_001633639.3	blue	0.638	Nvec_vc1.1_XM_001633639.3	Rab5if			Rab5ip	
Nvec_vc1.1_XM_001640467.3	blue	0.637	Nvec_vc1.1_XM_001640467.3				Mitoc_mL59	
Nvec_vc1.1_XM_001629710.3	blue	0.637	Nvec_vc1.1_XM_001629710.3	Mif			MIF	
Nvec_vc1.1_XM_001635277.3	blue	0.636	Nvec_vc1.1_XM_001635277.3			HLH.HG1.62:like:HES5/HES7	HLH/Hairy_orange	tfs
Nvec_vc1.1_XM_001634481.3	blue	0.636	Nvec_vc1.1_XM_001634481.3	Rpl5			Ribosomal_L5e/Ribosomal_L18_c	
Nvec_vc1.1_XM_048729725.1	blue	0.635	Nvec_vc1.1_XM_048729725.1					
Nvec_vc1.1_XM_001637340.2	blue	0.634	Nvec_vc1.1_XM_001637340.2	Hpgds			GST_N/GST_C_3	
Nvec_vc1.1_XM_001632266.3	blue	0.634	Nvec_vc1.1_XM_001632266.3	Eif1ad			eIF-1a	
Nvec_vc1.1_XM_048732874.1	blue	0.634	Nvec_vc1.1_XM_048732874.1	Tmem218				
Nvec_vc1.1_XM_032377434.2	blue	0.633	Nvec_vc1.1_XM_032377434.2				Ribosomal_S8e	
Nvec_vc1.1_XM_001641351.3	blue	0.633	Nvec_vc1.1_XM_001641351.3	Gcsh			GCV_H	
Nvec_vc1.1_XM_001626178.3	blue	0.632	Nvec_vc1.1_XM_001626178.3	Ppp2r2b/Ppp2r2c/Ppp2r2a/Ppp2r2d				
Nvec_vc1.1_XM_032366984.2	blue	0.631	Nvec_vc1.1_XM_032366984.2					
Nvec_vc1.1_XM_032374179.2	blue	0.631	Nvec_vc1.1_XM_032374179.2					
Nvec_vc1.1_XM_032374444.2	blue	0.631	Nvec_vc1.1_XM_032374444.2	Micos13			QIL1	
Nvec_vc1.1_XM_001635558.3	blue	0.629	Nvec_vc1.1_XM_001635558.3	Lsm1			LSM	
Nvec_vc1.1_XM_032377004.2	blue	0.629	Nvec_vc1.1_XM_032377004.2				Ras	
Nvec_vc1.1_XM_032375060.2	blue	0.629	Nvec_vc1.1_XM_032375060.2				Thioredoxin_8	
Nvec_vc1.1_XM_032369983.2	blue	0.628	Nvec_vc1.1_XM_032369983.2					
Nvec_vc1.1_XM_048733985.1	blue	0.628	Nvec_vc1.1_XM_048733985.1				Cupin_5	
Nvec_NVE21970	blue	0.628	Nvec_NVE21970	Smim20			DUF4538	
Nvec_vc1.1_XM_001640735.3	blue	0.628	Nvec_vc1.1_XM_001640735.3	Mgst1			MAPEG	
Nvec_NVE8034	blue	0.627	Nvec_NVE8034					
Nvec_vc1.1_XM_001641053.3	blue	0.627	Nvec_vc1.1_XM_001641053.3	Rnasek/Gm21988				
Nvec_vc1.1_XM_048732067.1	blue	0.627	Nvec_vc1.1_XM_048732067.1	Vps26c			Vps26	
Nvec_vc1.1_XM_001626589.3	blue	0.627	Nvec_vc1.1_XM_001626589.3	Rabif			Mss4	
Nvec_vc1.1_XM_001627411.3	blue	0.627	Nvec_vc1.1_XM_001627411.3	Coa5			Pet191_N	
Nvec_vc1.1_XM_032367453.2	blue	0.624	Nvec_vc1.1_XM_032367453.2	Sco1/Sco2			SCO1-SenC	
Nvec_vc1.1_XM_001627334.3	blue	0.624	Nvec_vc1.1_XM_001627334.3	Suclg1			CoA_binding/Ligase_CoA	
Nvec_v1g171933	blue	0.623	Nvec_v1g171933	Polr2l			RNA_pol_N	
Nvec_vc1.1_XM_001629522.3	blue	0.622	Nvec_vc1.1_XM_001629522.3	Nip7			UPF0113_N/UPF0113	
Nvec_v1g160811	blue	0.622	Nvec_v1g160811	Tmsb15b1/Tmsb10/Tmsb4x//Tmsb10b/Tmsb15l/Tmsb15a			Thymosin	
Nvec_vc1.1_XM_001632890.3	blue	0.622	Nvec_vc1.1_XM_001632890.3	Polr2d			RNA_pol_Rpb4	
Nvec_vc1.1_XM_032363529.2	blue	0.622	Nvec_vc1.1_XM_032363529.2	Rwdd1			RWD/DFRP_C	
Nvec_vc1.1_XM_001629016.3	blue	0.621	Nvec_vc1.1_XM_001629016.3	Eif3k			CSN8_PSD8_EIF3K	
Nvec_vc1.1_XM_001624460.3	blue	0.62	Nvec_vc1.1_XM_001624460.3	Hacd4/Hacd3			CS/PTPLA	
Nvec_vc1.1_XM_032381752.2	blue	0.619	Nvec_vc1.1_XM_032381752.2	Ube2n			UQ_con	
Nvec_vc1.1_XM_001633789.3	blue	0.619	Nvec_vc1.1_XM_001633789.3	Tusc2			TUSC2	
Nvec_vc1.1_XM_001623212.2	blue	0.619	Nvec_vc1.1_XM_001623212.2	Ndufs4			ETC_C1_NDUFA4	
Nvec_vc1.1_XM_001624561.3	blue	0.617	Nvec_vc1.1_XM_001624561.3	Ndufa6			Complex1_LYR	
Nvec_vc1.1_XM_032385226.2	blue	0.617	Nvec_vc1.1_XM_032385226.2	Sap18b/Sap18			SAP18	
Nvec_vc1.1_XM_001624568.3	blue	0.616	Nvec_vc1.1_XM_001624568.3	Lsm6			LSM	
Nvec_vc1.1_XM_001636949.3	blue	0.614	Nvec_vc1.1_XM_001636949.3	Capzb			F_actin_cap_B	
Nvec_vc1.1_XM_001624370.3	blue	0.614	Nvec_vc1.1_XM_001624370.3	Atp1b4/Atp1b3/Atp4b/Atp1b1/Atp1b2			Na_K-ATPase	
Nvec_vc1.1_XM_048732020.1	blue	0.614	Nvec_vc1.1_XM_048732020.1	Cmc2			Cmc1	
Nvec_vc1.1_XM_032366695.2	blue	0.613	Nvec_vc1.1_XM_032366695.2	Apip			Aldolase_II	
Nvec_vc1.1_XM_032385655.2	blue	0.613	Nvec_vc1.1_XM_032385655.2	Sephs1/Sephs2			AIRS/AIRS_C	
Nvec_vc1.1_XM_001637331.2	blue	0.612	Nvec_vc1.1_XM_001637331.2	Lamtor5			LAMTOR5	
Nvec_vc1.1_XM_001630073.3	blue	0.611	Nvec_vc1.1_XM_001630073.3	Lamtor2			Robl_LC7	
Nvec_vc1.1_XM_001632422.3	blue	0.611	Nvec_vc1.1_XM_001632422.3				Ras	
Nvec_v1g245929	blue	0.61	Nvec_v1g245929	Selenov/Selenow			Rdx	
Nvec_vc1.1_XM_001639239.3	blue	0.61	Nvec_vc1.1_XM_001639239.3	Rpl5			Ribosomal_L5e/Ribosomal_L18_c	
Nvec_vc1.1_XM_001633925.3	blue	0.607	Nvec_vc1.1_XM_001633925.3	Supt4a			Spt4	
Nvec_vc1.1_XM_001640872.3	blue	0.606	Nvec_vc1.1_XM_001640872.3				B12D	
Nvec_vc1.1_XM_048723728.1	blue	0.606	Nvec_vc1.1_XM_048723728.1	Nlrp2/Nlrp5/Nlrp4a/Nlrp12/Nlrp3/Nlrc3/Nlrp6/Nlrc5/Nlrp4f/Nod2/Nlrp1a/Nlrp1b/Nlrp4e/Nlrp4c/Nod1/Nlrp4b/Nlrp10/Nlrp14/Ciita/Nlrp9a/Nlrp9b/Nlrp9c/Nlrx1			NACHT/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6	
Nvec_vc1.1_XM_032384889.2	blue	0.605	Nvec_vc1.1_XM_032384889.2		Hes2	HLH.HG1.63:like:HES5/HES7	HLH/Hairy_orange	tfs
Nvec_vc1.1_XM_001639502.3	blue	0.604	Nvec_vc1.1_XM_001639502.3	Cdk2ap2/Cdk2ap1rt/Cdk2ap1			CDK2AP	
Nvec_vc1.1_XM_048719390.1	blue	0.603	Nvec_vc1.1_XM_048719390.1	Lyrm1			Complex1_LYR	
Nvec_vc1.1_XM_048728406.1	blue	0.603	Nvec_vc1.1_XM_048728406.1				SCP2	
Nvec_NVE21171	blue	0.602	Nvec_NVE21171					
Nvec_vc1.1_XM_001632934.3	blue	0.602	Nvec_vc1.1_XM_001632934.3				Profilin	
Nvec_vc1.1_XM_001638101.3	blue	0.602	Nvec_vc1.1_XM_001638101.3	Sdhd			CybS	
Nvec_vc1.1_XM_001629388.3	blue	0.601	Nvec_vc1.1_XM_001629388.3	1700009N14Rik/Rasl2-9/Ran			Ras	
Nvec_vc1.1_XM_032366674.2	blue	0.601	Nvec_vc1.1_XM_032366674.2	Gatd3a			DJ-1_PfpI	
Nvec_vc1.1_XM_001626663.3	blue	0.601	Nvec_vc1.1_XM_001626663.3				Pro_isomerase	
Nvec_vc1.1_XM_001624032.3	blue	0.6	Nvec_vc1.1_XM_001624032.3	Mrpl13			Ribosomal_L13	
Nvec_vc1.1_XM_001637345.3	blue	0.599	Nvec_vc1.1_XM_001637345.3	Rab7			Ras	
Nvec_vc1.1_XM_001636541.3	blue	0.599	Nvec_vc1.1_XM_001636541.3	Rab35			Ras	
Nvec_vc1.1_XM_001634188.3	blue	0.598	Nvec_vc1.1_XM_001634188.3				14-3-3	
Nvec_vc1.1_XM_032370799.2	blue	0.598	Nvec_vc1.1_XM_032370799.2	Sh3bgrl3			SH3BGR	
Nvec_vc1.1_XM_001634396.3	blue	0.598	Nvec_vc1.1_XM_001634396.3	Vamp1/Vamp3/Vamp2			Synaptobrevin	
Nvec_vc1.1_XM_001631072.3	blue	0.597	Nvec_vc1.1_XM_001631072.3	Ndufa7			CI-B14_5a	
Nvec_vc1.1_XM_001627776.3	blue	0.597	Nvec_vc1.1_XM_001627776.3	Tmed5/Tmed1/Tmed6			EMP24_GP25L	
Nvec_vc1.1_XM_001637013.3	blue	0.597	Nvec_vc1.1_XM_001637013.3	Rab20			Ras	
Nvec_vc1.1_XM_001638535.3	blue	0.596	Nvec_vc1.1_XM_001638535.3				Folate_rec	
Nvec_v1g167199	blue	0.596	Nvec_v1g167199					
Nvec_vc1.1_XM_001640711.3	blue	0.592	Nvec_vc1.1_XM_001640711.3	Lyar			zf-LYAR	
Nvec_vc1.1_XM_001627284.3	blue	0.592	Nvec_vc1.1_XM_001627284.3	Fis1			Fis1_TPR_N/Fis1_TPR_C	
Nvec_vc1.1_XM_032370355.2	blue	0.592	Nvec_vc1.1_XM_032370355.2				EF-1_beta_acid/EF1_GNE	
Nvec_vc1.1_XM_032373908.2	blue	0.592	Nvec_vc1.1_XM_032373908.2	Atp6v0e2/Atp6v0e			ATP_synt_H	
Nvec_v1g236414	blue	0.592	Nvec_v1g236414	Cox6b1/Cox6b2			COX6B	
Nvec_vc1.1_XM_001640402.3	blue	0.592	Nvec_vc1.1_XM_001640402.3	Rps2			Ribosomal_S5/Ribosomal_S5_C	
Nvec_vc1.1_XM_001631184.3	blue	0.591	Nvec_vc1.1_XM_001631184.3	Rras2/Rras			Ras	
Nvec_NVE22144	blue	0.59	Nvec_NVE22144				G-gamma	
Nvec_vc1.1_XM_048733285.1	blue	0.59	Nvec_vc1.1_XM_048733285.1	Pomp			UMP1	
Nvec_vc1.1_XM_001638391.3	blue	0.589	Nvec_vc1.1_XM_001638391.3	Hypk			HYPK_UBA	
Nvec_vc1.1_XM_032377926.2	blue	0.589	Nvec_vc1.1_XM_032377926.2	Mrpl16			Ribosomal_L16	
Nvec_vc1.1_XM_048731523.1	blue	0.589	Nvec_vc1.1_XM_048731523.1	Tor1aip1/Tor1aip2			LAP1C	
Nvec_vc1.1_XM_048732025.1	blue	0.588	Nvec_vc1.1_XM_048732025.1				Methyltransf_7	
Nvec_vc1.1_XM_048719683.1	blue	0.587	Nvec_vc1.1_XM_048719683.1	Rpl3/Rpl3l			Ribosomal_L3	
Nvec_vc1.1_XM_001632570.3	blue	0.586	Nvec_vc1.1_XM_001632570.3	Rab22a/Rab31			Ras	
Nvec_v1g240931	blue	0.585	Nvec_v1g240931	Mzt2			MOZART2	
Nvec_vc1.1_XM_001638550.3	blue	0.585	Nvec_vc1.1_XM_001638550.3	Cep15			DUF4570	
Nvec_vc1.1_XM_032381345.2	blue	0.585	Nvec_vc1.1_XM_032381345.2	Cebpzos				
Nvec_vc1.1_XM_001641087.3	blue	0.584	Nvec_vc1.1_XM_001641087.3				adh_short	
Nvec_vc1.1_XM_048731597.1	blue	0.584	Nvec_vc1.1_XM_048731597.1	Aif1/Aif1l			EF-hand_7	
Nvec_vc1.1_XM_001633584.3	blue	0.583	Nvec_vc1.1_XM_001633584.3	Pyurf			Trm112p	
Nvec_vc1.1_XM_032385509.2	blue	0.583	Nvec_vc1.1_XM_032385509.2	Thyn1			EVE	
Nvec_vc1.1_XM_001639206.3	blue	0.581	Nvec_vc1.1_XM_001639206.3	Med22			Med22	
Nvec_vc1.1_XM_032378126.2	blue	0.581	Nvec_vc1.1_XM_032378126.2				LIM/LIM	
Nvec_vc1.1_XM_001642048.3	blue	0.581	Nvec_vc1.1_XM_001642048.3	Taldo1			TAL_FSA	
Nvec_vc1.1_XM_001639171.3	blue	0.58	Nvec_vc1.1_XM_001639171.3	1810009A15Rik/Gm49416			DUF5564	
Nvec_vc1.1_XM_001623768.3	blue	0.58	Nvec_vc1.1_XM_001623768.3	Ppt2			Palm_thioest	
Nvec_vc1.1_XM_001635588.3	blue	0.58	Nvec_vc1.1_XM_001635588.3					
Nvec_vc1.1_XM_001626244.3	blue	0.579	Nvec_vc1.1_XM_001626244.3	Rplp0			Ribosomal_L10/RL10P_insert/Ribosomal_60s	
Nvec_vc1.1_XM_032364921.2	blue	0.579	Nvec_vc1.1_XM_032364921.2	Agtrap			AGTRAP	
Nvec_vc1.1_XM_001633084.3	blue	0.579	Nvec_vc1.1_XM_001633084.3	Taf13			TFIID-18kDa	
Nvec_NVE19049	blue	0.576	Nvec_NVE19049					
Nvec_vc1.1_XM_001638893.3	blue	0.575	Nvec_vc1.1_XM_001638893.3	Lsm3			LSM	
Nvec_vc1.1_XM_032387089.2	blue	0.575	Nvec_vc1.1_XM_032387089.2	Vhl			VHL	
Nvec_vc1.1_XM_032378488.2	blue	0.574	Nvec_vc1.1_XM_032378488.2	Gsto1/Gsto2			GST_N_3/GST_C	
Nvec_vc1.1_XM_032382760.2	blue	0.574	Nvec_vc1.1_XM_032382760.2	Ramac/Ramacl			RAM	
Nvec_NVE10576	blue	0.573	Nvec_NVE10576	Coa3			Coiled-coil_56	
Nvec_vc1.1_XM_001632316.3	blue	0.573	Nvec_vc1.1_XM_001632316.3	Chp1/Chp2			EF-hand_7	
Nvec_vc1.1_XM_032385948.2	blue	0.573	Nvec_vc1.1_XM_032385948.2				zf-RING_2	
Nvec_NVE4126	blue	0.573	Nvec_NVE4126					
Nvec_vc1.1_XM_001632202.3	blue	0.572	Nvec_vc1.1_XM_001632202.3	Actr2			Actin	
Nvec_vc1.1_XM_001635969.3	blue	0.571	Nvec_vc1.1_XM_001635969.3	Suclg2			ATP-grasp_2/Ligase_CoA	
Nvec_vc1.1_XM_032384567.2	blue	0.571	Nvec_vc1.1_XM_032384567.2	Ttc9b/Ttc9c/Ttc9			TPR_1	
Nvec_vc1.1_XM_032378002.2	blue	0.571	Nvec_vc1.1_XM_032378002.2					
Nvec_vc1.1_XM_001638240.3	blue	0.571	Nvec_vc1.1_XM_001638240.3	Leprot/Leprotl1			Vps55	
Nvec_vc1.1_XM_001622433.3	blue	0.57	Nvec_vc1.1_XM_001622433.3	Vbp1			Prefoldin	
Nvec_vc1.1_XM_048723898.1	blue	0.57	Nvec_vc1.1_XM_048723898.1	Mrpl43			L51_S25_CI-B8	
Nvec_vc1.1_XM_048723020.1	blue	0.569	Nvec_vc1.1_XM_048723020.1	Prxl2a			AhpC-TSA_2	
Nvec_vc1.1_XM_001634764.3	blue	0.569	Nvec_vc1.1_XM_001634764.3	Ctsf			Cystatin/Inhibitor_I29/Peptidase_C1	
Nvec_vc1.1_XM_001622843.3	blue	0.567	Nvec_vc1.1_XM_001622843.3	Clta/Cltb			Clathrin_lg_ch	
Nvec_vc1.1_XM_032383963.2	blue	0.566	Nvec_vc1.1_XM_032383963.2	Slx9			SLX9	
Nvec_vc1.1_XM_032371113.2	blue	0.566	Nvec_vc1.1_XM_032371113.2	Mrps12			Ribosom_S12_S23	
Nvec_vc1.1_XM_001636506.3	blue	0.566	Nvec_vc1.1_XM_001636506.3	Yipf6			Yip1	
Nvec_vc1.1_XM_032384127.2	blue	0.565	Nvec_vc1.1_XM_032384127.2					
Nvec_vc1.1_XM_048725445.1	blue	0.565	Nvec_vc1.1_XM_048725445.1	Vps26a/Vps26b			Vps26	
Nvec_vc1.1_XM_048728907.1	blue	0.564	Nvec_vc1.1_XM_048728907.1				HTH_23/HTH_33	
Nvec_vc1.1_XM_001625969.3	blue	0.564	Nvec_vc1.1_XM_001625969.3	Uri1			Prefoldin	
Nvec_vc1.1_XM_001635407.3	blue	0.564	Nvec_vc1.1_XM_001635407.3	Ddx39a/Ddx39b			DEAD/Helicase_C	
Nvec_v1g177835	blue	0.564	Nvec_v1g177835	Etfrf1			Complex1_LYR	
Nvec_vc1.1_XM_032382466.2	blue	0.563	Nvec_vc1.1_XM_032382466.2	Cebpd/Cebpe/Cebpa/Cebpb		bZIP.HG2.5:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP_2	tfs
Nvec_vc1.1_XM_032364780.2	blue	0.563	Nvec_vc1.1_XM_032364780.2	Romo1			Romo1/Romo1	
Nvec_vc1.1_XM_032379876.2	blue	0.563	Nvec_vc1.1_XM_032379876.2	Fcf1			Fcf1	
Nvec_vc1.1_XM_001629766.3	blue	0.563	Nvec_vc1.1_XM_001629766.3				zf-LITAF-like	
Nvec_vc1.1_XM_001631559.3	blue	0.562	Nvec_vc1.1_XM_001631559.3	Ankrd46			Ank_2	
Nvec_vc1.1_XM_001628257.3	blue	0.562	Nvec_vc1.1_XM_001628257.3	Czib			DUF866	
Nvec_NVE24475	blue	0.562	Nvec_NVE24475					
Nvec_vc1.1_XM_032363935.2	blue	0.562	Nvec_vc1.1_XM_032363935.2	Oard1			Macro	
Nvec_vc1.1_XM_001640283.2	blue	0.56	Nvec_vc1.1_XM_001640283.2	Ubald2/Ubald1			UBA_4	
Nvec_vc1.1_XM_032366832.2	blue	0.56	Nvec_vc1.1_XM_032366832.2	Airim			CK2S	
Nvec_vc1.1_XM_048728273.1	blue	0.56	Nvec_vc1.1_XM_048728273.1	Psma5			Proteasome_A_N/Proteasome	
Nvec_vc1.1_XM_048719771.1	blue	0.559	Nvec_vc1.1_XM_048719771.1	Grb2			SH3_1/SH2/SH3_1	
Nvec_vc1.1_XM_048726240.1	blue	0.559	Nvec_vc1.1_XM_048726240.1	Mrps23			MRP-S23	
Nvec_vc1.1_XM_001639798.2	blue	0.558	Nvec_vc1.1_XM_001639798.2	Gtf2a2			TFIIA_gamma_N/TFIIA_gamma_C	
Nvec_vc1.1_XM_001641228.3	blue	0.558	Nvec_vc1.1_XM_001641228.3	Tmem170/Tmem170b			Tmemb_170	
Nvec_vc1.1_XM_001629582.3	blue	0.556	Nvec_vc1.1_XM_001629582.3	Sostdc1/Sost			Sclerostin	
