gene	gene_module	membership_score	gene	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_032374871.2	black	0.623	Nvec_vc1.1_XM_032374871.2				Chitin_synth_2/SAM_1/SAM_1	
Nvec_vc1.1_XM_048728761.1	black	0.623	Nvec_vc1.1_XM_048728761.1	Nsmce4a/Eid3			Nse4-Nse3_bdg/Nse4_C	
Nvec_vc1.1_XM_032375359.2	black	0.622	Nvec_vc1.1_XM_032375359.2				SET/zf-MYND	
Nvec_vc1.1_XM_048719400.1	black	0.621	Nvec_vc1.1_XM_048719400.1	Mboat7			MBOAT	
Nvec_NVE10834	black	0.621	Nvec_NVE10834					
Nvec_vc1.1_XM_032383590.2	black	0.621	Nvec_vc1.1_XM_032383590.2				WD40/WD40/WD40	
Nvec_vc1.1_XM_048723548.1	black	0.619	Nvec_vc1.1_XM_048723548.1	Gm28043/Gm28043/Cmtr1			G-patch/FtsJ	
Nvec_vc1.1_XM_048731756.1	black	0.616	Nvec_vc1.1_XM_048731756.1				2OG-FeII_Oxy_3	
Nvec_vc1.1_XM_032365544.2	black	0.616	Nvec_vc1.1_XM_032365544.2				PhyH	
Nvec_vc1.1_XM_048719438.1	black	0.615	Nvec_vc1.1_XM_048719438.1				DDE_Tnp_4	
Nvec_vc1.1_XM_032373019.2	black	0.612	Nvec_vc1.1_XM_032373019.2				PX/Vps5	
Nvec_vc1.1_XM_048727742.1	black	0.611	Nvec_vc1.1_XM_048727742.1	Vps33b			Sec1	
Nvec_vc1.1_XM_048730157.1	black	0.611	Nvec_vc1.1_XM_048730157.1	Cebpz			CBF	
Nvec_vc1.1_XM_048733716.1	black	0.611	Nvec_vc1.1_XM_048733716.1				MFS_1	
Nvec_vc1.1_XM_032365352.2	black	0.61	Nvec_vc1.1_XM_032365352.2	Fgd5/Fgd6			RhoGEF/PH/FYVE/PH	
Nvec_vc1.1_XM_001624769.3	black	0.607	Nvec_vc1.1_XM_001624769.3					
Nvec_vc1.1_XM_048720696.1	black	0.606	Nvec_vc1.1_XM_048720696.1	Oplah			Hydant_A_N/Hydantoinase_A/Hydantoinase_B	
Nvec_vc1.1_XM_001635873.3	black	0.605	Nvec_vc1.1_XM_001635873.3				AAA_28	
Nvec_vc1.1_XM_048731732.1	black	0.604	Nvec_vc1.1_XM_048731732.1				7tm_1	
Nvec_vc1.1_XM_032386038.2	black	0.601	Nvec_vc1.1_XM_032386038.2	Synrg				
Nvec_vc1.1_XM_001626654.3	black	0.6	Nvec_vc1.1_XM_001626654.3	Tbc1d7			RabGAP-TBC	
Nvec_vc1.1_XM_048726183.1	black	0.6	Nvec_vc1.1_XM_048726183.1				KH_1/KH_1/KH_1	
Nvec_vc1.1_XM_032383648.2	black	0.599	Nvec_vc1.1_XM_032383648.2	Dctn2			Dynamitin	
Nvec_vc1.1_XM_048723880.1	black	0.599	Nvec_vc1.1_XM_048723880.1	Aaas			WD40	
Nvec_vc1.1_XM_032370734.2	black	0.598	Nvec_vc1.1_XM_032370734.2	Nudt9			NUDIX	
Nvec_NVE20290	black	0.596	Nvec_NVE20290					
Nvec_vc1.1_XM_048721684.1	black	0.594	Nvec_vc1.1_XM_048721684.1				CAP_GLY	
Nvec_vc1.1_XM_001630302.3	black	0.593	Nvec_vc1.1_XM_001630302.3	Polr3h			SHS2_Rpb7-N/RNA_pol_Rbc25	
Nvec_vc1.1_XM_048722595.1	black	0.592	Nvec_vc1.1_XM_048722595.1	Alkbh3/Gm27027			2OG-FeII_Oxy_2	
Nvec_vc1.1_XM_001627170.3	black	0.59	Nvec_vc1.1_XM_001627170.3	Slc2a2/Slc2a1/Slc2a4/Slc2a3			Sugar_tr	
Nvec_vc1.1_XM_048727199.1	black	0.589	Nvec_vc1.1_XM_048727199.1	Rnf20/Rnf40			zf-C3HC4_3	
Nvec_vc1.1_XM_032363674.2	black	0.589	Nvec_vc1.1_XM_032363674.2	Siva1			Siva/Siva	
Nvec_vc1.1_XM_001633502.3	black	0.589	Nvec_vc1.1_XM_001633502.3				C2	
Nvec_vc1.1_XM_032372496.2	black	0.588	Nvec_vc1.1_XM_032372496.2	Gorab			Transcrip_act	
Nvec_vc1.1_XM_032365393.2	black	0.587	Nvec_vc1.1_XM_032365393.2				ABC_membrane/ABC_tran/ABC_membrane/ABC_tran	
Nvec_vc1.1_XM_032364873.2	black	0.587	Nvec_vc1.1_XM_032364873.2					
Nvec_vc1.1_XM_048731647.1	black	0.587	Nvec_vc1.1_XM_048731647.1	Zfp846		zf-C2H2.HG36.2:ZNF425	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-C2H2_6/zf-C2H2	tfs
Nvec_vc1.1_XM_048719609.1	black	0.586	Nvec_vc1.1_XM_048719609.1	Baiap3/Unc13d			C2/C2	
Nvec_vc1.1_XM_048730625.1	black	0.586	Nvec_vc1.1_XM_048730625.1	Heatr9			HEAT_2	
Nvec_vc1.1_XM_032365616.2	black	0.584	Nvec_vc1.1_XM_032365616.2	Magea10/Magea8/Magec2/Magea9/Magea5/Magea14/Magea3/Magea1/Magea6/Magea4/Nscme3l/Maged1/Mageb18/Nsmce3/Maged2/Ndn/Mageb4/Tro/Magea2/Magee1/Mageb2/Mageb3/Magee2/Mageb1/Mageb16/Mageb11/Magea13/Mageb6b2/Mageb6b1/Mageb5b/Mageb5			MAGE	
Nvec_vc1.1_XM_048731066.1	black	0.583	Nvec_vc1.1_XM_048731066.1	Hmgxb3			CxC4	
Nvec_vc1.1_XM_048720938.1	black	0.581	Nvec_vc1.1_XM_048720938.1	Atp9a/Atp9b			PhoLip_ATPase_N/E1-E2_ATPase/Cation_ATPase/PhoLip_ATPase_C	
Nvec_vc1.1_XM_032362088.2	black	0.58	Nvec_vc1.1_XM_032362088.2	Pik3c3			PI3K_C2/PI3Ka/PI3_PI4_kinase/PI3_PI4_kinase	
Nvec_vc1.1_XM_001633978.3	black	0.58	Nvec_vc1.1_XM_001633978.3					
Nvec_vc1.1_XM_048729897.1	black	0.579	Nvec_vc1.1_XM_048729897.1				BAR_3/PH/ArfGap	
Nvec_vc1.1_XM_048727620.1	black	0.579	Nvec_vc1.1_XM_048727620.1	Khdc4				
Nvec_vc1.1_XM_032376606.2	black	0.578	Nvec_vc1.1_XM_032376606.2	Nemf			FbpA/NFACT-R_1/NFACT-C	
Nvec_vc1.1_XM_001639362.3	black	0.578	Nvec_vc1.1_XM_001639362.3	Snx16			PX	
Nvec_vc1.1_XM_048728545.1	black	0.576	Nvec_vc1.1_XM_048728545.1				TSP_1/CAP	
Nvec_vc1.1_XM_048720825.1	black	0.576	Nvec_vc1.1_XM_048720825.1	Dcaf11			WD40/WD40/WD40	
Nvec_vc1.1_XM_001628554.3	black	0.576	Nvec_vc1.1_XM_001628554.3	Rgn			SGL	
Nvec_vc1.1_XM_001635459.3	black	0.575	Nvec_vc1.1_XM_001635459.3	Rasa3/Rasa2			C2/C2/RasGAP/RasGAP/PH/BTK	
Nvec_vc1.1_XM_048728297.1	black	0.573	Nvec_vc1.1_XM_048728297.1	Naa35			Mak10/Mak10	
Nvec_vc1.1_XM_001634007.3	black	0.572	Nvec_vc1.1_XM_001634007.3				zf-RING_UBOX/DUF5128/DUF5128	
Nvec_vc1.1_XM_048721411.1	black	0.571	Nvec_vc1.1_XM_048721411.1			zf-C2H2.HG66.0:ZNF8	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_001626050.3	black	0.57	Nvec_vc1.1_XM_001626050.3	Timm23			Tim17	
Nvec_vc1.1_XM_001630662.3	black	0.568	Nvec_vc1.1_XM_001630662.3				SSF	
Nvec_vc1.1_XM_048722084.1	black	0.568	Nvec_vc1.1_XM_048722084.1	Dpy19l4/Dpy19l3			Dpy19	
Nvec_vc1.1_XM_032378443.2	black	0.567	Nvec_vc1.1_XM_032378443.2				zf-PARP/DNA_ligase_A_N/DNA_ligase_A_M/DNA_ligase_A_C/zf-CCHH/LIG3_BRCT	
Nvec_vc1.1_XM_032376414.2	black	0.566	Nvec_vc1.1_XM_032376414.2	Nsf			CDC48_2/AAA/AAA_lid_3/AAA	
Nvec_vc1.1_XM_001631286.2	black	0.563	Nvec_vc1.1_XM_001631286.2	Inmt/Nnmt/Pnmt			NNMT_PNMT_TEMT	
Nvec_vc1.1_XM_048722817.1	black	0.563	Nvec_vc1.1_XM_048722817.1	1700066M21Rik			adh_short/adh_short_C2/UPF0565/UPF0565	
Nvec_vc1.1_XM_048719899.1	black	0.56	Nvec_vc1.1_XM_048719899.1	Sh3bp1/Arhgap17/Arhgap44			BAR/RhoGAP	
Nvec_vc1.1_XM_032367052.2	black	0.559	Nvec_vc1.1_XM_032367052.2	Tspan13/Tspan31			Tetraspanin	
Nvec_vc1.1_XM_048734606.1	black	0.558	Nvec_vc1.1_XM_048734606.1					
Nvec_vc1.1_XM_048733351.1	black	0.558	Nvec_vc1.1_XM_048733351.1				Aminotran_5/ATP_bind_3	
Nvec_vc1.1_XM_032363544.2	black	0.555	Nvec_vc1.1_XM_032363544.2	Wtap			Wtap	
Nvec_vc1.1_XM_032364972.2	black	0.555	Nvec_vc1.1_XM_032364972.2					
Nvec_vc1.1_XM_048719374.1	black	0.555	Nvec_vc1.1_XM_048719374.1				Lysine_decarbox	
Nvec_v1g238399	black	0.553	Nvec_v1g238399					
Nvec_vc1.1_XM_048733387.1	black	0.553	Nvec_vc1.1_XM_048733387.1	Alg5			Glycos_transf_2	
Nvec_vc1.1_XM_032362058.2	black	0.553	Nvec_vc1.1_XM_032362058.2	Tpgs2				
Nvec_vc1.1_XM_048733454.1	black	0.552	Nvec_vc1.1_XM_048733454.1	Gemin5			WD40/WD40/WD40/WD40/WD40	
Nvec_vc1.1_XM_048733586.1	black	0.552	Nvec_vc1.1_XM_048733586.1	4933405O20Rik/Idh3g			Iso_dh	
Nvec_vc1.1_XM_032374657.2	black	0.551	Nvec_vc1.1_XM_032374657.2	Edem2			Glyco_hydro_47	
Nvec_vc1.1_XM_048722217.1	black	0.551	Nvec_vc1.1_XM_048722217.1	Rab39b/Rab42/Rab39			Ras	
Nvec_vc1.1_XM_048734435.1	black	0.55	Nvec_vc1.1_XM_048734435.1	E2f6		E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	E2F_TDP/E2F_CC-MB	tfs
Nvec_vc1.1_XM_001637873.3	black	0.547	Nvec_vc1.1_XM_001637873.3	Dipk2a/Dipk2b			PIP49_C	
Nvec_NVE24496	black	0.544	Nvec_NVE24496					
Nvec_vc1.1_XM_032369445.2	black	0.544	Nvec_vc1.1_XM_032369445.2				zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC	
Nvec_vc1.1_XM_001637798.3	black	0.544	Nvec_vc1.1_XM_001637798.3	Pomgnt1			ILEI/GNT-I	
Nvec_vc1.1_XM_032370048.2	black	0.543	Nvec_vc1.1_XM_032370048.2	Mkrn3/Mkrn1/Mkrn2			zf-CCCH/zf-CCCH/zf-C3HC4/zf-CCCH_2	
Nvec_vc1.1_XM_048732776.1	black	0.543	Nvec_vc1.1_XM_048732776.1	Mael		HMGbox_Sox.HG1.22:MAEL	HMG_box_2/Maelstrom	tfs
Nvec_vc1.1_XM_032383337.2	black	0.541	Nvec_vc1.1_XM_032383337.2					
Nvec_vc1.1_XM_048730648.1	black	0.54	Nvec_vc1.1_XM_048730648.1	Coq8b/Coq8a			ABC1	
Nvec_vc1.1_XM_048731965.1	black	0.54	Nvec_vc1.1_XM_048731965.1	Pole			DNA_pol_B_exo1/DNA_pol_B/DUF1744	
Nvec_vc1.1_XM_048729821.1	black	0.535	Nvec_vc1.1_XM_048729821.1	Ttll5			TTL	
Nvec_vc1.1_XM_001629406.3	black	0.534	Nvec_vc1.1_XM_001629406.3				PX	
Nvec_vc1.1_XM_032364178.2	black	0.534	Nvec_vc1.1_XM_032364178.2	Vps52			Vps52	
Nvec_vc1.1_XM_048731701.1	black	0.534	Nvec_vc1.1_XM_048731701.1	Slc5a7			SSF	
Nvec_vc1.1_XM_048724777.1	black	0.534	Nvec_vc1.1_XM_048724777.1	Grhpr			2-Hacid_dh/2-Hacid_dh_C	
Nvec_vc1.1_XM_048733519.1	black	0.531	Nvec_vc1.1_XM_048733519.1			Homeodomains.HG2.73:like:DMBX1	Homeodomain	tfs
Nvec_vc1.1_XM_001624731.3	black	0.531	Nvec_vc1.1_XM_001624731.3	Commd10			COMM_domain	
Nvec_vc1.1_XM_048725045.1	black	0.53	Nvec_vc1.1_XM_048725045.1	Ighmbp2			AAA_11/AAA_12/R3H/zf-AN1	
Nvec_vc1.1_XM_048724228.1	black	0.527	Nvec_vc1.1_XM_048724228.1	Dnajc4			DnaJ	
Nvec_vc1.1_XM_032380406.2	black	0.527	Nvec_vc1.1_XM_032380406.2	Med26			Med26	
Nvec_vc1.1_XM_048720569.1	black	0.524	Nvec_vc1.1_XM_048720569.1	Gm17266			DUF4708	
Nvec_vc1.1_XM_032361897.2	black	0.523	Nvec_vc1.1_XM_032361897.2				CH/CH	
Nvec_vc1.1_XM_048726441.1	black	0.522	Nvec_vc1.1_XM_048726441.1	Hbs1l			HBS1_N/GTP_EFTU/GTP_EFTU_D3	
Nvec_vc1.1_XM_048730819.1	black	0.521	Nvec_vc1.1_XM_048730819.1	Pqbp1			WW	
Nvec_vc1.1_XM_032363291.2	black	0.52	Nvec_vc1.1_XM_032363291.2	Rnf31			PUB/HOIP-UBA/IBR/E3_UbLigase_RBR	
Nvec_vc1.1_XM_001634277.3	black	0.519	Nvec_vc1.1_XM_001634277.3	Zmat2			zf-C2H2_jaz	
Nvec_vc1.1_XM_048732175.1	black	0.519	Nvec_vc1.1_XM_048732175.1	Abcc1/Abcc3/Abcc2/Abcc6			ABC_membrane/ABC_tran/ABC_membrane/ABC_tran	
Nvec_vc1.1_XM_032375974.2	black	0.518	Nvec_vc1.1_XM_032375974.2	Mak16			Ribosomal_L28e/Mak16	
Nvec_vc1.1_XM_048730734.1	black	0.516	Nvec_vc1.1_XM_048730734.1	Rnf227			zf-RING_UBOX	
Nvec_vc1.1_XM_032376600.2	black	0.516	Nvec_vc1.1_XM_032376600.2	Pml/Rnf207			zf-RING_UBOX/zf-B_box/Filamin/NHL/NHL/NHL/DUF5128	
Nvec_vc1.1_XM_048728115.1	black	0.515	Nvec_vc1.1_XM_048728115.1	Arhgef28/Arhgef18/Akap13/Arhgef2			RhoGEF/PH_16	
Nvec_vc1.1_XM_048724249.1	black	0.513	Nvec_vc1.1_XM_048724249.1	Lage3/Ctag2l1/Ctag2/Ctag2l2			Pcc1	
Nvec_vc1.1_XM_032376278.2	black	0.511	Nvec_vc1.1_XM_032376278.2	Oma1			Peptidase_M48	
Nvec_vc1.1_XM_001633348.3	black	0.51	Nvec_vc1.1_XM_001633348.3	Ddx55			DEAD/Helicase_C/DUF4217	
Nvec_vc1.1_XM_048720903.1	black	0.509	Nvec_vc1.1_XM_048720903.1					
Nvec_vc1.1_XM_001633835.3	black	0.508	Nvec_vc1.1_XM_001633835.3	Actr3/Actr3b			Actin	
Nvec_vc1.1_XM_001627718.3	black	0.508	Nvec_vc1.1_XM_001627718.3	Gphn			MoCF_biosynth/MoeA_N/MoCF_biosynth/MoeA_C	
Nvec_vc1.1_XM_048727510.1	black	0.508	Nvec_vc1.1_XM_048727510.1	Elp1			IKI3	
Nvec_vc1.1_XM_048721983.1	black	0.506	Nvec_vc1.1_XM_048721983.1	Ddhd1			DDHD	
Nvec_vc1.1_XM_032364545.2	black	0.505	Nvec_vc1.1_XM_032364545.2	Rbm19			RRM_1/RRM_1/RRM_1/RRM_1/RRM_1/RRM_1	
Nvec_vc1.1_XM_032380480.2	black	0.504	Nvec_vc1.1_XM_032380480.2	Cramp1				
Nvec_vc1.1_XM_001640998.3	black	0.503	Nvec_vc1.1_XM_001640998.3	Sugct			CoA_transf_3	
Nvec_vc1.1_XM_001632516.3	black	0.503	Nvec_vc1.1_XM_001632516.3				Amino_oxidase	
Nvec_vc1.1_XM_048727451.1	black	0.501	Nvec_vc1.1_XM_048727451.1					
Nvec_vc1.1_XM_001626485.3	black	0.501	Nvec_vc1.1_XM_001626485.3	Tma16			Tma16	
Nvec_vc1.1_XM_048726982.1	black	0.5	Nvec_vc1.1_XM_048726982.1	Tbce			CAP_GLY/Ubiquitin_2	
Nvec_vc1.1_XM_048721436.1	black	0.5	Nvec_vc1.1_XM_048721436.1	Mdn1			AAA_5/AAA_lid_7/AAA_5/AAA_5/AAA_lid_5/AAA_5/AAA_lid_7/AAA_5/AAA_5/AAA_lid_7/AAA_5	
Nvec_vc1.1_XM_001635979.3	darkgreen	0.949	Nvec_vc1.1_XM_001635979.3					
Nvec_vc1.1_XM_032380837.2	darkgreen	0.943	Nvec_vc1.1_XM_032380837.2				Tetraspanin	
Nvec_vc1.1_XM_032386970.2	darkgreen	0.939	Nvec_vc1.1_XM_032386970.2				Chitin_synth_2/SAM_1	
Nvec_vc1.1_XM_048726771.1	darkgreen	0.938	Nvec_vc1.1_XM_048726771.1				ABC_membrane/ABC_tran/ABC_membrane/ABC_tran	
Nvec_vc1.1_XM_032376270.2	darkgreen	0.932	Nvec_vc1.1_XM_032376270.2				F5_F8_type_C	
Nvec_v1g242661	darkgreen	0.93	Nvec_v1g242661				SAM_1	
Nvec_vc1.1_XM_048730717.1	darkgreen	0.929	Nvec_vc1.1_XM_048730717.1					
Nvec_vc1.1_XM_048724997.1	darkgreen	0.928	Nvec_vc1.1_XM_048724997.1					
Nvec_vc1.1_XM_032371744.2	darkgreen	0.926	Nvec_vc1.1_XM_032371744.2			Doublesex_DM.HG1.12:DMRTA1/DMRTA2/DMRTB1	DM/DMA	tfs
Nvec_vc1.1_XM_001628634.3	darkgreen	0.925	Nvec_vc1.1_XM_001628634.3	Pax7/Pax3		Homeodomains.HG2.28:PAX3/PAX7	PAX/Homeodomain	tfs
Nvec_vc1.1_XM_032382789.2	darkgreen	0.921	Nvec_vc1.1_XM_032382789.2				Chitin_synth_2/SAM_1/SAM_1	
Nvec_vc1.1_XM_048734686.1	darkgreen	0.921	Nvec_vc1.1_XM_048734686.1				TRP_2/Ion_trans	
Nvec_vc1.1_XM_032386107.2	darkgreen	0.919	Nvec_vc1.1_XM_032386107.2				Lipase_3	
Nvec_vc1.1_XM_048734320.1	darkgreen	0.917	Nvec_vc1.1_XM_048734320.1	Kptn				
Nvec_vc1.1_XM_001634325.3	darkgreen	0.914	Nvec_vc1.1_XM_001634325.3				SET	
Nvec_vc1.1_XM_048725972.1	darkgreen	0.912	Nvec_vc1.1_XM_048725972.1				EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/NIDO/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/FXa_inhibition/EGF_CA/SEA/EGF_3	
Nvec_vc1.1_XM_048730279.1	darkgreen	0.91	Nvec_vc1.1_XM_048730279.1				Collagen/Collagen/Collagen	
Nvec_vc1.1_XM_032386131.2	darkgreen	0.909	Nvec_vc1.1_XM_032386131.2					
Nvec_vc1.1_XM_032381059.2	darkgreen	0.905	Nvec_vc1.1_XM_032381059.2	Cers6/Cers5		Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	Homeodomain/TRAM_LAG1_CLN8	tfs
Nvec_vc1.1_XM_048731319.1	darkgreen	0.904	Nvec_vc1.1_XM_048731319.1				Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta	
Nvec_vc1.1_XM_001640016.3	darkgreen	0.902	Nvec_vc1.1_XM_001640016.3				Polysacc_deac_1	
Nvec_vc1.1_XM_048734281.1	darkgreen	0.899	Nvec_vc1.1_XM_048734281.1				Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta	
Nvec_vc1.1_XM_048728405.1	darkgreen	0.898	Nvec_vc1.1_XM_048728405.1					
Nvec_vc1.1_XM_048731779.1	darkgreen	0.894	Nvec_vc1.1_XM_048731779.1	Itgam/Itgax/Gm49368			VWA/EGF/EGF_CA/EGF_CA/VWA/EGF/EGF_CA/VWA/EGF/EGF/EGF_CA/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/EGF_CA/VWA/EGF_CA/VWA/hEGF/EGF_CA/VWA/EGF_CA/VWA/VWA/EGF/EGF/VWA/EGF_CA/VWA/EGF/VWA/EGF/VWA/EGF/EGF_CA/VWA/EGF/F5_F8_type_C/EGF_CA/VWA/VWA/VWA/hEGF/EGF/VWA/EGF/VWA/EGF/VWA/EGF_CA/EGF_CA/EGF_CA/VWA/EGF_CA/VWA/VWA/EGF_CA/VWA/VWA/EGF/EGF_CA/VWA/EGF/EGF_CA/VWA/EGF/VWA/VWA/hEGF/VWA/VWA/EGF/EGF/VWA/VWA/EGF/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/VWA/EGF/EGF/EGF_CA/VWA/EGF/VWA/EGF/EGF_CA/VWA/EGF/VWA/EGF/F5_F8_type_C	
Nvec_vc1.1_XM_032380216.2	darkgreen	0.889	Nvec_vc1.1_XM_032380216.2				Beta-lactamase	
Nvec_vc1.1_XM_048731585.1	darkgreen	0.884	Nvec_vc1.1_XM_048731585.1				Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta	
Nvec_vc1.1_XM_048725408.1	darkgreen	0.883	Nvec_vc1.1_XM_048725408.1					
Nvec_vc1.1_XM_048726038.1	darkgreen	0.873	Nvec_vc1.1_XM_048726038.1	Adgrb3/Adgrb2			SEA/Ig_3/Ig_3/GAIN/GPS/7tm_2	
Nvec_vc1.1_XM_032379722.2	darkgreen	0.87	Nvec_vc1.1_XM_032379722.2	Mob2			Mob1_phocein	
Nvec_vc1.1_XM_048723137.1	darkgreen	0.847	Nvec_vc1.1_XM_048723137.1				MAM/SRCR/SRCR/MAM/Ig_3/Ig_2/Ig_3/Ig_3/Trypsin	
Nvec_vc1.1_XM_032377994.2	darkgreen	0.842	Nvec_vc1.1_XM_032377994.2					
Nvec_vc1.1_XM_048734382.1	darkgreen	0.839	Nvec_vc1.1_XM_048734382.1					
Nvec_vc1.1_XM_032372084.2	darkgreen	0.836	Nvec_vc1.1_XM_032372084.2					
Nvec_vc1.1_XM_048730137.1	darkgreen	0.831	Nvec_vc1.1_XM_048730137.1					
Nvec_NVE318	darkgreen	0.828	Nvec_NVE318					
Nvec_vc1.1_XM_032386070.2	darkgreen	0.824	Nvec_vc1.1_XM_032386070.2				Ctr	
Nvec_vc1.1_XM_048725998.1	darkgreen	0.814	Nvec_vc1.1_XM_048725998.1				EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/NIDO/VWD/EGF_CA/EGF_CA/cEGF/EGF_CA/FXa_inhibition/EGF_CA/SEA/EGF_3	
Nvec_vc1.1_XM_001622639.3	darkgreen	0.809	Nvec_vc1.1_XM_001622639.3	Ms4a4a/Ms4a8a/Ms4a4b			CD20	
Nvec_vc1.1_XM_032379762.2	darkgreen	0.794	Nvec_vc1.1_XM_032379762.2				COesterase	
Nvec_vc1.1_XM_048724181.1	darkgreen	0.789	Nvec_vc1.1_XM_048724181.1				EGF/fn2/EGF_CA/VWA/EGF_CA/VWA/fn2/EGF/VWA/VWA/EGF_CA/VWA/EGF_CA/VWA/EGF/F5_F8_type_C/fn2/EGF/VWA/EGF_CA/VWA/EGF_CA/VWA/EGF/VWA/EGF_CA/VWA/EGF/EGF/EGF_CA/VWA/EGF_CA/VWA/EGF/EGF_CA/VWA/EGF/EGF/VWA/EGF/EGF_CA/EGF_CA/VWA/EGF/EGF_CA/VWA/EGF/EGF/EGF_CA/VWA/EGF/EGF_CA/EGF_CA/VWA/EGF/EGF_CA/VWA	
Nvec_vc1.1_XM_048719631.1	darkgreen	0.777	Nvec_vc1.1_XM_048719631.1				Ion_trans_2	
Nvec_vc1.1_XM_048731700.1	darkgreen	0.755	Nvec_vc1.1_XM_048731700.1	Ldlr/Lrp8/Vldlr			Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/FXa_inhibition/EGF_CA/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/FXa_inhibition	
Nvec_vc1.1_XM_048730821.1	darkgreen	0.752	Nvec_vc1.1_XM_048730821.1	Ubxn6			PUB/UBX	
Nvec_vc1.1_XM_048726624.1	darkgreen	0.741	Nvec_vc1.1_XM_048726624.1	Dzip3			HEPN_DZIP3	
Nvec_vc1.1_XM_032380331.2	darkgreen	0.738	Nvec_vc1.1_XM_032380331.2				Sulfotransfer_4	
Nvec_vc1.1_XM_048727883.1	darkgreen	0.738	Nvec_vc1.1_XM_048727883.1					
Nvec_vc1.1_XM_048731797.1	darkgreen	0.734	Nvec_vc1.1_XM_048731797.1	Nampt			DUF5598/NAPRTase	
Nvec_vc1.1_XM_001635879.3	darkgreen	0.73	Nvec_vc1.1_XM_001635879.3				AOX	
Nvec_vc1.1_XM_048732965.1	darkgreen	0.729	Nvec_vc1.1_XM_048732965.1				MyTH4	
Nvec_vc1.1_XM_048731280.1	darkgreen	0.729	Nvec_vc1.1_XM_048731280.1				CBM_14/CBM_14	
Nvec_vc1.1_XM_032365816.2	darkgreen	0.728	Nvec_vc1.1_XM_032365816.2	Tmem62			Metallophos	
Nvec_vc1.1_XM_048722769.1	darkgreen	0.72	Nvec_vc1.1_XM_048722769.1					
Nvec_vc1.1_XM_032385962.2	darkgreen	0.716	Nvec_vc1.1_XM_032385962.2	Limk2/Limk1			LIM/LIM/Pkinase	
Nvec_vc1.1_XM_048721326.1	darkgreen	0.716	Nvec_vc1.1_XM_048721326.1				zf-RING_UBOX/zf-B_box/zf-B_box/TLD	
Nvec_vc1.1_XM_048724774.1	darkgreen	0.713	Nvec_vc1.1_XM_048724774.1	Ptpru/Ptprk/Ptprt/Ptprm/Susd1			F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/PTP_tm/Y_phosphatase/Y_phosphatase	
Nvec_vc1.1_XM_048722775.1	darkgreen	0.711	Nvec_vc1.1_XM_048722775.1					
Nvec_NVE14612	darkgreen	0.705	Nvec_NVE14612					
Nvec_vc1.1_XM_001639101.3	darkgreen	0.697	Nvec_vc1.1_XM_001639101.3	Pax5/Pax8/Pax2		Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9	PAX/Homeodomain	tfs
Nvec_vc1.1_XM_048731710.1	darkgreen	0.694	Nvec_vc1.1_XM_048731710.1				CUB/CUB/Laminin_G_2	
Nvec_vc1.1_XM_032365368.2	darkgreen	0.69	Nvec_vc1.1_XM_032365368.2				VWA	
