gene	cell_type	stage	time	lvl	rpm_delta	rpm_delta_diff
Nvec_vc1.1_XM_048724711.1	secretory	D|3d planula	D|3d planula	4	0.199935963511773	0.168774230399589
Nvec_vc1.1_XM_001640743.3	secretory	D|3d planula	D|3d planula	4	0.199733248141009	0.180979539893357
Nvec_vc1.1_XM_001626351.3	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.199701089460799	0.100862089023574
Nvec_vc1.1_XM_048730757.1	neuronal	D|2d planula	D|2d planula	3	0.199594060646109	0.076285058213019
Nvec_vc1.1_XM_001628635.3	secretory	D|5d p.polyp	D|5d p.polyp	6	0.19906146388244	0.178832316646383
Nvec_v1g99666	ectoderm.epidermis	D|16d p.polyp	D|16d p.polyp	8	0.198954564174977	0.198954564174977
Nvec_vc1.1_XM_032381059.2	mesendoderm.embryonic	D|2d planula	D|2d planula	3	0.19869445141575	0.0920605300228904
Nvec_vc1.1_XM_001635172.3	gastrodermis	D|2d planula	D|2d planula	3	0.198628235988902	0.0889599548101979
Nvec_vc1.1_XM_032384912.2	secretory	D|2d planula	D|2d planula	3	0.198424660864492	0.114411633801633
Nvec_vc1.1_XM_048726174.1	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.19792413636957	0.0609556364287017
Nvec_vc1.1_XM_001633484.3	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.197652870164671	0.197652870164671
Nvec_vc1.1_XM_048720726.1	gastrodermis	D|16d p.polyp	D|16d p.polyp	8	0.197385146177592	0.09148101523449
Nvec_vc1.1_XM_001637208.3	retractor muscle	D|8d p.polyp	D|8d p.polyp	7	0.197202886053065	0.184798303883278
Nvec_vc1.1_XM_032375505.2	neuronal	D|4d.c planula	D|4d.c planula	5	0.196799162397637	0.0758040119715216
Nvec_vc1.1_XM_032362135.2	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.196758274236233	0.133501974284725
Nvec_vc1.1_XM_032382719.2	secretory	D|2d planula	D|2d planula	3	0.196722905625517	0.17877663812952
Nvec_vc1.1_XM_032364887.2	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.196656763048273	0.0897728552402171
Nvec_vc1.1_XM_001627792.3	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.196590850665576	0.0991493908707898
Nvec_v1g19278	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.196501158055447	0.188632457482413
Nvec_vc1.1_XM_001636464.3	cnidocyte	D|2d planula	D|2d planula	3	0.196278968244568	0.0587039901820374
Nvec_vc1.1_XM_048726662.1	cnidocyte.mature	D|2d planula	D|2d planula	3	0.195830347545682	0.068241668444268
Nvec_vc1.1_XM_048722721.1	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.195748449955713	0.123698196417531
Nvec_vc1.1_XM_001633901.3	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.195533197791375	0.154389639279213
Nvec_vc1.1_XM_032367127.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.195484363140467	0.0631603158282319
Nvec_vc1.1_XM_048720726.1	ectoderm.pharyngeal	D|5d p.polyp	D|5d p.polyp	6	0.195366949575637	0.195366949575637
Nvec_vc1.1_XM_032372025.2	ectoderm.pharyngeal	D|3d planula	D|3d planula	4	0.195168395623135	0.0856446115457706
Nvec_vc1.1_XM_032367750.2	ectoderm.epidermis	D|24h gastrula	D|24h gastrula	2	0.194866384400987	0.133497401633298
Nvec_vc1.1_XM_032383693.2	gland.mucous	D|2d planula	D|2d planula	3	0.194701445770621	0.144067367518465
Nvec_vc1.1_XM_032372883.2	gastrodermis	D|2d planula	D|2d planula	3	0.194639300251147	0.0596959845924648
Nvec_vc1.1_XM_032375378.2	mesendoderm.embryonic	D|24h gastrula	D|24h gastrula	2	0.194477155053557	0.0746072736204049
Nvec_vc1.1_XM_001647488.3	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.194470803022487	0.129016743651258
Nvec_vc1.1_XM_001631326.3	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.194450091951686	0.194450091951686
Nvec_vc1.1_XM_048731755.1	cnidocyte	D|8d p.polyp	D|8d p.polyp	7	0.194353310793747	0.187878464237598
Nvec_vc1.1_XM_001629605.3	ectoderm.epidermis	D|24h gastrula	D|24h gastrula	2	0.194094134671221	0.0754833876201073
Nvec_vc1.1_XM_032382185.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.193531549585822	0.0651428123461702
Nvec_vc1.1_XM_032386947.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.193499192272576	0.187853546076279
Nvec_vc1.1_XM_001647471.3	NPC	D|3d planula	D|3d planula	4	0.193350092686293	0.0836934251382873
Nvec_vc1.1_XM_001637208.3	secretory	D|3d planula	D|3d planula	4	0.19310023592542	0.146813315130958
Nvec_NVE23841	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.193049980043187	0.146480511775605
Nvec_vc1.1_XM_032378338.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.193026806063827	0.135343175221892
Nvec_vc1.1_XM_032380190.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.193025141930251	0.0954826272838568
Nvec_vc1.1_XM_032381587.2	secretory	D|2d planula	D|2d planula	3	0.192755384839792	0.134663029848751
Nvec_vc1.1_XM_032376608.2	ectoderm.epidermis	D|4d.c planula	D|4d.c planula	5	0.191847102819596	0.100977727546551
Nvec_vc1.1_XM_001630131.3	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.191528545119705	0.0730919136872471
Nvec_vc1.1_XM_032384447.2	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.191528545119705	0.130724228011334
Nvec_vc1.1_XM_032380190.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.191351920819895	0.191351920819895
Nvec_vc1.1_XM_001638761.3	gland.mucous	D|4d.c planula	D|4d.c planula	5	0.19122746934068	0.0848649550160091
Nvec_vc1.1_XM_048722809.1	ectoderm.pharyngeal	D|8d p.polyp	D|8d p.polyp	7	0.190854499617966	0.101468578499644
Nvec_vc1.1_XM_032381425.2	secretory	D|2d planula	D|2d planula	3	0.190791073078232	0.150061656092661
Nvec_vc1.1_XM_032376267.2	mesendoderm.embryonic	D|24h gastrula	D|24h gastrula	2	0.19077049737477	0.158878510571454
Nvec_vc1.1_XM_032362346.2	gland.mucous	D|5d p.polyp	D|5d p.polyp	6	0.190613587661848	0.102411811224777
Nvec_vc1.1_XM_001632947.3	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.190465892239249	0.172888019921894
Nvec_vc1.1_XM_001635315.3	NPC	D|4d.c planula	D|4d.c planula	5	0.190259312427547	0.0559249208031765
Nvec_vc1.1_XM_032382158.2	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.190039318479685	0.0839445165558783
Nvec_vc1.1_XM_048730757.1	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.189777195281782	0.148071674584842
Nvec_vc1.1_XM_001636464.3	gland.mucous	D|2d planula	D|2d planula	3	0.189750646594602	0.0742262698912607
Nvec_vc1.1_XM_001640809.3	gland.mucous	D|2d planula	D|2d planula	3	0.18850827090014	0.0639826605347029
Nvec_vc1.1_XM_048733498.1	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.188472731873972	0.11415627649159
Nvec_vc1.1_XM_001630131.3	neuronal	D|4d.c planula	D|4d.c planula	5	0.188399525759587	0.0783891699364654
Nvec_vc1.1_XM_032370623.2	gastrodermis	D|2d planula	D|2d planula	3	0.188100805404001	0.0649242515325718
Nvec_vc1.1_XM_032380190.2	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.187909786825032	0.144810761683934
Nvec_v1g99666	cnidocyte	D|2d planula	D|2d planula	3	0.187841323737211	0.187841323737211
Nvec_vc1.1_XM_032374029.2	cnidocyte.mature	D|3d planula	D|3d planula	4	0.187665874247958	0.0658668942985946
Nvec_vc1.1_XM_001636163.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.187379991197976	0.0966807862635497
Nvec_vc1.1_XM_032363168.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.187303252885624	0.152435687345416
Nvec_vc1.1_XM_032364225.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.187303252885624	0.062721821294063
Nvec_vc1.1_XM_001622708.3	retractor muscle	D|16d p.polyp	D|16d p.polyp	8	0.187014653879427	0.0875292336392895
Nvec_vc1.1_XM_001641660.3	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.18684713490642	0.128029722537572
Nvec_vc1.1_XM_032383560.2	cnidocyte.mature	D|4d.c planula	D|4d.c planula	5	0.186647293503423	0.134425867491241
Nvec_vc1.1_XM_032371744.2	secretory	D|5d p.polyp	D|5d p.polyp	6	0.186620231361264	0.105023107369862
Nvec_vc1.1_XM_032370984.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.186561292571683	0.130610226063874
Nvec_vc1.1_XM_048722809.1	cnidocyte	D|2d planula	D|2d planula	3	0.186478632656675	0.0819065232250928
Nvec_vc1.1_XM_001639307.3	cnidocyte.mature	D|3d planula	D|3d planula	4	0.186464035641174	0.149032458953399
Nvec_vc1.1_XM_048731137.1	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.186440677966102	0.0897840286300681
Nvec_vc1.1_XM_048728028.1	secretory	D|3d planula	D|3d planula	4	0.186313443185518	0.143528938660034
Nvec_vc1.1_XM_001633156.3	NPC	D|2d planula	D|2d planula	3	0.186170969188813	0.11674777654719
Nvec_vc1.1_XM_032375378.2	cnidocyte.mature	D|4d.c planula	D|4d.c planula	5	0.186087052098728	0.111472218705679
Nvec_vc1.1_XM_032371744.2	gland.mucous	D|5d p.polyp	D|5d p.polyp	6	0.186076115620014	0.150000915013215
Nvec_vc1.1_XM_032363985.2	ectoderm.pharyngeal	D|24h gastrula	D|24h gastrula	2	0.185955056179775	0.179344971307084
Nvec_vc1.1_XM_032385556.2	secretory	D|4d.c planula	D|4d.c planula	5	0.184206178749724	0.0527334311443367
Nvec_vc1.1_XM_001637208.3	cnidocyte	D|3d planula	D|3d planula	4	0.183266985706322	0.0596453516640985
Nvec_vc1.1_XM_048730169.1	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.183077333646343	0.0651821194090678
Nvec_v1g93844	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.183002878157979	0.160545421717671
Nvec_vc1.1_XM_001635276.3	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.182783018867925	0.182783018867925
Nvec_vc1.1_XM_001630363.3	ectoderm.epidermis	D|24h gastrula	D|24h gastrula	2	0.182737620608623	0.0570839965600687
Nvec_vc1.1_XM_048728028.1	ectoderm.pharyngeal	D|3d planula	D|3d planula	4	0.18270680935323	0.0566455674860846
Nvec_vc1.1_XM_032366797.2	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.182609591157186	0.100001334369057
Nvec_vc1.1_XM_001634956.3	neuronal	D|4d.c planula	D|4d.c planula	5	0.181911872407089	0.158114497227597
Nvec_vc1.1_XM_032364001.2	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.18173875054609	0.0503653503872896
Nvec_vc1.1_XM_032363859.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.181574305519633	0.13551030910676
Nvec_vc1.1_XM_048724160.1	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.181236790640977	0.181236790640977
Nvec_vc1.1_XM_032362934.2	gastrodermis	D|2d planula	D|2d planula	3	0.181215900233827	0.121322890634947
Nvec_vc1.1_XM_001641552.3	NPC	D|4d.c planula	D|4d.c planula	5	0.181172120039652	0.0776594234025783
Nvec_vc1.1_XM_001625997.3	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.180083489210274	0.067339685867325
Nvec_vc1.1_XM_032375349.2	NPC	D|24h gastrula	D|24h gastrula	2	0.180060715956511	0.112198797026351
Nvec_vc1.1_XM_032363350.2	ectoderm.epidermis	D|24h gastrula	D|24h gastrula	2	0.179960491474997	0.0636760215921586
Nvec_vc1.1_XM_001634519.3	secretory	D|2d planula	D|2d planula	3	0.179365002187971	0.106502439868044
Nvec_vc1.1_XM_032366225.2	gastrodermis	D|2d planula	D|2d planula	3	0.17915908894085	0.108405716339672
Nvec_vc1.1_XM_032373619.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.179113995368899	0.102769200143977
Nvec_vc1.1_XM_048724387.1	neuronal	D|24h gastrula	D|24h gastrula	2	0.179098098696565	0.125407912159663
Nvec_vc1.1_XM_001633508.3	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.179045810243897	0.0654952099008434
Nvec_vc1.1_XM_048722428.1	cnidocyte	D|24h gastrula	D|24h gastrula	2	0.179002012925098	0.179002012925098
Nvec_vc1.1_XM_032371461.2	gland.mucous	D|2d planula	D|2d planula	3	0.178980774211964	0.0671411531896849
Nvec_vc1.1_XM_001637190.3	mesendoderm.embryonic	D|24h gastrula	D|24h gastrula	2	0.178895731651662	0.0754514710079076
Nvec_vc1.1_XM_001631403.3	cnidocyte	D|2d planula	D|2d planula	3	0.178797479028223	0.0673911970986871
Nvec_vc1.1_XM_001640781.3	gastrodermis	D|5d p.polyp	D|5d p.polyp	6	0.178492255485176	0.123105593885328
Nvec_vc1.1_XM_048723770.1	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.178387650085763	0.0921071054604201
Nvec_vc1.1_XM_048724711.1	NPC	D|3d planula	D|3d planula	4	0.17827099197039	0.159770176153133
Nvec_vc1.1_XM_048731147.1	neuronal	D|2d planula	D|2d planula	3	0.178109148942302	0.119142198415133
Nvec_vc1.1_XM_001625997.3	NPC	D|16d p.polyp	D|16d p.polyp	8	0.177970901774468	0.0782251787953539
Nvec_vc1.1_XM_001631403.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.177893228233608	0.114727600599468
Nvec_vc1.1_XM_032371996.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.177864199742559	0.0709290806873223
Nvec_vc1.1_XM_032383907.2	neuronal	D|3d planula	D|3d planula	4	0.17764663238011	0.0929389130959742
Nvec_vc1.1_XM_032382395.2	NPC	D|18h gastrula	D|18h gastrula	1	0.177544193670455	0.119058848341758
Nvec_vc1.1_XM_001623127.3	secretory	D|5d p.polyp	D|5d p.polyp	6	0.177385789389799	0.0599365497147515
Nvec_vc1.1_XM_001635374.3	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.17737003058104	0.085106986108532
Nvec_vc1.1_XM_032385089.2	NPC	D|18h gastrula	D|18h gastrula	1	0.177045781744889	0.0680697853537856
Nvec_vc1.1_XM_032386296.2	neuronal	D|2d planula	D|2d planula	3	0.176960247468634	0.16528508453101
Nvec_vc1.1_XM_032378402.2	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.176801345645532	0.0665996223592525
Nvec_vc1.1_XM_032382712.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.176673545249141	0.0642524423815685
Nvec_vc1.1_XM_032385185.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.176660593935465	0.176660593935465
Nvec_vc1.1_XM_032382712.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.176596063834926	0.100564304619512
Nvec_vc1.1_XM_032384912.2	gland.mucous	D|4d.c planula	D|4d.c planula	5	0.176541839103664	0.0774360290098464
Nvec_vc1.1_XM_032377759.2	ectoderm.epidermis	D|3d planula	D|3d planula	4	0.176500494233242	0.095523318197816
Nvec_vc1.1_XM_048726174.1	secretory	D|4d.c planula	D|4d.c planula	5	0.176362551232718	0.0784914967038792
Nvec_vc1.1_XM_048723945.1	ectoderm.epidermis	D|24h gastrula	D|24h gastrula	2	0.176340689403131	0.0854713141300861
Nvec_vc1.1_XM_001627662.3	neuronal	D|18h gastrula	D|18h gastrula	1	0.176155717761557	0.123461174007445
Nvec_vc1.1_XM_032381059.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.176155717761557	0.0949382028978545
Nvec_vc1.1_XM_032381587.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.176037634581219	0.0532141051694543
Nvec_vc1.1_XM_048728028.1	NPC	D|3d planula	D|3d planula	4	0.175887922756205	0.140407253687563
Nvec_vc1.1_XM_032385706.2	gland.mucous	D|5d p.polyp	D|5d p.polyp	6	0.175562699390907	0.162411691097648
Nvec_vc1.1_XM_048722428.1	gastrodermis	D|8d p.polyp	D|8d p.polyp	7	0.175335294372046	0.0785056402904833
Nvec_vc1.1_XM_032387283.2	secretory	D|2d planula	D|2d planula	3	0.175329411192687	0.110540230020246
Nvec_vc1.1_XM_001639101.3	NPC	D|18h gastrula	D|18h gastrula	1	0.1749764852673	0.0807227386958386
Nvec_NVE23841	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.17474940784731	0.129433648831613
Nvec_vc1.1_XM_032363418.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.174749360127863	0.0746929006436445
Nvec_vc1.1_XM_001623127.3	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.174659063458484	0.174659063458484
Nvec_vc1.1_XM_001634519.3	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.174486803519062	0.0815578767010445
Nvec_vc1.1_XM_032363350.2	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.174486803519062	0.148411809285314
Nvec_vc1.1_XM_032384420.2	NPC	D|18h gastrula	D|18h gastrula	1	0.17447753925343	0.0603919588152999
Nvec_vc1.1_XM_032385089.2	ectoderm.epidermis	D|24h gastrula	D|24h gastrula	2	0.174434507770821	0.0678377406235955
Nvec_vc1.1_XM_032375349.2	ectoderm.pharyngeal	D|24h gastrula	D|24h gastrula	2	0.174219725343321	0.164511764189079
Nvec_vc1.1_XM_048730757.1	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.174126921050929	0.0916608624592036
Nvec_vc1.1_XM_032378338.2	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.174074928570459	0.131420099121702
Nvec_vc1.1_XM_001640781.3	gland.mucous	D|2d planula	D|2d planula	3	0.173983685920817	0.144560046070206
Nvec_vc1.1_XM_048729186.1	ectoderm.pharyngeal	D|3d planula	D|3d planula	4	0.173676515373718	0.121271424245905
Nvec_vc1.1_XM_048729186.1	cnidocyte.mature	D|8d p.polyp	D|8d p.polyp	7	0.173480083857442	0.138827655046722
Nvec_vc1.1_XM_001636889.3	NPC	D|4d.c planula	D|4d.c planula	5	0.173142810262775	0.0714366996489925
Nvec_vc1.1_XM_001635275.3	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.173020527859238	0.173020527859238
Nvec_vc1.1_XM_001636889.3	gland.mucous	D|8d p.polyp	D|8d p.polyp	7	0.172988587579397	0.117551979279872
Nvec_vc1.1_XM_048724605.1	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.172863250431737	0.0522530794582963
Nvec_vc1.1_XM_032371744.2	cnidocyte.mature	D|5d p.polyp	D|5d p.polyp	6	0.1727359936729	0.149963750849441
Nvec_vc1.1_XM_032385572.2	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.172694688823721	0.122483898240613
Nvec_vc1.1_XM_001630131.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.172179463359422	0.0945920595561592
Nvec_vc1.1_XM_032371461.2	neuronal	D|2d planula	D|2d planula	3	0.172142486598651	0.139099732368289
Nvec_vc1.1_XM_032379504.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.17206028917175	0.17206028917175
Nvec_vc1.1_XM_001635315.3	secretory	D|2d planula	D|2d planula	3	0.17202314387125	0.147081919298011
Nvec_vc1.1_XM_032378648.2	gastrodermis	D|2d planula	D|2d planula	3	0.171925204727033	0.0872289368310609
Nvec_vc1.1_XM_032382719.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.171653183637653	0.0929249323614783
Nvec_vc1.1_XM_032381059.2	secretory	D|2d planula	D|2d planula	3	0.17160986045607	0.0606009674784562
Nvec_vc1.1_XM_048729481.1	ectoderm.embryonic	D|5d p.polyp	D|5d p.polyp	6	0.170613331930987	0.124230044262122
Nvec_vc1.1_XM_048724605.1	secretory	D|2d planula	D|2d planula	3	0.170078280740993	0.0862799609993766
Nvec_vc1.1_XM_001632368.2	neuronal	D|4d.c planula	D|4d.c planula	5	0.169622212670045	0.0740159126213177
Nvec_vc1.1_XM_032367127.2	mesendoderm.embryonic	D|2d planula	D|2d planula	3	0.169587838152028	0.0763758352467464
Nvec_vc1.1_XM_032377759.2	neuronal	D|5d p.polyp	D|5d p.polyp	6	0.169575168500772	0.0575066535843383
Nvec_vc1.1_XM_001635172.3	neuronal	D|24h gastrula	D|24h gastrula	2	0.1695127387408	0.0768398539623863
Nvec_vc1.1_XM_032386947.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.169502898376612	0.169502898376612
Nvec_vc1.1_XM_032364784.2	neuronal	D|5d p.polyp	D|5d p.polyp	6	0.16865781980585	0.120248648400429
Nvec_vc1.1_XM_032384420.2	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.168648069014941	0.0686397663486718
Nvec_vc1.1_XM_032374310.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.168516919126714	0.12874093310484
Nvec_vc1.1_XM_048719714.1	cnidocyte	D|16d p.polyp	D|16d p.polyp	8	0.168313235507773	0.11327130083628
Nvec_vc1.1_XM_032362346.2	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.168308282699073	0.100396477235022
Nvec_vc1.1_XM_001628635.3	ectoderm.pharyngeal	D|5d p.polyp	D|5d p.polyp	6	0.168201470989392	0.168201470989392
Nvec_vc1.1_XM_001634199.3	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.168065425140897	0.168065425140897
Nvec_vc1.1_XM_032376736.2	cnidocyte.mature	D|4d.c planula	D|4d.c planula	5	0.16795547456041	0.074264490968054
Nvec_vc1.1_XM_048722594.1	neuronal	D|4d.c planula	D|4d.c planula	5	0.167620548443655	0.0547251713147016
Nvec_vc1.1_XM_032376206.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.167120871019129	0.140083260762498
Nvec_vc1.1_XM_032382520.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.166827433794234	0.0743940760500625
Nvec_vc1.1_XM_032363418.2	ectoderm.epidermis	D|4d.c planula	D|4d.c planula	5	0.165761135812663	0.0549404820978839
Nvec_vc1.1_XM_032367750.2	cnidocyte	D|24h gastrula	D|24h gastrula	2	0.165756235735815	0.0581869073228853
Nvec_vc1.1_XM_001628635.3	NPC	D|5d p.polyp	D|5d p.polyp	6	0.165680034525558	0.0888655111728033
Nvec_vc1.1_XM_001627662.3	secretory	D|2d planula	D|2d planula	3	0.16500948120776	0.109505034718953
Nvec_vc1.1_XM_032375349.2	ectoderm.epidermis	D|24h gastrula	D|24h gastrula	2	0.164850417884882	0.151762396986708
Nvec_vc1.1_XM_032375228.2	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.164140033467535	0.142115472313641
Nvec_vc1.1_XM_032385089.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.163919742027947	0.0851677922635992
Nvec_vc1.1_XM_032364373.2	gastrodermis	D|8d p.polyp	D|8d p.polyp	7	0.163917525773196	0.108838284411803
Nvec_vc1.1_XM_032373089.2	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.163697264789469	0.0700626280106378
Nvec_vc1.1_XM_048724711.1	ectoderm.epidermis	D|3d planula	D|3d planula	4	0.163559318141003	0.145793190283132
Nvec_vc1.1_XM_032384063.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.163552736360012	0.163552736360012
Nvec_vc1.1_XM_032375505.2	NPC	D|2d planula	D|2d planula	3	0.163510612362165	0.0725787509807084
Nvec_vc1.1_XM_032375670.2	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.163336192109777	0.163336192109777
Nvec_vc1.1_XM_032384474.2	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.163307769426186	0.13902036695589
Nvec_vc1.1_XM_032365096.2	secretory	D|4d.c planula	D|4d.c planula	5	0.163181667177757	0.0718642655148994
Nvec_vc1.1_XM_032384447.2	cnidocyte	D|2d planula	D|2d planula	3	0.163118133549758	0.0843596139983639
Nvec_vc1.1_XM_048733302.1	retractor muscle	D|8d p.polyp	D|8d p.polyp	7	0.162968190792034	0.113767143577084
Nvec_vc1.1_XM_032378839.2	secretory	D|5d p.polyp	D|5d p.polyp	6	0.16276426361037	0.113962406160859
Nvec_vc1.1_XM_032387164.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.162573288953768	0.0620205361310763
Nvec_vc1.1_XM_001641660.3	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.162464985994398	0.118383663554725
Nvec_vc1.1_XM_032380001.2	neuronal	D|5d p.polyp	D|5d p.polyp	6	0.162432922649812	0.0929438715549211
Nvec_vc1.1_XM_032362396.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.162387533209797	0.0673119499620181
Nvec_vc1.1_XM_048720727.1	NPC	D|3d planula	D|3d planula	4	0.161616317332142	0.158477820355465
Nvec_vc1.1_XM_032363418.2	NPC	D|4d.c planula	D|4d.c planula	5	0.16148083990368	0.0634595325801699
Nvec_vc1.1_XM_001628964.3	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.161369183064716	0.052900270182442
Nvec_vc1.1_XM_048731137.1	neuronal	D|4d.c planula	D|4d.c planula	5	0.161320719440601	0.117372619847787
Nvec_vc1.1_XM_032381587.2	NPC	D|18h gastrula	D|18h gastrula	1	0.161207558715779	0.0593863859754005
Nvec_vc1.1_XM_032381059.2	gland.mucous	D|2d planula	D|2d planula	3	0.16097560145515	0.0834939245588778
Nvec_vc1.1_XM_001635120.3	cnidocyte	D|8d p.polyp	D|8d p.polyp	7	0.160951646691431	0.0509861888872836
Nvec_vc1.1_XM_001636622.3	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.16078282508752	0.16078282508752
Nvec_vc1.1_XM_048732404.1	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.16078282508752	0.16078282508752
Nvec_vc1.1_XM_001631375.3	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.160586018064149	0.125372856014207
Nvec_vc1.1_XM_048724387.1	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.160550845670421	0.150169372542438
Nvec_vc1.1_XM_032382185.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.160504141072953	0.0677502842560629
Nvec_vc1.1_XM_032374008.2	cnidocyte	D|16d p.polyp	D|16d p.polyp	8	0.160017434258318	0.134285593032235
Nvec_vc1.1_XM_032384889.2	secretory	D|2d planula	D|2d planula	3	0.159777986393438	0.11164215208356
Nvec_vc1.1_XM_032365192.2	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.159772374129755	0.0777423240472846
Nvec_vc1.1_XM_001634160.3	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.159549534099354	0.145119441332626
Nvec_vc1.1_XM_032383693.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.159382378370576	0.159382378370576
Nvec_NVE7697	ectoderm.embryonic	D|16d p.polyp	D|16d p.polyp	8	0.159359577353316	0.0604504453131823
Nvec_vc1.1_XM_032370984.2	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.159335495403602	0.114817913754768
Nvec_vc1.1_XM_032384889.2	gland.mucous	D|2d planula	D|2d planula	3	0.159318487248561	0.0585122316860955
Nvec_vc1.1_XM_048730757.1	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.159237536656891	0.0880150812529041
