gene	gene_name	common_name	og	pfam
Nvec_vc1.1_XM_032373496.2	Meox2/Meox1	""	Homeodomains.HG1.64:MEOX1/MEOX2	Homeodomain
Nvec_vc1.1_XM_001625899.3	""	""	Homeodomains.HG1.65:like:MEOX1/MEOX2	Homeodomain
Nvec_vc1.1_XM_032367075.2	Pdx1	""	Homeodomains.HG1.66:like:GSX1/GSX2	Homeodomain
Nvec_vc1.1_XM_032362307.2	Pdx1	""	Homeodomains.HG1.66:like:GSX1/GSX2	Homeodomain
Nvec_vc1.1_XM_001637733.3	Gsx1/Gsx2	""	Homeodomains.HG1.67:GSX1/GSX2	Homeodomain
Nvec_vc1.1_XM_001641575.3	Hoxa10/Hoxb9/Hoxc11/Hoxa9/Hoxd11/Hoxd9/Hoxd10/Hoxc9/Hoxc10/Hoxc12/Hoxa11/Hoxd12/Hoxb13/Hoxd13/Hoxc13/	""	Homeodomains.HG1.68:AC004080.3/AC012531.3/CDX1/CDX2/CDX4/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13	Homeodomain
Nvec_vc1.1_XM_032366733.2	""	Anthox1/Ax1	Homeodomains.HG1.68:AC004080.3/AC012531.3/CDX1/CDX2/CDX4/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13	Homeodomain
Nvec_vc1.1_XM_032362396.2	""	""	Homeodomains.HG1.69:HOXA3/HOXB3/HOXD3	Homeodomain
Nvec_vc1.1_XM_001634198.3	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain
Nvec_vc1.1_XM_001634199.3	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain
Nvec_vc1.1_XM_032383677.2	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain
Nvec_vc1.1_XM_032385169.2	""	""	Homeodomains.HG1.71:like:NOTO	Homeodomain
Nvec_vc1.1_XM_001628481.3	""	""	Homeodomains.HG1.72:like:NOTO	Homeodomain
Nvec_vc1.1_XM_032364561.2	Hnf1a/Hnf1b	""	Homeodomains.HG2.0:HNF1A/HNF1B	HNF-1_N/Homeodomain
Nvec_vc1.1_XM_032387312.2	""	""	Homeodomains.HG2.1:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/DUX4/DUXA/DUXB/ESX1/GSC/GSC2/HESX1/HOMEZ/ISL1/ISL2/ISX/LEUTX/LHX1/LHX2/LHX3/LHX4/LHX5/LHX6/LHX8/LHX9/LMX1A/LMX1B/MIXL1/NOBOX/OTP/OTX1/OTX2/PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF1/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/TPRX1/UNCX/VSX1/VSX2/ZFHX2/ZFHX3/ZFHX4	Homeodomain
Nvec_vc1.1_XM_032387414.2	/Duxbl1//AW822073/Gm4981/Duxf3	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048729604.1	Hesx1//Duxbl1/	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048728361.1	/Duxbl1//AW822073/Duxf3/Gm4981	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048720182.1	/Duxbl1//Gm4981	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain/Homeodomain
Nvec_vc1.1_XM_048728362.1	""	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048729380.1	AW822073//Duxf3/Duxbl1/	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_032387407.2	/Duxbl1//AW822073/Duxf3	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048728429.1	/Duxbl1//AW822073/Duxf3	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_032387408.2	/Duxbl1//AW822073/Duxf3	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048728436.1	/Duxbl1/	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048729175.1	/Duxbl1//AW822073/Duxf3	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048728521.1	/Duxbl1//AW822073/Duxf3/Gm4981	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048728452.1	/Duxbl1//AW822073/Duxf3/Gm4981	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048725701.1	/Duxbl1//AW822073/Duxf3/Gm4981	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048728392.1	""	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_001634768.3	""	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048733538.1	""	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_001623946.3	Hesx1	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain
Nvec_vc1.1_XM_048727075.1	Esx1	""	Homeodomains.HG2.12:ESX1	Homeodomain
Nvec_vc1.1_XM_032376939.2	""	""	Homeodomains.HG2.15:LEUTX	CUT/Homeodomain/Homeodomain
Nvec_vc1.1_XM_048727543.1	""	""	Homeodomains.HG2.17:like:RHOXF1	PAX/Homeodomain
Nvec_vc1.1_XM_048727305.1	Pax6/Pax4	""	Homeodomains.HG2.18:RHOXF1	PAX
Nvec_vc1.1_XM_032362713.2	Isl1/Isl2	Islet	Homeodomains.HG2.19:ISL1/ISL2	LIM/LIM/Homeodomain
Nvec_vc1.1_XM_048727956.1	""	""	Homeodomains.HG2.2:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/DUX4/DUXA/DUXB/ESX1/GSC/GSC2/HESX1/HOMEZ/ISL1/ISL2/ISX/LEUTX/LHX1/LHX2/LHX3/LHX4/LHX5/LHX6/LHX8/LHX9/LMX1A/LMX1B/MIXL1/NOBOX/OTP/OTX1/OTX2/PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF1/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/TPRX1/UNCX/VSX1/VSX2/ZFHX2/ZFHX3/ZFHX4	Homeodomain
Nvec_vc1.1_XM_001631673.3	Lhx5/Lhx1	""	Homeodomains.HG2.20:LHX1/LHX3/LHX4/LHX5/LMX1A/LMX1B	LIM/LIM/Homeodomain
Nvec_vc1.1_XM_048731858.1	Lhx3/Lhx4	""	Homeodomains.HG2.20:LHX1/LHX3/LHX4/LHX5/LMX1A/LMX1B	LIM/LIM/Homeodomain
Nvec_vc1.1_XM_048731137.1	Lmx1a/Lmx1b	LMX	Homeodomains.HG2.20:LHX1/LHX3/LHX4/LHX5/LMX1A/LMX1B	LIM/LIM/Homeodomain
Nvec_vc1.1_XM_048725765.1	Satb2/Satb1	""	Homeodomains.HG2.21:like:LEUTX	CUTL/Homeodomain
Nvec_NVE7697	Hopx	""	Homeodomains.HG2.24:like:LEUTX	Homeodomain
Nvec_vc1.1_XM_001639101.3	Pax5/Pax8/Pax2	""	Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9	PAX/Homeodomain
Nvec_vc1.1_XM_001628634.3	Pax7/Pax3	""	Homeodomains.HG2.28:PAX3/PAX7	PAX/Homeodomain
Nvec_vc1.1_XM_001628635.3	Pax7/Pax3	PAX3/7	Homeodomains.HG2.28:PAX3/PAX7	PAX/Homeodomain
Nvec_vc1.1_XM_032379347.2	""	""	Homeodomains.HG2.29:PAX4/PAX6	PAX/Homeodomain
Nvec_vc1.1_XM_001624560.3	""	""	Homeodomains.HG2.3:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/DUX4/DUXA/DUXB/ESX1/GSC/GSC2/HESX1/HOMEZ/ISL1/ISL2/ISX/LEUTX/LHX1/LHX2/LHX3/LHX4/LHX5/LHX6/LHX8/LHX9/LMX1A/LMX1B/MIXL1/NOBOX/OTP/OTX1/OTX2/PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF1/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/TPRX1/UNCX/VSX1/VSX2/ZFHX2/ZFHX3/ZFHX4	PAX/Homeodomain
Nvec_vc1.1_XM_032365212.2	""	""	Homeodomains.HG2.3:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/DUX4/DUXA/DUXB/ESX1/GSC/GSC2/HESX1/HOMEZ/ISL1/ISL2/ISX/LEUTX/LHX1/LHX2/LHX3/LHX4/LHX5/LHX6/LHX8/LHX9/LMX1A/LMX1B/MIXL1/NOBOX/OTP/OTX1/OTX2/PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF1/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/TPRX1/UNCX/VSX1/VSX2/ZFHX2/ZFHX3/ZFHX4	Homeodomain
Nvec_vc1.1_XM_001636862.3	Rhox3f/Rhox3h/Rhox3g/Rhox3a2/Rhox4a/Rhox3a/Rhox4a2/Rhox3c/Rhox3e/Rhox4c	""	Homeodomains.HG2.33:like:PAX1/PAX9	Homeodomain
Nvec_vc1.1_XM_001639164.3	""	""	Homeodomains.HG2.36:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/GSC/GSC2/ISX/MIXL1/NOBOX/OTP/OTX1/OTX2/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/UNCX/VSX1/VSX2	Homeodomain
Nvec_vc1.1_XM_001632929.3	Shox2	""	Homeodomains.HG2.41:SHOX/SHOX2	Homeodomain
Nvec_vc1.1_XM_001634956.3	Gsc2/Gsc//Obox1/Obox7/Obox2	""	Homeodomains.HG2.43:GSC/GSC2	Homeodomain
Nvec_vc1.1_XM_001647471.3	Otx1/Otx2	OtxC	Homeodomains.HG2.46:CRX/OTX1/OTX2	Homeodomain
Nvec_vc1.1_XM_032375635.2	Otx1/Otx2	OtxB	Homeodomains.HG2.46:CRX/OTX1/OTX2	Homeodomain
Nvec_vc1.1_XM_001647488.3	Otx1/Otx2	""	Homeodomains.HG2.46:CRX/OTX1/OTX2	Homeodomain
Nvec_vc1.1_XM_001631763.3	""	PaxA	Homeodomains.HG2.49:like:PAX1/PAX9	PAX
Nvec_vc1.1_XM_001634160.3	Rax	""	Homeodomains.HG2.57:RAX/RAX2	Homeodomain/OAR
Nvec_vc1.1_XM_001636859.3	Rhox4a2/Rhox3f/Rhox3h/Rhox3g/Rhox3a2/Rhox3a/Rhox3c/Rhox3e/Rhox7a/Rhox7b	""	Homeodomains.HG2.58:UNCX	Homeodomain/OAR
Nvec_vc1.1_XM_001627544.3	Rhox10/Rhox7a/Rhox7b/Rhox3f/Rhox3h/Rhox3g/Rhox3a2/Rhox3a/Rhox3c/Rhox3e	""	Homeodomains.HG2.58:UNCX	Homeodomain
Nvec_vc1.1_XM_001625754.3	""	""	Homeodomains.HG2.6:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/DUX4/DUXA/DUXB/ESX1/GSC/GSC2/HESX1/HOMEZ/ISL1/ISL2/ISX/LEUTX/LHX1/LHX2/LHX3/LHX4/LHX5/LHX6/LHX8/LHX9/LMX1A/LMX1B/MIXL1/NOBOX/OTP/OTX1/OTX2/PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF1/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/TPRX1/UNCX/VSX1/VSX2/ZFHX2/ZFHX3/ZFHX4	Homeodomain
Nvec_vc1.1_XM_001631173.3	Vsx1/Vsx2	""	Homeodomains.HG2.62:VSX1/VSX2	Homeodomain
Nvec_vc1.1_XM_001641660.3	Pitx3/Pitx2/Pitx1	""	Homeodomains.HG2.64:PITX1/PITX2/PITX3	Homeodomain
Nvec_vc1.1_XM_032379723.2	Alx3/Alx4/Alx1	""	Homeodomains.HG2.66:ALX1/ALX3/ALX4	Homeodomain/OAR
Nvec_vc1.1_XM_001635015.3	Rhox7a/Rhox7b/Prop1/Rhox2e/Rhox2h/Rhox2f/Rhox2d/Rhox2g/Rhox2b/Rhox2c/Rhox2a	""	Homeodomains.HG2.68:like:ARX/OTP	Homeodomain
Nvec_vc1.1_XM_001630676.3	""	""	Homeodomains.HG2.68:like:ARX/OTP	Homeodomain
Nvec_vc1.1_XM_032383560.2	Otp	""	Homeodomains.HG2.69:OTP	Homeodomain/OAR
Nvec_vc1.1_XM_001634116.3	""	""	Homeodomains.HG2.70:ARX	Homeodomain/OAR
Nvec_vc1.1_XM_001631375.3	""	""	Homeodomains.HG2.70:ARX	Homeodomain/OAR
Nvec_vc1.1_XM_032371032.2	Rhox7a/Rhox7b	""	Homeodomains.HG2.70:ARX	Homeodomain/OAR
Nvec_vc1.1_XM_032379348.2	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain
Nvec_vc1.1_XM_048733519.1	""	""	Homeodomains.HG2.73:like:DMBX1	Homeodomain
Nvec_vc1.1_XM_032379398.2	Dmbx1	""	Homeodomains.HG2.75:DMBX1	Homeodomain
Nvec_vc1.1_XM_032379400.2	""	""	Homeodomains.HG2.76:like:DMBX1	Homeodomain
Nvec_vc1.1_XM_032379394.2	""	""	Homeodomains.HG2.77:like:DMBX1	Homeodomain
Nvec_vc1.1_XM_032384949.2	Lhx9/Lhx2	""	Homeodomains.HG2.8:LHX2/LHX9	LIM/LIM/Homeodomain
Nvec_vc1.1_XM_032374041.2	Lhx8/Lhx6	""	Homeodomains.HG2.9:LHX6/LHX8/ZFHX2/ZFHX3/ZFHX4	LIM/LIM/Homeodomain
Nvec_vc1.1_XM_032386992.2	Onecut2/Onecut3/Onecut1	""	Homeodomains.HG3.13:ONECUT1/ONECUT2/ONECUT3	CUT/Homeodomain
Nvec_vc1.1_XM_032385577.2	Cers6/Cers5	""	Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	Homeodomain/TRAM_LAG1_CLN8
Nvec_vc1.1_XM_032381059.2	Cers6/Cers5	""	Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	Homeodomain/TRAM_LAG1_CLN8
Nvec_vc1.1_XM_032376608.2	Meis3/Meis2/Meis1	""	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	Meis_PKNOX_N/Homeobox_KN
Nvec_vc1.1_XM_032380190.2	Pknox2/Pknox1	""	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	Meis_PKNOX_N/Homeobox_KN
Nvec_vc1.1_XM_001633995.3	Irx6	""	Homeodomains.HG3.22:IRX1/IRX2/IRX3/IRX4/IRX5/IRX6/MKX	Homeobox_KN
Nvec_vc1.1_XM_001623084.3	Six4/Six5	Six4/5	Homeodomains.HG3.24:SIX4/SIX5	SIX1_SD/Homeodomain
Nvec_vc1.1_XM_001625457.2	Six4/Six5	""	Homeodomains.HG3.24:SIX4/SIX5	SIX1_SD/Homeodomain
Nvec_vc1.1_XM_001625109.3	Six3/Six6	Six3/6	Homeodomains.HG3.30:SIX3/SIX6	SIX1_SD/Homeodomain
Nvec_vc1.1_XM_001634946.3	""	""	Homeodomains.HG3.31:SIX1/SIX2	SIX1_SD/Homeodomain
Nvec_vc1.1_XM_001626384.3	Six1/	""	Homeodomains.HG3.31:SIX1/SIX2	SIX1_SD/Homeodomain
Nvec_vc1.1_XM_032382395.2	Tgif1/Tgif2	""	Homeodomains.HG3.34:TGIF1	Homeobox_KN
Nvec_vc1.1_XM_032371469.2	Satb2/Satb1	""	Homeodomains.HG3.4:SATB1/SATB2/ZHX1/ZHX2/ZHX3	CSTF1_dimer/CUT
Nvec_vc1.1_XM_001633541.3	""	""	Homeodomains.HG3.5:like:IRX1/IRX2/IRX3/IRX4/IRX5/IRX6/MKX/ONECUT1/ONECUT2/ONECUT3	SIX1_SD/Homeobox_KN
Nvec_vc1.1_XM_001635374.3	Pbx4/Pbx2/Pbx1	""	Homeodomains.HG3.7:PBX1/PBX2/PBX3/PBX4	PBC/Homeodomain
Nvec_vc1.1_XM_032373099.2	Pou3f2/Pou3f1/Pou3f4/Pou3f3	""	Homeodomains.HG4.10:POU3F1/POU3F2/POU3F3/POU3F4	Pou/Homeodomain
Nvec_vc1.1_XM_032379457.2	""	""	Homeodomains.HG4.2:POU1F1	Pou/Homeodomain
Nvec_vc1.1_XM_001636163.3	Ppcs	""	Homeodomains.HG4.4:POU6F1/POU6F2	DFP/DFP/Pou/Homeodomain
Nvec_vc1.1_XM_032363992.2	Pou4f3/Pou4f1/Pou4f2	Pou4	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	Pou/Homeodomain
Nvec_vc1.1_XM_032385556.2	Pou5f1/Pou5f2	""	Homeodomains.HG4.9:like:POU3F1/POU3F2/POU3F3/POU3F4	Pou/Homeodomain
Nvec_vc1.1_XM_001625118.3	""	""	HSF.HG1.0:like:HSF1/HSF2/HSF4/HSF5/HSFX1/HSFX2/HSFX3/HSFX4/HSFY1/HSFY2	HSF_DNA-bind
Nvec_vc1.1_XM_001633014.3	Hsf5	HSF-like	HSF.HG1.4:like:HSF1/HSF2/HSF4	HSF_DNA-bind
Nvec_vc1.1_XM_032364329.2	Hsf1/Hsf2/Hsf4/Hsf3	""	HSF.HG1.5:HSF1/HSF2/HSF4	HSF_DNA-bind/Vert_HS_TF
Nvec_vc1.1_XM_001622271.3	""	IRF1-2c	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	IRF
Nvec_vc1.1_XM_032361976.2	""	""	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	IRF
Nvec_vc1.1_XM_001637508.3	""	""	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	IRF
Nvec_vc1.1_XM_048720727.1	Irf7/Irf4/Irf8/Irf5/Irf9/Irf6/Irf3	""	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	IRF/IRF-3
Nvec_vc1.1_XM_032364373.2	Irf7/Irf4/Irf8/Irf5/Irf9/Irf6/Irf3	""	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	IRF
Nvec_vc1.1_XM_001633484.3	Rbpj/Rbpjl	""	LAG1_CSL.HG1.0:RBPJ/RBPJL	LAG1-DNAbind/BTD
Nvec_vc1.1_XM_001635041.3	Srf	""	MADS-box_SRF.HG1.0:SRF	SRF-TF
Nvec_vc1.1_XM_032362959.2	""	""	MADS-box_SRF.HG1.1:like:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D	SRF-TF
Nvec_vc1.1_XM_032377792.2	Mef2c/Mef2b/Mef2a/Mef2d	""	MADS-box_SRF.HG1.2:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D	SRF-TF/HJURP_C
Nvec_vc1.1_XM_001641783.3	""	""	mTERF.HG1.0:MTERF4	mTERF
Nvec_vc1.1_XM_001626351.3	Mterf3	""	mTERF.HG1.1:MTERF1/MTERF2	mTERF
Nvec_vc1.1_XM_001630333.3	Cdc5lrt1/Cdc5lrt10/Cdc5lrt9/Cdc5lrt7/Cdc5lrt4/Cdc5l/Cdc5lrt8/Cdc5lrt6/Cdc5lrt5	""	Myb.HG1.0:CDC5L	Myb_DNA-bind_6/Myb_Cef
Nvec_vc1.1_XM_032372883.2	Rcor1/Rcor2/Rcor3	""	Myb.HG1.10:RCOR1/RCOR2/RCOR3	ELM2/Myb_DNA-binding
Nvec_vc1.1_XM_032367750.2	0610010K14Rik	""	Myb.HG1.10:RCOR1/RCOR2/RCOR3	Myb_DNA-binding
Nvec_vc1.1_XM_048730169.1	Mis18bp1	""	Myb.HG1.11:MIS18BP1	SANTA/Myb_DNA-binding
Nvec_vc1.1_XM_032385746.2	Dmtf1/Dmtf1l	""	Myb.HG1.2:DMTF1/TTF1	Myb_DNA-binding/Myb_DNA-binding
Nvec_vc1.1_XM_001637529.3	Ttf1	""	Myb.HG1.2:DMTF1/TTF1	Myb_DNA-binding/Myb_DNA-binding
Nvec_vc1.1_XM_048731081.1	""	""	Myb.HG1.21:like:MIER1/MIER2/MIER3/MTA1/MTA3	Myb_DNA-binding
Nvec_vc1.1_XM_048726224.1	Tada2a	""	Myb.HG1.22:TADA2A	Myb_DNA-binding
Nvec_vc1.1_XM_032361813.2	""	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding
Nvec_vc1.1_XM_048727677.1	""	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding
Nvec_vc1.1_XM_032366797.2	Terf2/Terf1	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding
Nvec_vc1.1_XM_001637502.3	""	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding
Nvec_vc1.1_XM_001630974.3	""	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding
Nvec_vc1.1_XM_048733743.1	""	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding
Nvec_vc1.1_XM_032364281.2	""	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding
Nvec_vc1.1_XM_048725593.1	Mybl2/Myb/Mybl1	""	Myb.HG1.3:MYB/MYBL1/MYBL2	Myb_DNA-binding/Myb_DNA-bind_6/Cmyb_C
Nvec_vc1.1_XM_048722810.1	""	""	Myb.HG1.5:like:DNAJC1/DNAJC2	Myb_DNA-bind_4
Nvec_vc1.1_XM_032382185.2	Snapc4	""	Myb.HG1.7:like:TERB1/TERF2	Myb_DNA-binding/Myb_DNA-binding/Myb_DNA-binding
Nvec_vc1.1_XM_048727123.1	Ncor2/Ncor1	""	Myb.HG1.9:NCOR1/NCOR2	GPS2_interact/Myb_DNA-binding
Nvec_vc1.1_XM_001628318.3	""	""	Myb.HG2.2:NA	MADF_DNA_bdg
Nvec_vc1.1_XM_032372575.2	""	""	Myb.HG2.2:NA	MADF_DNA_bdg
Nvec_vc1.1_XM_048727600.1	""	""	Myb.HG2.3:NA	MADF_DNA_bdg
Nvec_vc1.1_XM_001625437.3	""	""	Myb.HG2.3:NA	MADF_DNA_bdg
Nvec_vc1.1_XM_048726087.1	""	""	Myb.HG2.5:NA	MADF_DNA_bdg/BESS
Nvec_vc1.1_XM_048732095.1	""	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_048733498.1	Msantd2	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4/Myb_DNA-bind_4/Myb_DNA-bind_4/Myb_DNA-bind_4
Nvec_vc1.1_XM_032378442.2	Msantd2	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_048721609.1	Msantd2	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_032376092.2	""	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_032375153.2	Msantd2	""	Myb.HG3.1:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_048722688.1	Msantd2	""	Myb.HG3.1:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_048730780.1	Msantd4/Mypop	""	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	Myb_DNA-bind_5
Nvec_vc1.1_XM_048730926.1	Msantd4/Mypop	""	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	Myb_DNA-bind_5
Nvec_vc1.1_XM_048725947.1	Msantd4/Mypop	""	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	Myb_DNA-bind_5
Nvec_vc1.1_XM_048733733.1	Msantd4/Mypop	""	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	Myb_DNA-bind_5
Nvec_vc1.1_XM_001637155.3	Dmap1	""	Myb.HG5.0:DMAP1	SANT_DAMP1_like/DMAP1
Nvec_vc1.1_XM_048724605.1	Bdp1	""	Myb.HG6.0:BDP1	Myb_DNA-bind_7
Nvec_vc1.1_XM_001636464.3	Terf2ip	""	Myb.HG7.0:TERF2IP	BRCT_2/Myb_DNA-bind_2
Nvec_vc1.1_XM_032384789.2	Myrf/Myrfl	""	Ndt80_PhoG.HG1.0:MYRF/MYRFL	NDT80_PhoG/Peptidase_S74/MRF_C1/MRF_C2
Nvec_vc1.1_XM_048733199.1	Nfxl1	""	NFX1_ZF.HG1.0:NFXL1	zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1
