gene	deepTools_group	rank	gene_length	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_001623107.3	cluster_8	8810	2383	Gdf5/Gdf7/Gdf6	""	""	TGFb_propeptide/TGF_beta	""
Nvec_NVE3356	cluster_8	8811	915	""	""	""	""	""
Nvec_vc1.1_XM_048729304.1	cluster_8	8812	8513	""	""	""	DUF4787	""
Nvec_vc1.1_XM_048719677.1	cluster_8	8813	2280	""	""	""	""	""
Nvec_vc1.1_XM_032376232.2	cluster_8	8814	6601	Mrpl44	""	""	Ribonucleas_3_3	""
Nvec_v1g243618	cluster_8	8815	1205	""	""	""	""	""
Nvec_vc1.1_XM_032381661.2	cluster_8	8816	7718	1110059G10Rik	""	""	DUF4604	""
Nvec_vc1.1_XM_001640257.3	cluster_8	8817	13576	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032367135.2	cluster_8	8818	10220	Ephx2	""	""	HAD_2/Abhydrolase_1	""
Nvec_vc1.1_XM_048722082.1	cluster_8	8819	1202	""	""	""	RVT_1	""
Nvec_vc1.1_XM_001630404.3	cluster_8	8820	14366	Mindy4b-ps	""	""	DUF4205	""
Nvec_vc1.1_XM_032365880.2	cluster_8	8821	5389	""	""	""	MFS_1	""
Nvec_vc1.1_XM_001628238.3	cluster_8	8822	6450	Mest	""	""	Abhydrolase_6	""
Nvec_vc1.1_XM_032365949.2	cluster_8	8823	7716	""	""	""	""	""
Nvec_vc1.1_XM_001638382.3	cluster_8	8824	3288	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048724964.1	cluster_8	8825	18768	Rev1	""	""	BRCT_2/IMS/IMS_C/REV1_C	""
Nvec_vc1.1_XM_048733548.1	cluster_8	8826	15232	""	""	""	HNOB/HNOBA/Guanylate_cyc/HNOB/HNOBA/Guanylate_cyc	""
Nvec_NVE7212	cluster_8	8827	1164	Saysd1	""	""	SAYSvFN	""
Nvec_vc1.1_XM_032372288.2	cluster_8	8828	3974	Slc25a26	""	""	Mito_carr/Mito_carr/Mito_carr	""
Nvec_vc1.1_XM_001630148.3	cluster_8	8829	6685	""	""	""	Pkinase	""
Nvec_vc1.1_XM_001641617.3	cluster_8	8830	3903	""	GABA transporter	""	Aa_trans	""
Nvec_vc1.1_XM_048726412.1	cluster_8	8831	7460	Cyp2w1/Cyp2c37/Cyp2c40/Cyp2c39/Cyp2c68/Cyp2c50/Cyp2c69/Cyp2c55/Cyp2c54/Cyp2c67	""	""	p450	""
Nvec_vc1.1_XM_048733662.1	cluster_8	8832	7944	Wnt8a/Wnt8b	""	""	wnt	""
Nvec_vc1.1_XM_032371677.2	cluster_8	8833	8548	Clec3b/Klrh1	""	""	Lectin_C/PAN_1	""
Nvec_vc1.1_XM_001623035.3	cluster_8	8834	29998	""	""	""	ANF_receptor/Pkinase_Tyr/Guanylate_cyc	""
Nvec_vc1.1_XM_048722999.1	cluster_8	8835	10824	""	""	""	zf-RING_UBOX	""
Nvec_vc1.1_XM_048728881.1	cluster_8	8836	17448	Cspg5	""	""	SEA	""
Nvec_vc1.1_XM_032372560.2	cluster_8	8837	14166	""	""	""	DnaJ/DUF3395	""
Nvec_vc1.1_XM_048721305.1	cluster_8	8838	7475	""	""	""	""	""
Nvec_vc1.1_XM_001638273.3	cluster_8	8839	1637	Gpr88/Mtnr1b	""	""	7tm_1	""
Nvec_NVE24207	cluster_8	8840	1250	""	""	""	""	""
Nvec_vc1.1_XM_048722341.1	cluster_8	8841	8441	""	""	""	PA/Peptidase_M28/TFR_dimer	""
Nvec_vc1.1_XM_001638977.3	cluster_8	8842	1087	Cd302/Klrh1	""	""	Lectin_C	""
Nvec_vc1.1_XM_048723001.1	cluster_8	8843	17965	Ufsp1	""	""	Peptidase_C78	""
Nvec_vc1.1_XM_048723054.1	cluster_8	8844	821	""	""	""	""	""
Nvec_vc1.1_XM_032373174.2	cluster_8	8845	3831	Adra2a/Adra2b/Drd3/Adra2c	""	""	7tm_1	""
Nvec_vc1.1_XM_032371081.1	cluster_8	8846	857	""	""	""	""	""
Nvec_vc1.1_XM_048719401.1	cluster_8	8847	8879	""	""	""	7tm_7	""
Nvec_vc1.1_XM_048728538.1	cluster_8	8848	2509	""	""	""	""	""
Nvec_vc1.1_XM_048724521.1	cluster_8	8849	12797	Stac/Stac3/Stac2	""	""	C1_1/SH3_9/SH3_9	""
Nvec_vc1.1_XM_001640398.3	cluster_8	8850	2835	Gng13	""	""	G-gamma	""
Nvec_vc1.1_XM_048733915.1	cluster_8	8851	11535	""	""	""	""	""
Nvec_vc1.1_XM_048730033.1	cluster_8	8852	1464	""	""	""	""	""
Nvec_vc1.1_XM_032363929.2	cluster_8	8853	2020	""	""	""	Tctex-1	""
Nvec_vc1.1_XM_032382548.2	cluster_8	8854	1115	H2bc7/H2bc13/H2bc13/H2bc9/H2bc4/H2bc14/H2bc14/H2bc15/H2bc15/H2bc8/H2bc11/H2bc11/H2bc6/H2bc21	""	""	Histone	""
Nvec_vc1.1_XM_001635125.3	cluster_8	8855	12480	Mgat3	""	""	Glyco_transf_17	""
Nvec_vc1.1_XM_001639785.3	cluster_8	8856	1306	""	""	""	Pentaxin	""
Nvec_vc1.1_XM_032384838.2	cluster_8	8857	1897	""	""	""	Ras	""
Nvec_vc1.1_XM_001625375.3	cluster_8	8858	9808	""	""	""	Maf	""
Nvec_vc1.1_XM_032382396.2	cluster_8	8859	3549	""	""	""	""	""
Nvec_vc1.1_XM_001632910.3	cluster_8	8860	1931	""	""	""	F-box-like	""
Nvec_vc1.1_XM_032378458.2	cluster_8	8861	2560	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032375603.2	cluster_8	8862	4372	""	""	""	Ion_trans_2/Ion_trans_2	""
Nvec_vc1.1_XM_032380470.2	cluster_8	8863	2879	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048721153.1	cluster_8	8864	1064	""	""	""	Histone	""
Nvec_vc1.1_XM_032370011.2	cluster_8	8865	10856	""	""	Homeodomains.HG1.37:NKX6-1/NKX6-2/NKX6-3	Homeodomain	tfs
Nvec_v1g239391	cluster_8	8866	780	""	""	""	""	""
Nvec_vc1.1_XM_032384225.2	cluster_8	8867	3212	""	""	""	7tm_1	""
Nvec_NVE23842	cluster_8	8868	1935	""	""	""	""	""
Nvec_vc1.1_XM_032367348.2	cluster_8	8869	28977	Dlc1/Stard13/Stard8	""	""	RhoGAP/START	""
Nvec_vc1.1_XM_032376191.2	cluster_8	8870	6538	""	""	""	Peptidase_A17	""
Nvec_vc1.1_XM_001635061.3	cluster_8	8871	3871	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032383627.2	cluster_8	8872	14056	""	""	""	ABC_tran/ABC2_membrane_7/ABC2_membrane	""
Nvec_vc1.1_XM_001633146.3	cluster_8	8873	1891	Orai2/Orai3/	""	""	Orai-1	""
Nvec_vc1.1_XM_032364180.2	cluster_8	8874	1629	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048731680.1	cluster_8	8875	1482	""	""	""	""	""
Nvec_vc1.1_XM_032366881.2	cluster_8	8876	6013	Lyve1/Stab2/Stab1/Tnfaip6	""	""	Xlink/Lectin_C	""
Nvec_vc1.1_XM_032376110.2	cluster_8	8877	20366	""	""	""	""	""
Nvec_vc1.1_XM_001624807.3	cluster_8	8878	1774	""	""	""	L51_S25_CI-B8	""
Nvec_vc1.1_XM_001628971.3	cluster_8	8879	6606	Zfp691	""	zf-C2H2.HG1.87:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-met/zf-C2H2/zf-C2H2_4/zf-C2H2/zf-met/zf-C2H2_4/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6	tfs
Nvec_vc1.1_XM_001628794.3	cluster_8	8880	9382	""	""	""	FGF	""
Nvec_vc1.1_XM_032364401.2	cluster_8	8881	1164	""	""	""	Insulin	""
Nvec_vc1.1_XM_048723408.1	cluster_8	8882	2989	""	""	""	""	""
Nvec_NVE16374	cluster_8	8883	7377	""	""	""	""	""
Nvec_vc1.1_XM_048725039.1	cluster_8	8884	5740	""	""	""	TPR_1/TPR_12	""
Nvec_vc1.1_XM_048733561.1	cluster_8	8885	1183	""	""	""	""	""
Nvec_vc1.1_XM_048731960.1	cluster_8	8886	41660	""	""	""	Collagen/Collagen/Collagen/Collagen/Collagen	""
Nvec_vc1.1_XM_048726528.1	cluster_8	8887	3315	""	""	""	Glyco_hydro_9	""
Nvec_vc1.1_XM_032362819.2	cluster_8	8888	14648	""	""	""	Ig_3/Ig_3/I-set/WAP/Fibrinogen_C	""
Nvec_vc1.1_XM_032364755.2	cluster_8	8889	3196	""	""	""	""	""
Nvec_vc1.1_XM_032373062.2	cluster_8	8890	4352	""	""	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box	tfs
Nvec_vc1.1_XM_048725835.1	cluster_8	8891	7997	""	""	""	VWA_2	""
Nvec_vc1.1_XM_032364205.2	cluster_8	8892	1951	""	""	""	""	""
Nvec_vc1.1_XM_048727318.1	cluster_8	8893	743	""	""	""	HTH_Tnp_Tc5	""
Nvec_vc1.1_XM_048721761.1	cluster_8	8894	859	""	""	""	""	""
Nvec_vc1.1_XM_032367409.2	cluster_8	8895	9060	""	""	""	""	""
Nvec_vc1.1_XM_048726203.1	cluster_8	8896	1211	""	""	""	p450	""
Nvec_vc1.1_XM_001633016.3	cluster_8	8897	1732	""	""	""	""	""
Nvec_vc1.1_XM_048722849.1	cluster_8	8898	1859	Adora2a/Adora2b/Hrh4/Adrb2/Htr1b/Htr1a	""	""	7tm_1/7TM_GPCR_Srv	""
Nvec_vc1.1_XM_032363538.2	cluster_8	8899	10998	""	""	""	CH/CH	""
Nvec_vc1.1_XM_048728230.1	cluster_8	8900	1960	""	""	""	""	""
Nvec_vc1.1_XM_048731336.1	cluster_8	8901	12868	Kcnc4/Kcnc2/Kcnc1/Kcnc3	""	""	BTB_2/Ion_trans	""
Nvec_vc1.1_XM_048728545.1	cluster_8	8902	7517	""	""	""	TSP_1/CAP	""
Nvec_vc1.1_XM_032385541.2	cluster_8	8903	10360	""	""	""	SH2/PH	""
Nvec_vc1.1_XM_032380476.2	cluster_8	8904	2783	""	""	""	""	""
Nvec_vc1.1_XM_032383867.2	cluster_8	8905	21388	Mcm9	""	""	MCM_OB/MCM/MCM_lid	""
Nvec_vc1.1_XM_048730674.1	cluster_8	8906	803	""	""	""	Baculo_FP	""
Nvec_vc1.1_XM_001639089.3	cluster_8	8907	5090	Ociad1/Ociad2	""	""	OCIA	""
Nvec_vc1.1_XM_048732205.1	cluster_8	8908	18296	""	""	""	7tm_2	""
Nvec_vc1.1_XM_001619503.3	cluster_8	8909	1840	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001635876.3	cluster_8	8910	2425	Rtbdn	""	""	Folate_rec	""
Nvec_vc1.1_XM_001635587.3	cluster_8	8911	2509	""	""	""	F-box-like/LRR_6	""
Nvec_vc1.1_XM_048733991.1	cluster_8	8912	57621	""	""	""	ANF_receptor/Lig_chan-Glu_bd/Lig_chan	""
Nvec_vc1.1_XM_001640781.3	cluster_8	8913	4409	Nkx1-1/Nkx1-2	""	Homeodomains.HG1.41:NKX1-1/NKX1-2	Homeodomain	tfs
Nvec_vc1.1_XM_048732740.1	cluster_8	8914	2602	Ncam2/Ncam1	""	""	Ig_3	""
Nvec_vc1.1_XM_032378189.2	cluster_8	8915	5439	Fam204a	""	""	""	""
Nvec_vc1.1_XM_032363143.2	cluster_8	8916	24563	""	""	""	PDZ	""
Nvec_NVE1680	cluster_8	8917	768	Mzt2	""	""	MOZART2	""
Nvec_vc1.1_XM_001640912.3	cluster_8	8918	6127	""	""	""	WAP/VWA	""
Nvec_vc1.1_XM_032370764.2	cluster_8	8919	35251	Arhgef33	""	""	RhoGEF	""
Nvec_NVE19563	cluster_8	8920	12716	""	""	""	""	""
Nvec_vc1.1_XM_032372074.2	cluster_8	8921	3495	""	""	""	DUF1759	""
Nvec_NVE10034	cluster_8	8922	6306	Nptn/Bsg/Emb	""	""	""	""
Nvec_vc1.1_XM_001633501.3	cluster_8	8923	2869	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048734755.1	cluster_8	8924	30699	""	""	""	DDE_Tnp_4	""
Nvec_vc1.1_XM_001636837.3	cluster_8	8925	2239	""	""	""	""	""
Nvec_vc1.1_XM_032383713.2	cluster_8	8926	19060	""	""	""	SET/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	""
Nvec_v1g210333	cluster_8	8927	6308	""	""	""	""	""
Nvec_v1g239768	cluster_8	8928	1826	""	""	""	""	""
Nvec_vc1.1_XM_032362403.2	cluster_8	8929	17886	""	""	""	Glyco_transf_18	""
Nvec_vc1.1_XM_048728504.1	cluster_8	8930	6183	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048722419.1	cluster_8	8931	914	""	""	""	""	""
Nvec_vc1.1_XM_048733566.1	cluster_8	8932	2704	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032372064.2	cluster_8	8933	6747	""	""	""	""	""
Nvec_vc1.1_XM_032372185.2	cluster_8	8934	7415	""	""	""	Aa_trans	""
Nvec_vc1.1_XM_048724846.1	cluster_8	8935	4423	""	""	""	""	""
Nvec_vc1.1_XM_048731793.1	cluster_8	8936	23343	Agl	""	""	hGDE_N/hDGE_amylase/hGDE_central/GDE_C	""
Nvec_vc1.1_XM_001641675.3	cluster_8	8937	1707	""	""	""	""	""
Nvec_vc1.1_XM_048723666.1	cluster_8	8938	17535	Galnt13/Galnt1	""	""	Glycos_transf_2/Ricin_B_lectin	""
Nvec_vc1.1_XM_032384349.2	cluster_8	8939	6588	""	""	""	""	""
Nvec_vc1.1_XM_001628045.2	cluster_8	8940	7306	Mtf1	""	zf-C2H2.HG2.4:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_032382365.1	cluster_8	8941	7244	""	""	""	RVT_1	""
Nvec_vc1.1_XM_032381371.2	cluster_8	8942	29189	Trp53i11	""	""	p53-inducible11	""
Nvec_NVE23565	cluster_8	8943	4329	""	""	""	""	""
Nvec_vc1.1_XM_048722294.1	cluster_8	8944	12545	Gtpbp10	""	""	GTP1_OBG/MMR_HSR1	""
Nvec_vc1.1_XM_048725787.1	cluster_8	8945	6707	Rab29	""	""	Ras	""
Nvec_vc1.1_XM_001637019.3	cluster_8	8946	1360	Pigp	""	""	PIG-P	""
Nvec_vc1.1_XM_048728569.1	cluster_8	8947	12348	""	Shak1 ion channel	""	BTB_2/Ion_trans	""
Nvec_v1g240682	cluster_8	8948	6605	""	""	""	""	""
Nvec_vc1.1_XM_048727815.1	cluster_8	8949	4129	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048727614.1	cluster_8	8950	2693	""	""	""	Neur_chan_LBD/Neur_chan_memb	""
Nvec_vc1.1_XM_032365917.2	cluster_8	8951	5808	Taar7f	""	""	7tm_1	""
Nvec_vc1.1_XM_032383743.2	cluster_8	8952	27051	Atp8b2/Atp8b4/Atp8b5	""	""	PhoLip_ATPase_N/Cation_ATPase/PhoLip_ATPase_C	""
Nvec_vc1.1_XM_048730570.1	cluster_8	8953	55191	""	""	""	KIAA1430/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin	""
Nvec_vc1.1_XM_001641821.3	cluster_8	8954	3271	Setmar	""	""	Pre-SET/SET	""
Nvec_NVE14336	cluster_8	8955	3149	Kptn	""	""	""	""
Nvec_vc1.1_XM_048723084.1	cluster_8	8956	2284	""	""	""	""	""
Nvec_vc1.1_XM_001633244.3	cluster_8	8957	7127	""	""	""	C2/C2	""
Nvec_vc1.1_XM_032372738.2	cluster_8	8958	3026	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032374853.2	cluster_8	8959	4422	""	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	tfs
Nvec_v1g87960	cluster_8	8960	1193	""	""	""	7tm_1/7tm_1	""
Nvec_vc1.1_XM_048732660.1	cluster_8	8961	2056	""	""	""	""	""
Nvec_vc1.1_XM_001641876.3	cluster_8	8962	2198	Vezt	""	""	Vezatin	""
Nvec_NVE14804	cluster_8	8963	1372	""	""	""	""	""
Nvec_vc1.1_XM_001638169.3	cluster_8	8964	6269	""	""	""	BTB_2/Ion_trans	""
Nvec_NVE125	cluster_8	8965	8531	""	""	""	""	""
Nvec_vc1.1_XM_048734045.1	cluster_8	8966	8463	Cyp2c54	""	""	p450	""
Nvec_vc1.1_XM_048732097.1	cluster_8	8967	7776	""	""	""	""	""
Nvec_vc1.1_XM_032372059.2	cluster_8	8968	4333	""	""	""	Fz/Fz	""
Nvec_vc1.1_XM_032378857.2	cluster_8	8969	9084	Crim1	""	""	IGFBP/Antistasin/Kunitz_BPTI	""
Nvec_vc1.1_XM_032380103.2	cluster_8	8970	1187	""	""	""	DUF1758	""
Nvec_vc1.1_XM_001630326.3	cluster_8	8971	5883	Vmn2r4/Casr/Vmn2r128/Vmn2r1/Vmn2r7/Gprc6a/Vmn2r3/Vmn2r5/Vmn2r2/Vmn2r56/Vmn2r53/Tas1r2/Vmn2r54/Tas1r1	""	""	ANF_receptor/NCD3G/7tm_3	""
Nvec_vc1.1_XM_048723075.1	cluster_8	8972	11448	""	""	""	""	""
Nvec_vc1.1_XM_048734589.1	cluster_8	8973	24364	""	""	""	""	""
Nvec_vc1.1_XM_001637221.3	cluster_8	8974	3469	""	""	""	Ion_trans_2/Ion_trans_2	""
Nvec_vc1.1_XM_032364773.2	cluster_8	8975	1692	""	NOTO	Homeodomains.HG1.59:like:NOTO	Homeodomain	tfs
Nvec_vc1.1_XM_001631934.3	cluster_8	8976	1635	""	""	""	DSBA	""
Nvec_vc1.1_XM_032364456.2	cluster_8	8977	3649	Aldoa	""	""	""	""
Nvec_vc1.1_XM_001629468.3	cluster_8	8978	1007	""	""	""	Cation_efflux	""
Nvec_v1g127536	cluster_8	8979	2811	""	""	""	Rhodanese	""
Nvec_vc1.1_XM_048722797.1	cluster_8	8980	2954	""	""	""	""	""
Nvec_vc1.1_XM_001629218.3	cluster_8	8981	7010	""	TBX20	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	tfs
Nvec_vc1.1_XM_032379464.2	cluster_8	8982	1845	""	""	""	""	""
Nvec_vc1.1_XM_032384029.2	cluster_8	8983	4363	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032384233.2	cluster_8	8984	14705	Kcnip2/Kcnip3/Kcnip4/Kcnip1	""	""	EF-hand_8/EF-hand_7	""
Nvec_vc1.1_XM_048723674.1	cluster_8	8985	8756	""	""	""	PAN_1/EGF/Fibrinogen_C	""
Nvec_vc1.1_XM_001622244.3	cluster_8	8986	13276	""	""	""	Astacin/Kringle	""
Nvec_vc1.1_XM_001630116.3	cluster_8	8987	10617	""	""	""	ATP12	""
Nvec_vc1.1_XM_048724277.1	cluster_8	8988	991	""	""	""	""	""
Nvec_vc1.1_XM_032373009.2	cluster_8	8989	8428	""	""	""	F5_F8_type_C	""
Nvec_vc1.1_XM_048728133.1	cluster_8	8990	1165	""	""	""	""	""
Nvec_vc1.1_XM_032380661.2	cluster_8	8991	1724	""	""	""	""	""
Nvec_vc1.1_XM_001639407.3	cluster_8	8992	6236	""	""	""	""	""
Nvec_vc1.1_XM_032382111.2	cluster_8	8993	3122	""	""	""	7tm_1	""
Nvec_NVE20774	cluster_8	8994	5621	""	""	""	""	""
Nvec_NVE18783	cluster_8	8995	1654	""	""	""	""	""
Nvec_vc1.1_XM_001628580.3	cluster_8	8996	2229	""	""	""	""	""
Nvec_vc1.1_XM_032378179.2	cluster_8	8997	4035	""	""	""	SSB	""
Nvec_vc1.1_XM_001629140.3	cluster_8	8998	1310	""	""	""	Glyco_transf_92	""
Nvec_vc1.1_XM_048732428.1	cluster_8	8999	827	""	""	""	""	""
Nvec_NVE25315	cluster_8	9000	17124	Gpx4	""	""	DEP/GSHPx	""
Nvec_vc1.1_XM_032384019.2	cluster_8	9001	1208	Pierce1	""	""	DUF4490	""
Nvec_vc1.1_XM_048731533.1	cluster_8	9002	12581	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048726539.1	cluster_8	9003	4635	Rrm2/Rrm2b	""	""	Ribonuc_red_sm	""
Nvec_vc1.1_XM_048724668.1	cluster_8	9004	3655	""	""	""	""	""
Nvec_vc1.1_XM_032377994.2	cluster_8	9005	11926	""	""	""	""	""
Nvec_vc1.1_XM_032376871.2	cluster_8	9006	7370	Chrnb1	""	""	Neur_chan_LBD/Neur_chan_memb	""
Nvec_vc1.1_XM_001636347.3	cluster_8	9007	2832	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001631052.3	cluster_8	9008	1992	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001626311.3	cluster_8	9009	4713	Tsfm	""	""	EF_TS	""
Nvec_vc1.1_XM_048719983.1	cluster_8	9010	11709	""	""	""	""	""
Nvec_vc1.1_XM_032385273.2	cluster_8	9011	5202	""	""	""	NTP_transferase	""
Nvec_vc1.1_XM_032366693.2	cluster_8	9012	2862	Snrnp27	""	""	SNRNP27	""
Nvec_vc1.1_XM_032373619.2	cluster_8	9013	39230	""	""	""	""	""
Nvec_NVE19049	cluster_8	9014	1087	""	""	""	""	""
Nvec_vc1.1_XM_032379327.2	cluster_8	9015	1127	""	""	""	Ank_2	""
Nvec_vc1.1_XM_048729826.1	cluster_8	9016	14373	""	""	""	Anoctamin	""
Nvec_vc1.1_XM_048724790.1	cluster_8	9017	48125	""	""	""	ANF_receptor/7tm_3	""
Nvec_vc1.1_XM_032386791.2	cluster_8	9018	12541	Haus2	""	""	HAUS2	""
Nvec_vc1.1_XM_032377916.2	cluster_8	9019	4520	""	""	""	Tctex-1	""
Nvec_vc1.1_XM_001622411.3	cluster_8	9020	4438	Bola2	""	""	BolA	""
Nvec_vc1.1_XM_048730078.1	cluster_8	9021	53372	Lyst	""	""	PH_BEACH/Beach	""
Nvec_vc1.1_XM_032365539.2	cluster_8	9022	8994	""	""	""	BCCT	""
Nvec_vc1.1_XM_048730236.1	cluster_8	9023	4234	Tbcb	""	""	Ubiquitin_2/CAP_GLY	""
Nvec_vc1.1_XM_001627391.3	cluster_8	9024	3821	Ids	""	""	Sulfatase	""
Nvec_vc1.1_XM_001628403.3	cluster_8	9025	4557	Mgme1	""	""	PDDEXK_1	""
Nvec_vc1.1_XM_032365393.2	cluster_8	9026	16646	""	""	""	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran	""
Nvec_vc1.1_XM_032366872.2	cluster_8	9027	3208	""	""	""	""	""
Nvec_vc1.1_XM_001640573.3	cluster_8	9028	1739	""	""	""	BTB_2/Ion_trans	""
Nvec_vc1.1_XM_001630634.3	cluster_8	9029	2286	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032380426.2	cluster_8	9030	15630	""	""	""	Bcl-2	""
Nvec_vc1.1_XM_032381869.2	cluster_8	9031	3873	""	""	HLH.HG1.64:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5	HLH	tfs
Nvec_vc1.1_XM_032383677.2	cluster_8	9032	2863	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	tfs
Nvec_vc1.1_XM_032383500.2	cluster_8	9033	3364	""	""	""	""	""
Nvec_vc1.1_XM_001629280.3	cluster_8	9034	5875	""	""	""	Ion_trans_2/Ion_trans_2	""
Nvec_vc1.1_XM_032362826.2	cluster_8	9035	2643	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032364227.2	cluster_8	9036	47983	""	""	""	EMI	""
Nvec_vc1.1_XM_001640929.3	cluster_8	9037	1462	Serhl	""	""	Abhydrolase_1	""
Nvec_vc1.1_XM_048729430.1	cluster_8	9038	17651	""	""	""	Kinesin/Kinesin	""
Nvec_vc1.1_XM_032378308.2	cluster_8	9039	7596	Acaa2	""	""	Thiolase_N/Thiolase_C	""
Nvec_vc1.1_XM_001627907.3	cluster_8	9040	1745	""	""	zf-C2H2.HG1.8:ZNF18/ZNF513/ZNF784/ZSCAN4/ZSCAN5A/ZSCAN5B	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_032380370.2	cluster_8	9041	7576	Sec13	""	""	WD40/WD40/WD40/WD40/WD40	""
Nvec_vc1.1_XM_032382708.2	cluster_8	9042	6526	""	""	""	VKG_Carbox/Cupin_2	""
Nvec_vc1.1_XM_048733441.1	cluster_8	9043	43967	""	""	""	TSNAXIP1_N	""
Nvec_vc1.1_XM_032373180.1	cluster_8	9044	14002	""	""	""	DUF885	""
Nvec_vc1.1_XM_032380899.2	cluster_8	9045	4895	Klhdc8b/Klhdc8a/Klhl33	""	""	Kelch_1/Kelch_6/Kelch_1/Kelch_1/Kelch_1	""
Nvec_vc1.1_XM_048732110.1	cluster_8	9046	9450	""	""	""	""	""
Nvec_vc1.1_XM_048729481.1	cluster_8	9047	8234	""	""	zf-C2H2.HG4.3:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2	tfs
